"PlantID"	"PlantName"	"Year"	"PhaseI"	"Energy"	"SO2"	"NOX"	"Capital"	"Labor"	"CoalHeat"	"OilHeat"	"GasHeat"	"NetCons"	"GrossCons"	"PolYr"
"1695"	"             B.C. Cobb"	"86"	"0"	" 5.5603123"	"  36.326603"	" 17.3570959"	"150.49896"	"192"	" 16.4636015"	"0.0356267163"	"0.000000e+00"	" 10.9389159"	" 16.4992282"	"0"
"1745"	"       Trenton Channel"	"86"	"0"	" 8.6447233"	"  54.530000"	" 27.6869315"	"357.53159"	"315"	" 27.6366089"	"0.1531556282"	"0.000000e+00"	" 19.1450412"	" 27.7897645"	"0"
"1943"	"             Hoot Lake"	"86"	"0"	" 0.6683967"	"   7.376055"	"  3.4415342"	" 43.90996"	" 38"	"  2.4550306"	"0.0014164351"	"0.000000e+00"	"  1.7880503"	"  2.4564470"	"0"
"2080"	"              Montrose"	"86"	"1"	" 4.6674603"	" 202.693671"	" 19.5151781"	"106.57240"	"160"	" 14.8312242"	"0.0519032424"	"0.000000e+00"	" 10.2156672"	" 14.8831274"	"0"
"2103"	"               Labadie"	"86"	"1"	"30.5030384"	" 655.136849"	"102.3479726"	"535.75606"	"486"	" 89.9948610"	"0.2430265461"	"0.000000e+00"	" 59.7348492"	" 90.2378876"	"0"
"2107"	"                 Sioux"	"86"	"1"	"10.7936274"	" 253.046000"	" 82.7277260"	"206.06860"	"265"	" 33.3221426"	"0.0207912444"	"0.000000e+00"	" 22.5493065"	" 33.3429339"	"0"
"2526"	"                Goudey"	"86"	"0"	" 1.4755184"	"  25.846658"	"  6.5831233"	" 81.24643"	" 86"	"  5.0690062"	"0.0466007162"	"0.000000e+00"	"  3.6400886"	"  5.1156070"	"0"
"2527"	"             Greenidge"	"86"	"1"	" 1.8576589"	"  31.393452"	"  9.3739452"	" 80.40175"	" 95"	"  5.9551422"	"0.0551819525"	"0.000000e+00"	"  4.1526653"	"  6.0103242"	"0"
"2535"	"              Milliken"	"86"	"1"	" 3.8100786"	"  53.308137"	" 11.4562192"	" 90.11744"	" 83"	" 10.5722109"	"0.0162280738"	"0.000000e+00"	"  6.7783603"	" 10.5884390"	"0"
"2549"	"          C.R. Huntley"	"86"	"0"	" 8.8348767"	" 108.199534"	" 39.2947945"	"361.57260"	"306"	" 27.0805136"	"0.0000000000"	"0.000000e+00"	" 18.2456369"	" 27.0805136"	"0"
"2554"	"               Dunkirk"	"86"	"1"	" 8.1027616"	" 112.878219"	" 24.1952055"	"203.74738"	"214"	" 24.1510623"	"0.0000000000"	"0.000000e+00"	" 16.0483007"	" 24.1510623"	"0"
"2642"	"             Rochester"	"86"	"0"	" 2.5671068"	"  45.754548"	"  7.8389863"	" 90.73929"	"133"	"  7.9836452"	"0.0414206106"	"0.000000e+00"	"  5.4579589"	"  8.0250658"	"0"
"2706"	"             Asheville"	"86"	"0"	" 6.6972164"	"  43.382192"	" 27.7935068"	" 72.31462"	"105"	" 19.7355988"	"0.0347575580"	"0.000000e+00"	" 13.0731399"	" 19.7703563"	"0"
"2718"	"            G.G. Allen"	"86"	"1"	" 6.2577452"	"  44.764630"	" 18.3399726"	"192.90153"	"156"	" 17.9063338"	"0.1009176585"	"0.000000e+00"	" 11.7495063"	" 18.0072515"	"0"
"2721"	"             Cliffside"	"86"	"0"	" 6.3755781"	"  47.188384"	" 18.8667945"	"154.97968"	"145"	" 18.5300551"	"0.0475142090"	"0.000000e+00"	" 12.2019912"	" 18.5775693"	"0"
"2727"	"              Marshall"	"86"	"0"	"26.1709288"	" 166.972630"	" 70.8505479"	"295.69970"	"196"	" 69.3219017"	"0.1709034020"	"0.000000e+00"	" 43.3218764"	" 69.4928052"	"0"
"2790"	"          R.M. Heskett"	"86"	"0"	" 0.7704167"	"   8.097945"	"  2.1579178"	" 34.35227"	" 52"	"  3.0218006"	"0.0000000000"	"0.000000e+00"	"  2.2513839"	"  3.0218006"	"0"
"2850"	"           J.M. Stuart"	"86"	"0"	"40.8487589"	" 475.328000"	"189.9709863"	"474.72325"	"540"	"117.4527453"	"0.0686138316"	"0.000000e+00"	" 76.6726003"	"117.5213592"	"0"
"2864"	"          R. E. Burger"	"86"	"1"	" 6.5341274"	" 171.650712"	" 34.0382740"	"205.69852"	"282"	" 21.7975477"	"0.0153071583"	"0.000000e+00"	" 15.2787275"	" 21.8128549"	"0"
"2872"	"       Muskingum River"	"86"	"1"	"21.7119342"	" 754.278849"	"123.2356986"	"365.58124"	"377"	" 60.9226501"	"0.1982217752"	"0.000000e+00"	" 39.4089376"	" 61.1208719"	"0"
"2876"	"           Kyger Creek"	"86"	"1"	"20.2226274"	" 571.887808"	"128.7991781"	"294.69433"	"338"	" 58.7283560"	"0.0160529316"	"0.000000e+00"	" 38.5217815"	" 58.7444089"	"0"
"3098"	"                Elrama"	"86"	"0"	" 4.6867425"	"  10.540137"	" 25.8707945"	"219.61299"	"231"	" 16.1865294"	"0.1043971146"	"0.000000e+00"	" 11.6041841"	" 16.2909265"	"0"
"3130"	"                Seward"	"86"	"0"	" 3.3574082"	"  43.505616"	" 12.5237808"	"106.51303"	"105"	" 10.9923959"	"0.1527749005"	"0.000000e+00"	"  7.7877626"	" 11.1451708"	"0"
"3131"	"             Shawville"	"86"	"1"	"10.4246630"	" 160.132247"	" 38.6538082"	"191.37470"	"144"	" 30.9938332"	"0.2248306897"	"0.000000e+00"	" 20.7940009"	" 31.2186639"	"0"
"3138"	"            New Castle"	"86"	"0"	" 5.0984548"	"  69.455041"	" 27.2610411"	"138.74808"	"176"	" 17.6375002"	"0.0272680054"	"0.000000e+00"	" 12.5663134"	" 17.6647682"	"0"
"3140"	"        Brunner Island"	"86"	"1"	"24.2417452"	" 338.398795"	" 72.8455616"	"285.13124"	"211"	" 70.5605759"	"0.2605684141"	"0.000000e+00"	" 46.5793991"	" 70.8211443"	"0"
"3149"	"               Montour"	"86"	"0"	"25.5453096"	" 287.908685"	" 73.0306849"	"287.89627"	"190"	" 71.6009893"	"0.3531959139"	"0.000000e+00"	" 46.4088756"	" 71.9541852"	"0"
"3178"	"             Armstrong"	"86"	"1"	" 6.6997945"	"  94.206548"	" 30.5119452"	" 87.75812"	" 85"	" 20.2918708"	"0.0144796769"	"0.000000e+00"	" 13.6065559"	" 20.3063504"	"0"
"3297"	"             Watertree"	"86"	"0"	" 7.6601753"	"  74.402438"	" 32.3168767"	"126.55356"	" 90"	" 22.0464356"	"0.1874205939"	"0.000000e+00"	" 14.5736809"	" 22.2338562"	"0"
"3497"	"             Big Brown"	"86"	"0"	"20.9237836"	" 171.044164"	" 57.6259726"	"173.17693"	"256"	" 66.0416178"	"0.0000000000"	"6.285086e-01"	" 45.7463429"	" 66.6701265"	"0"
"3644"	"                Carbon"	"86"	"0"	" 2.7857397"	"  14.277178"	" 10.1122466"	" 56.16563"	"106"	"  9.2967126"	"0.0160529316"	"0.000000e+00"	"  6.5270259"	"  9.3127656"	"0"
"3775"	"          Clinch River"	"86"	"0"	" 7.2008795"	"  39.586795"	" 29.3706301"	"163.88512"	"179"	" 20.1205014"	"0.0278745331"	"0.000000e+00"	" 12.9474965"	" 20.1483759"	"0"
"3776"	"              Glen Lyn"	"86"	"0"	" 2.7127397"	"  30.604986"	" 17.8842192"	"132.51685"	"131"	" 12.7366507"	"0.1092208081"	"0.000000e+00"	" 10.1331317"	" 12.8458715"	"0"
"3788"	"         Potomac River"	"86"	"0"	" 5.4925781"	"  37.062630"	" 17.0575616"	"178.68491"	"211"	" 17.0957298"	"0.1273735846"	"0.000000e+00"	" 11.7305253"	" 17.2231034"	"0"
"3796"	"                 Bremo"	"86"	"0"	" 3.5873479"	"  23.368027"	" 16.3016986"	" 87.32239"	"140"	" 10.8312884"	"0.0330501534"	"0.000000e+00"	"  7.2769907"	" 10.8643386"	"0"
"3936"	"         Kanawha River"	"86"	"0"	" 4.3309836"	"  24.286055"	" 19.7095342"	"132.57181"	"137"	" 12.1862805"	"0.0302675429"	"0.000000e+00"	"  7.8855645"	" 12.2165480"	"0"
"3945"	"            Rivesville"	"86"	"0"	" 0.9712356"	"   8.492521"	"  5.3936986"	" 77.93724"	" 79"	"  3.5524515"	"0.0076082802"	"0.000000e+00"	"  2.5888241"	"  3.5600597"	"0"
"3946"	"         Willow Island"	"86"	"0"	" 2.0296603"	"  21.709781"	" 12.8615616"	" 82.66244"	" 79"	"  6.3905418"	"0.0175941480"	"0.000000e+00"	"  4.3784757"	"  6.4081360"	"0"
"3947"	"                Kammer"	"86"	"1"	"12.5504575"	" 400.230000"	" 83.7246575"	"178.82775"	"245"	" 35.5238241"	"0.0140473809"	"0.000000e+00"	" 22.9874139"	" 35.5378714"	"0"
"3948"	"              Mitchell"	"86"	"1"	"20.2945863"	" 224.253534"	" 92.5270411"	"335.20804"	"254"	" 58.7938621"	"0.2668374144"	"0.000000e+00"	" 38.7661132"	" 59.0606995"	"0"
"4054"	"          Nelson Dewey"	"86"	"1"	" 2.7257342"	"  51.788247"	" 22.1102740"	" 50.99683"	" 60"	"  8.1908815"	"0.0009442901"	"0.000000e+00"	"  5.4660915"	"  8.1918258"	"0"
"4072"	"               Pulliam"	"86"	"1"	" 3.2386658"	"  67.333507"	" 17.6662740"	"117.23789"	"164"	" 10.7356309"	"0.1014572259"	"0.000000e+00"	"  7.5984224"	" 10.8370881"	"0"
"4158"	"         Dave Johnston"	"86"	"0"	"11.2273616"	"  65.690164"	" 64.3529315"	"213.80375"	"279"	" 37.4124042"	"0.0394004874"	"0.000000e+00"	" 26.2244431"	" 37.4518047"	"0"
"4162"	"              Naughton"	"86"	"0"	" 7.8397918"	"  36.575370"	" 32.0398904"	"179.88381"	"230"	" 23.9481363"	"0.0599623806"	"1.159865e-01"	" 16.2842934"	" 24.1240852"	"0"
"6002"	"   James H. Miller Jr."	"86"	"0"	"12.1654658"	"  53.398877"	" 37.2496438"	"364.79409"	"332"	" 35.2770239"	"0.5030132101"	"0.000000e+00"	" 23.6145713"	" 35.7800371"	"0"
"6004"	"             Pleasants"	"86"	"0"	"18.6859014"	"  86.684055"	" 72.1469589"	"409.06276"	"257"	" 55.3270407"	"0.2415628965"	"0.000000e+00"	" 36.8827023"	" 55.5686036"	"0"
"6016"	"            Duck Creek"	"86"	"0"	" 4.3795288"	"  19.502904"	" 16.5231233"	"158.84219"	"125"	" 13.3008399"	"0.0343832077"	"0.000000e+00"	"  8.9556943"	" 13.3352231"	"0"
"6017"	"                Newton"	"86"	"0"	" 8.1191315"	"  22.341918"	" 19.6443836"	"346.30837"	"242"	" 25.5174164"	"0.1139512664"	"0.000000e+00"	" 17.5122361"	" 25.6313676"	"0"
"6095"	"                Sooner"	"86"	"0"	"12.1859781"	"  46.672904"	" 53.1847123"	"224.46109"	"266"	" 37.0820071"	"0.0779510429"	"0.000000e+00"	" 24.9739801"	" 37.1599581"	"0"
"6139"	"                 Welsh"	"86"	"0"	"19.7610658"	"  85.285726"	"131.8805479"	"212.80710"	"131"	" 59.7159100"	"0.1251184377"	"0.000000e+00"	" 40.0799627"	" 59.8410284"	"0"
"6146"	"           Martin Lake"	"86"	"0"	"41.9562000"	" 118.568548"	"125.6629589"	"431.95895"	"700"	"138.0843598"	"0.3434652877"	"0.000000e+00"	" 96.4716251"	"138.4278251"	"0"
"6147"	"            Monticello"	"86"	"0"	"36.3564630"	" 203.070932"	"118.5549863"	"320.57987"	"528"	"119.1125600"	"0.2969252758"	"0.000000e+00"	" 83.0530223"	"119.4094853"	"0"
"6155"	"           Rush Island"	"86"	"0"	"15.5444959"	" 155.259918"	" 53.6567397"	"249.03386"	"263"	" 44.7260435"	"0.0683800928"	"0.000000e+00"	" 29.2499277"	" 44.7944235"	"0"
"6178"	"          Coleto Creek"	"86"	"0"	"12.1995370"	"  34.386082"	" 41.2478630"	"133.18391"	"121"	" 34.7193708"	"0.0276575824"	"0.000000e+00"	" 22.5474914"	" 34.7470284"	"0"
"6193"	"            Harrington"	"86"	"0"	"17.4297151"	"  65.778740"	" 73.1762740"	"193.44356"	"155"	" 50.7338644"	"0.0000000000"	"3.128814e-01"	" 33.6170307"	" 51.0467457"	"0"
"6248"	"                Pawnee"	"86"	"0"	" 9.7735671"	"  36.587342"	" 67.6605479"	"203.94193"	"117"	" 30.5303040"	"0.0607619819"	"0.000000e+00"	" 20.8174989"	" 30.5910660"	"0"
"6264"	"           Mountaineer"	"86"	"0"	"24.6289562"	" 115.821342"	" 70.1486575"	"318.49209"	"248"	" 66.9755015"	"0.1346784981"	"0.000000e+00"	" 42.4812238"	" 67.1101800"	"0"
"8042"	"          Belews Creek"	"86"	"0"	"38.9060411"	" 251.107014"	"153.2656438"	"273.19544"	"183"	"102.6020974"	"0.0747899003"	"0.000000e+00"	" 63.7708462"	"102.6768873"	"0"
"8102"	"General James M. Gavin"	"86"	"1"	"36.5423589"	"1037.877945"	"177.2997534"	"487.20576"	"363"	"106.8400006"	"0.1235578162"	"0.000000e+00"	" 70.4211996"	"106.9635585"	"0"
"8226"	"              Cheswick"	"86"	"1"	" 7.5208274"	"  86.419836"	" 22.5749589"	"174.56069"	"157"	" 21.7302671"	"0.0022910501"	"1.321547e-01"	" 14.3438854"	" 21.8647128"	"0"
"   3"	"                 Barry"	"87"	"0"	"23.9829397"	" 149.146438"	" 73.1945753"	"355.11381"	"459"	" 68.1485009"	"0.0799104044"	"6.558099e-01"	" 44.9012814"	" 68.8842211"	"0"
"   8"	"                Gorgas"	"87"	"0"	"19.2010685"	" 176.382274"	" 60.6258082"	"337.12131"	"538"	" 55.7290867"	"0.1389719761"	"0.000000e+00"	" 36.6669902"	" 55.8680587"	"0"
" 470"	"              Comanche"	"87"	"0"	" 8.6146548"	"  27.789753"	" 40.0911781"	"168.17362"	"109"	" 26.3738056"	"0.0463856339"	"8.188665e-03"	" 17.8137251"	" 26.4283799"	"0"
" 602"	"        Brandon Shores"	"87"	"0"	" 9.9856301"	"  56.865589"	" 30.8846027"	"225.94137"	"124"	" 29.4373605"	"0.1953867567"	"0.000000e+00"	" 19.6471171"	" 29.6327472"	"0"
" 641"	"                 Crist"	"87"	"1"	"14.5677534"	" 353.470137"	" 66.1101370"	"264.13943"	"237"	" 44.8574491"	"0.0365001847"	"6.630105e-01"	" 30.9892064"	" 45.5569598"	"0"
" 708"	"               Hammond"	"87"	"1"	"13.5858027"	" 193.893096"	" 61.1364110"	"184.15394"	"314"	" 41.3722318"	"0.0426481776"	"0.000000e+00"	" 27.8290772"	" 41.4148799"	"0"
" 709"	"        Harllee Branch"	"87"	"0"	"27.0477753"	" 264.270932"	"116.6586301"	"300.51988"	"503"	" 76.9280701"	"0.0553826141"	"0.000000e+00"	" 49.9356774"	" 76.9834528"	"0"
" 728"	"                 Yates"	"87"	"1"	"19.3502712"	" 317.445479"	" 61.7330411"	"287.46724"	"468"	" 57.4073857"	"0.0656281617"	"0.000000e+00"	" 38.1227426"	" 57.4730139"	"0"
" 856"	"          E.D. Edwards"	"87"	"0"	" 9.0872411"	"  61.056658"	" 38.4173425"	"186.22205"	"152"	" 26.4413512"	"0.0261607073"	"0.000000e+00"	" 17.3802708"	" 26.4675119"	"0"
" 861"	"               Coffeen"	"87"	"1"	" 8.1119260"	" 300.630521"	" 69.1134247"	"219.68996"	"290"	" 25.7838812"	"0.0539355975"	"0.000000e+00"	" 17.7258908"	" 25.8378168"	"0"
" 862"	"           Grand Tower"	"87"	"1"	" 0.9982014"	"  27.093808"	"  4.9840000"	" 88.50249"	"101"	"  3.0887488"	"0.0167232124"	"0.000000e+00"	"  2.1072707"	"  3.1054720"	"0"
" 863"	"           Hutonsville"	"87"	"0"	" 1.5616805"	"  37.909918"	"  5.7432055"	" 68.40792"	" 92"	"  4.9719258"	"0.0206073035"	"0.000000e+00"	"  3.4308526"	"  4.9925331"	"0"
" 864"	"             Meredosia"	"87"	"1"	" 3.4907329"	"  79.332795"	" 11.7732603"	"133.73112"	"147"	" 10.1171128"	"0.1965963080"	"0.000000e+00"	"  6.8229763"	" 10.3137092"	"0"
" 876"	"               Kincaid"	"87"	"1"	" 8.2669890"	" 292.479781"	" 75.0822192"	"270.37733"	"324"	" 27.5842875"	"0.0000000000"	"2.908895e-02"	" 19.3463874"	" 27.6133765"	"0"
" 879"	"              Powerton"	"87"	"0"	"14.7138247"	"  67.213534"	" 72.6235890"	"568.16795"	"401"	" 47.6638536"	"0.0000000000"	"9.956800e-02"	" 33.0495969"	" 47.7634216"	"0"
" 887"	"           Joppa Steam"	"87"	"1"	"11.6185178"	" 196.254000"	" 39.7703562"	"364.31643"	"332"	" 36.3331513"	"0.0338946893"	"0.000000e+00"	" 24.7485282"	" 36.3670460"	"0"
" 889"	"               Baldwin"	"87"	"1"	"26.9036340"	" 678.683068"	"171.0080274"	"347.03950"	"267"	" 79.4385248"	"0.0920682844"	"0.000000e+00"	" 52.6269591"	" 79.5305931"	"0"
" 983"	"          Clifty Creek"	"87"	"1"	"27.4717973"	" 731.043315"	"181.2921918"	"342.13521"	"393"	" 78.3549198"	"0.0055038623"	"0.000000e+00"	" 50.8886264"	" 78.3604236"	"0"
" 988"	"         Tanners Creek"	"87"	"1"	" 8.1367096"	" 135.611589"	" 46.2364384"	"332.02614"	"332"	" 23.0520484"	"0.1698082987"	"0.000000e+00"	" 15.0851471"	" 23.2218567"	"0"
" 991"	"        H.T. Pritchard"	"87"	"1"	" 1.6355534"	"  37.779890"	"  6.1157808"	"112.43122"	" 96"	"  5.3705463"	"0.0464084858"	"0.000000e+00"	"  3.7814014"	"  5.4169548"	"0"
" 994"	"           Petersburgh"	"87"	"1"	"25.1255863"	" 232.059973"	" 79.5318356"	"548.41649"	"327"	" 77.0384541"	"0.1260998250"	"0.000000e+00"	" 52.0389677"	" 77.1645540"	"0"
"1004"	"           Edwardsport"	"87"	"0"	" 0.4842360"	"  12.418301"	"  3.0668767"	" 65.72292"	" 69"	"  1.7483475"	"0.0166329956"	"0.000000e+00"	"  1.2807445"	"  1.7649805"	"0"
"1008"	"          R. Gallagher"	"87"	"1"	" 5.4538078"	" 136.318603"	" 28.0361096"	"145.78723"	"164"	" 17.2574957"	"0.1399943792"	"0.000000e+00"	" 11.9436823"	" 17.3974901"	"0"
"1012"	"           F.B. Culley"	"87"	"1"	" 3.8003327"	" 105.684904"	" 20.0186575"	"103.45410"	" 71"	" 11.6792224"	"0.0032578008"	"1.423116e-02"	"  7.8963787"	" 11.6967114"	"0"
"1047"	"               Lansing"	"87"	"0"	" 2.9034466"	"  15.327425"	" 21.1232329"	" 94.33900"	" 53"	"  9.7167210"	"0.0226629623"	"0.000000e+00"	"  6.8359374"	"  9.7393840"	"0"
"1250"	"              Lawrence"	"87"	"0"	" 3.5634466"	"  15.421452"	" 14.2181918"	"117.40449"	"135"	" 12.0856686"	"0.0000000000"	"4.205204e-01"	"  8.9427425"	" 12.5061890"	"0"
"1355"	"            E.W. Brown"	"87"	"1"	" 9.6920110"	" 189.972329"	" 34.8398356"	"129.55365"	"142"	" 30.1437473"	"0.0415487642"	"0.000000e+00"	" 20.4932851"	" 30.1852961"	"0"
"1356"	"                 Ghent"	"87"	"1"	"22.7231534"	" 247.700740"	" 81.2391507"	"394.29042"	"232"	" 68.5881659"	"0.1303120333"	"0.000000e+00"	" 45.9953245"	" 68.7184779"	"0"
"1357"	"           Green River"	"87"	"1"	" 2.8630466"	"  66.278603"	" 14.9179452"	" 72.80150"	"107"	"  9.7740529"	"0.0108593361"	"0.000000e+00"	"  6.9218657"	"  9.7849122"	"0"
"1364"	"            Mill Creek"	"87"	"0"	"18.8485507"	"  55.578575"	" 75.6616438"	"344.90337"	"567"	" 56.9610882"	"0.1543914307"	"1.007403e-01"	" 38.3676693"	" 57.2162199"	"0"
"1570"	"            R.P. Smith"	"87"	"0"	" 1.4760082"	"  12.093671"	"  5.0571781"	" 59.80179"	" 65"	"  4.6163380"	"0.0223493231"	"0.000000e+00"	"  3.1626791"	"  4.6386873"	"0"
"1606"	"             Mount Tom"	"87"	"0"	" 3.1086356"	"  30.004000"	" 12.4678356"	" 38.46258"	" 68"	"  8.8546468"	"0.0041882908"	"0.000000e+00"	"  5.7501994"	"  8.8588351"	"0"
"1695"	"             B.C. Cobb"	"87"	"0"	" 6.0334986"	"  38.722411"	" 18.5162466"	"150.54558"	"185"	" 17.5377636"	"0.0435958503"	"0.000000e+00"	" 11.5478608"	" 17.5813594"	"0"
"1745"	"       Trenton Channel"	"87"	"0"	"10.8979890"	"  61.682493"	" 31.1371507"	"358.82971"	"327"	" 31.4124444"	"0.0720716668"	"0.000000e+00"	" 20.5865270"	" 31.4845161"	"0"
"1943"	"             Hoot Lake"	"87"	"0"	" 0.1243822"	"   1.929397"	"  0.6682466"	" 43.91748"	" 37"	"  0.5490620"	"0.0033050153"	"0.000000e+00"	"  0.4279848"	"  0.5523670"	"0"
"2080"	"              Montrose"	"87"	"1"	" 5.3436438"	" 140.769753"	" 22.5041370"	"109.13030"	"155"	" 16.9905170"	"0.0140035861"	"0.000000e+00"	" 11.6608767"	" 17.0045205"	"0"
"2103"	"               Labadie"	"87"	"1"	"33.9127753"	" 724.905616"	"112.3602466"	"536.19629"	"483"	" 99.5708940"	"0.2129947486"	"0.000000e+00"	" 65.8711134"	" 99.7838888"	"0"
"2107"	"                 Sioux"	"87"	"1"	"10.0177178"	" 227.991589"	" 78.4118356"	"206.88363"	"262"	" 31.3195571"	"0.0249494933"	"0.000000e+00"	" 21.3267888"	" 31.3445066"	"0"
"2526"	"                Goudey"	"87"	"0"	" 2.1759463"	"  34.160192"	"  8.1774247"	" 82.00299"	" 83"	"  6.8190352"	"0.0586809048"	"0.000000e+00"	"  4.7017698"	"  6.8777161"	"0"
"2527"	"             Greenidge"	"87"	"1"	" 2.0063044"	"  31.814575"	"  8.3887123"	" 80.47291"	" 90"	"  6.5933723"	"0.0932064912"	"0.000000e+00"	"  4.6802744"	"  6.6865788"	"0"
"2535"	"              Milliken"	"87"	"1"	" 5.9049233"	"  77.274959"	" 17.1134521"	" 91.20845"	" 82"	" 16.3086448"	"0.0106742721"	"0.000000e+00"	" 10.4143957"	" 16.3193190"	"0"
"2549"	"          C.R. Huntley"	"87"	"0"	"10.6304356"	" 128.370247"	" 45.0502740"	"370.74676"	"303"	" 31.6910742"	"0.0000000000"	"0.000000e+00"	" 21.0606386"	" 31.6910742"	"0"
"2554"	"               Dunkirk"	"87"	"1"	" 9.0544932"	" 140.119014"	" 27.3410959"	"207.54850"	"210"	" 27.4687164"	"0.0000000000"	"0.000000e+00"	" 18.4142232"	" 27.4687164"	"0"
"2642"	"             Rochester"	"87"	"0"	" 3.1978274"	"  54.421370"	"  9.6394247"	" 91.89322"	"132"	"  9.9207391"	"0.0288548074"	"0.000000e+00"	"  6.7517665"	"  9.9495939"	"0"
"2706"	"             Asheville"	"87"	"0"	" 6.1534849"	"  49.396603"	" 25.8140822"	" 72.64527"	"101"	" 18.1016477"	"0.0469196705"	"0.000000e+00"	" 11.9950824"	" 18.1485674"	"0"
"2718"	"            G.G. Allen"	"87"	"1"	" 4.9181562"	"  33.584247"	" 14.5095068"	"194.45670"	"155"	" 14.2138624"	"0.1345004590"	"0.000000e+00"	"  9.4302067"	" 14.3483629"	"0"
"2721"	"             Cliffside"	"87"	"0"	" 6.7043151"	"  49.717753"	" 19.6606301"	"155.44942"	"142"	" 19.4211727"	"0.0359233651"	"0.000000e+00"	" 12.7527810"	" 19.4570960"	"0"
"2727"	"              Marshall"	"87"	"0"	"23.7442630"	" 151.565068"	" 64.9311233"	"296.86254"	"200"	" 63.5547223"	"0.1934242284"	"0.000000e+00"	" 40.0038835"	" 63.7481465"	"0"
"2790"	"          R.M. Heskett"	"87"	"0"	" 0.7173677"	"   9.613151"	"  2.0202192"	" 38.10791"	" 51"	"  2.8468885"	"0.0000000000"	"3.009925e-03"	"  2.1325308"	"  2.8498984"	"0"
"2850"	"           J.M. Stuart"	"87"	"0"	"39.9962411"	" 473.242959"	"188.5732055"	"478.23678"	"555"	"115.4876423"	"0.0805454192"	"0.000000e+00"	" 75.5719466"	"115.5681877"	"0"
"2864"	"          R. E. Burger"	"87"	"1"	" 6.7614408"	" 168.040849"	" 34.9207397"	"207.69364"	"279"	" 22.3624597"	"0.0134290631"	"0.000000e+00"	" 15.6144479"	" 22.3758887"	"0"
"2872"	"       Muskingum River"	"87"	"1"	"23.6352712"	" 861.060795"	"136.6476712"	"367.36056"	"370"	" 66.1506207"	"0.1771186520"	"0.000000e+00"	" 42.6924681"	" 66.3277393"	"0"
"2876"	"           Kyger Creek"	"87"	"1"	"20.6053616"	" 563.412767"	"129.9032877"	"294.65749"	"338"	" 58.8040839"	"0.0160529316"	"0.000000e+00"	" 38.2147752"	" 58.8201368"	"0"
"3098"	"                Elrama"	"87"	"0"	" 4.0483918"	"   9.085205"	" 21.3803562"	"221.55681"	"230"	" 13.6426633"	"0.0808939938"	"0.000000e+00"	"  9.6751655"	" 13.7235573"	"0"
"3130"	"                Seward"	"87"	"0"	" 3.2826658"	"  44.041781"	" 12.6341370"	"107.86808"	"104"	" 10.8397678"	"0.1868158570"	"0.000000e+00"	"  7.7439179"	" 11.0265836"	"0"
"3131"	"             Shawville"	"87"	"1"	"10.1224301"	" 156.678904"	" 37.8750685"	"193.68668"	"139"	" 30.2413320"	"0.2138932575"	"0.000000e+00"	" 20.3327951"	" 30.4552252"	"0"
"3138"	"            New Castle"	"87"	"0"	" 5.2059726"	"  68.492603"	" 26.9874521"	"139.53909"	"168"	" 17.4405161"	"0.0295733143"	"0.000000e+00"	" 12.2641169"	" 17.4700895"	"0"
"3140"	"        Brunner Island"	"87"	"1"	"25.3543260"	" 346.180986"	" 75.2472877"	"287.66458"	"216"	" 73.1742279"	"0.2527376659"	"0.000000e+00"	" 48.0726396"	" 73.4269656"	"0"
"3149"	"               Montour"	"87"	"0"	"27.2349123"	" 283.502137"	" 77.2367123"	"293.24084"	"194"	" 76.0533572"	"0.2820981912"	"0.000000e+00"	" 49.1005431"	" 76.3354554"	"0"
"3178"	"             Armstrong"	"87"	"1"	" 6.2882082"	"  88.773699"	" 28.6393425"	" 88.48434"	" 83"	" 18.9795886"	"0.0107362175"	"0.000000e+00"	" 12.7021166"	" 18.9903248"	"0"
"3297"	"             Watertree"	"87"	"0"	"10.4791342"	" 101.587699"	" 44.5584110"	"131.89570"	" 92"	" 30.3558271"	"0.1952391270"	"0.000000e+00"	" 20.0719320"	" 30.5510663"	"0"
"3497"	"             Big Brown"	"87"	"0"	"18.2961014"	" 165.206877"	" 51.1845753"	"178.00734"	"256"	" 56.5442997"	"0.0000000000"	"1.017922e+00"	" 39.2661206"	" 57.5622220"	"0"
"3644"	"                Carbon"	"87"	"0"	" 2.2387781"	"   9.531699"	"  8.0668767"	" 56.86863"	"104"	"  7.3803401"	"0.0133144904"	"0.000000e+00"	"  5.1548765"	"  7.3936546"	"0"
"3775"	"          Clinch River"	"87"	"0"	" 8.8112219"	"  46.417589"	" 35.1209041"	"164.76021"	"180"	" 23.9627182"	"0.0283692500"	"0.000000e+00"	" 15.1798655"	" 23.9910875"	"0"
"3776"	"              Glen Lyn"	"87"	"0"	" 1.5826959"	"  18.030986"	" 11.0939452"	"132.84061"	"132"	"  7.7307641"	"0.1020043746"	"0.000000e+00"	"  6.2500726"	"  7.8327685"	"0"
"3788"	"         Potomac River"	"87"	"0"	" 5.4171671"	"  33.007507"	" 16.8783562"	"184.19947"	"213"	" 17.0142848"	"0.1121841658"	"0.000000e+00"	" 11.7093018"	" 17.1264690"	"0"
"3796"	"                 Bremo"	"87"	"0"	" 3.9629123"	"  22.406630"	" 17.5756986"	" 92.00936"	"141"	" 11.9465304"	"0.0406044741"	"0.000000e+00"	"  8.0242225"	" 11.9871349"	"0"
