fighter_name,Height_ft_in,Weight_lbs,Reach_lbs,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,Opp_Str,TD_Avg,TD_Acc,TD_Def,Opp_TD,Sub_Avg
Don Frye,"6' 1""",219,,Orthodox,23-Nov-65,2.87,0.64,3.57,0.37,0.63,0.91,0.57,0.45,0.55,0.7
Ron Waterman,"6' 2""",280,,Orthodox,23-Nov-65,0.84,0.50,1.37,0.42,0.58,4.19,0.69,0.50,0.50,2.8
Willie Peeters,"5' 9""",220,,Orthodox,26-Oct-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Gil Castillo,"5' 9""",170,,Southpaw,21-Oct-65,0.6,0.45,2.22,0.44,0.56,3.33,0.45,0.50,0.50,0
Masaaki Satake,"6' 1""",220,,Orthodox,17-Aug-65,1.4,0.35,3.76,0.41,0.59,0,0.00,0.58,0.42,0
Andrei Kopylov,"6' 2""",265,,Orthodox,16-Jul-65,0.33,0.66,4.31,0.40,0.60,0,0.00,0.00,1.00,0
Egan Inoue,"5' 9""",190,,Southpaw,4-Jul-65,1.66,0.36,3.31,0.57,0.43,0,0.00,0.00,1.00,0
Tim Lajcik,"6' 1""",225,,Orthodox,21-Jun-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mike van Arsdale,"6' 2""",205,,Switch,20-Jun-65,1.52,0.41,1.91,0.41,0.59,1.06,0.14,0.37,0.63,0
Sam Adkins,"6' 3""",225,,Orthodox,26-Apr-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Ferrozzo,"5' 11""",323,,Orthodox,26-Apr-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Andre Roberts,"6' 2""",345,,Orthodox,24-Feb-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Bas Rutten,"6' 1""",205,,Orthodox,24-Feb-65,5.59,0.61,2.06,0.79,0.21,0,0.00,0.00,1.00,0
Tra Telligman,"6' 2""",233,,Orthodox,7-Feb-65,1.83,0.35,3.02,0.56,0.44,0.87,1.00,0.80,0.20,0
Yuhi Sano,"5' 11""",243,,Orthodox,2-Feb-65,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mark Coleman,"6' 1""",205,75,Orthodox,20-Dec-64,1.88,0.52,2.62,0.40,0.60,3.89,0.40,0.50,0.50,0.8
Eldo Xavier Dias,"5' 11""",180,,,16-Jul-64,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jose Canseco,"6' 4""",240,,Orthodox,2-Jul-64,0.78,0.10,4.68,0.62,0.38,0,0.00,0.00,1.00,0
Brad Kohler,"5' 9""",220,,Orthodox,26-May-64,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ken Shamrock,"6' 1""",205,72,Orthodox,11-Feb-64,1.47,0.46,4.3,0.39,0.61,0.94,0.60,0.44,0.56,2.5
Adrian Serrano,"5' 8""",170,,,23-Dec-63,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Koji Kitao,"6' 7""",350,,Southpaw,12-Oct-63,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tadao Yasuda,"6' 4""",310,,Orthodox,9-Oct-63,2.7,0.73,0.85,0.60,0.40,0.75,0.14,0.00,1.00,0
Patrick Smith,"6' 2""",225,,Orthodox,28-Aug-63,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Art Jimmerson,"6' 1""",196,,Orthodox,4-Aug-63,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Paulo Cesar Silva,"7' 5""",385,,Orthodox,21-Jul-63,0.4,0.15,2.72,0.47,0.53,0.42,1.00,0.16,0.84,0.4
Randy Couture,"6' 1""",205,75,Orthodox,22-Jun-63,2.85,0.57,1.53,0.59,0.41,2.78,0.46,0.58,0.42,0.5
Paul Jones,"5' 9""",199,,Orthodox,16-Jun-63,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tony Halme,"6' 3""",300,,Orthodox,6-Jan-63,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Nobuhiko Takada,"6' 0""",220,,Southpaw,12-Apr-62,0.31,0.24,1.92,0.39,0.61,1.15,0.20,0.00,1.00,0
Herschel Walker,"6' 1""",215,,Orthodox,3-Mar-62,3.42,0.67,0.45,0.46,0.54,1.94,1.00,1.00,0.00,0
Maurice Smith,"6' 2""",221,,Orthodox,13-Dec-61,0.41,0.46,0.47,0.60,0.40,0.89,0.50,0.20,0.80,0.9
Marco Ruas,"6' 1""",210,,Orthodox,23-Jan-61,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Emmanuel Yarborough,"6' 8""",770,,Open Stance,5-Sep-60,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Hans Nijman,"6' 0""",250,,Switch,23-Oct-59,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Gerard Gordeau,"6' 5""",216,,Orthodox,30-Mar-59,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Rickson Gracie,"5' 10""",185,,Switch,20-Nov-58,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Dan Severn,"6' 2""",250,,Southpaw,8-Jun-58,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Yoshiaki Yatsu,"6' 1""",165,,Orthodox,19-Jul-56,0,0.00,5.57,0.48,0.52,0,0.00,0.00,1.00,0
Branko Cikatic,"6' 1""",215,,Orthodox,3-Oct-54,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ron van Clief,"5' 10""",190,,Orthodox,25-Jan-43,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Hiroyuki Abe,"5' 6""",145,,Orthodox,,1.71,0.36,3.11,0.63,0.37,0,0.00,0.33,0.67,0
David Abbott,"6' 0""",265,,Switch,,1.35,0.30,3.55,0.38,0.62,1.07,0.33,0.66,0.34,0
Scott Adams,"6' 0""",225,,Southpaw,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Marcelo Aguiar,"5' 10""",170,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Edwin Aguilar,"5' 10""",185,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mike Aina,"5' 9""",155,,Orthodox,,2.87,0.33,6.33,0.59,0.41,0,0.00,0.71,0.29,0
Javi Alanis,"5' 6""",135,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Brett Albee,,225,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Wes Albritton,"5' 10""",188,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Israel Albuquerque,,185,,Orthodox,,0.32,0.13,3.34,0.25,0.75,0,0.00,0.00,1.00,0
Juan Alcain,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Levi Alford,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Royce Alger,"5' 10""",199,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Rico Altamirano,"5' 10""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mike Altman,"5' 10""",185,,Orthodox,,1.56,0.20,2.08,0.75,0.25,0,0.00,0.00,1.00,0
Anthony Alves,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Andre Amado,"6' 0""",154,,Orthodox,,2.27,0.24,5.91,0.63,0.37,0,0.00,0.20,0.80,0
Chris Amarante,,185,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
JJ Ambrose,"5' 10""",170,,Orthodox,,3.16,0.69,6.32,0.33,0.67,0,0.00,0.50,0.50,0
Bertrand Amoussou,"5' 8""",190,,Orthodox,,6.75,0.39,2.01,0.83,0.17,0,0.00,0.00,1.00,0
Lowell Anderson,"5' 6""",160,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jermaine Andre,"5' 7""",200,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Angelo Antonio,,205,,Orthodox,,1.09,0.50,7.64,0.50,0.50,0,0.00,0.00,1.00,0
Tristan Arenal,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Joey Armstrong,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Gilles Arsene,"5' 9""",190,,Southpaw,,0.06,0.10,2.45,0.32,0.68,0,0.00,0.00,1.00,0
Veta Arteaga,"5' 7""",125,,,,3.2,0.36,1.92,0.65,0.35,0,0.00,0.40,0.60,0
Bazigit Atajev,"6' 1""",230,,Orthodox,,0.87,0.41,3.14,0.49,0.51,1,0.33,0.00,1.00,0
David Avellan,"5' 9""",185,,Orthodox,,3.33,0.25,10,0.57,0.43,0,0.00,0.00,1.00,0
Jordan Bailey,"5' 9""",145,,,,1.74,0.40,0.29,0.00,1.00,4.35,1.00,0.00,1.00,4.3
Scott Baker,"6' 0""",210,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Yohan Banks,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Nick Barnes,"5' 11""",170,,,,2.86,0.29,8.93,0.51,0.49,5.36,1.00,1.00,0.00,5.4
James Barnes,"5' 8""",145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Chris Barnhizer,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Carlos Barreto,"6' 4""",230,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jose Barreto,,185,,Southpaw,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
David Barrios,"5' 6""",145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Sean Bassett,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ryan Bastianelli,"5' 5""",135,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Rudy Bears,"5' 11""",170,,Southpaw,,1.27,0.29,2.53,0.50,0.50,0,0.00,0.00,1.00,0
Salvador Becerra,"5' 9""",155,,,,4.57,0.31,3.83,0.58,0.42,0,0.00,0.66,0.34,0
Mike Bencic,"6' 0""",215,,Orthodox,,0,0.00,3.32,0.53,0.47,0,0.00,0.00,1.00,0
Karla Benitez,"5' 3""",113,,,,0,0.00,2.4,0.57,0.43,0,0.00,1.00,0.00,0
Dave Beneteau,"6' 2""",250,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Josh Bennett,"6' 4""",259,,Orthodox,,2.9,0.40,5.8,0.43,0.57,1.5,1.00,1.00,0.00,0
Pat Benson,"5' 9""",155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Dave Berry,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Dieusel Berto,"5' 9""",200,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Bessac,"6' 4""",245,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Bills,"5' 10""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Amaury Bitetti,"5' 9""",185,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tom Blackledge,,205,,Orthodox,,2.91,0.61,2.55,0.46,0.54,0,0.00,0.75,0.25,0
Jason Blackford,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
David Blanco,"5' 7""",145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jeremy Boczulak,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jay Bogan,,145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Derek Bohi,"6' 4""",260,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Kyle Bolt,"6' 2""",185,,,,7.27,0.52,7.27,0.45,0.55,0,0.00,0.00,1.00,0
Luc Bondole,"6' 2""",205,,,,3.35,0.51,2.04,0.62,0.38,0,0.00,0.00,1.00,1.8
Tony Bonello,"6' 2""",185,,,,0.62,0.33,12.62,0.10,0.90,0,0.00,0.00,1.00,0
Marcos Bonilla,"5' 10""",145,,,,0.47,0.12,0.47,0.94,0.06,0,0.00,0.00,1.00,0
Igor Borisov,"6' 0""",235,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Marcus Bossett,"6' 1""",215,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Chris Bostick,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Rich Bouphanouvong,"5' 7""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Gregory Bouchelaghem,"6' 2""",183,,Switch,,0.27,0.21,1.53,0.36,0.64,0,0.00,0.50,0.50,0
Roy Boughton,"6' 0""",205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mike Bourke,"6' 0""",275,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jess Bouscal,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tai Bowden,"5' 11""",230,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Blake Bowman,"6' 2""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Colley  Bradford,"5' 7""",145,,,,0.43,0.25,1.73,0.50,0.50,19.42,0.50,1.00,0.00,0
Michael Bravo,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Robert Breslin,"5' 11""",155,,,,2.21,0.46,3.5,0.66,0.34,1.38,1.00,0.50,0.50,0
Mack Brewer,,205,,,,0,0.00,6.67,0.36,0.64,0,0.00,0.00,1.00,0
Drew Brokenshire,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Chris Brown,,170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Frederick Brown,"6' 0""",235,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Justin Bruckmann,"5' 9""",170,,Orthodox,,0.59,0.66,5.91,0.16,0.84,0,0.00,0.33,0.67,0
Zak Bucia,"5' 10""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Francisco Bueno,"5' 9""",225,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Lee Kwan Bum,"6' 2""",286,,Orthodox,,0.71,0.14,0,1.00,0.00,0,0.00,0.00,1.00,0
Josh Bumgarner,"6' 1""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Derrick Burnsed,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
George Bush,"6' 1""",205,,,,6.35,0.64,2.31,0.55,0.45,17.31,0.66,0.00,1.00,0
Nick Bustamante,"5' 9""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Todd Butler,"6' 1""",200,,Southpaw,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ian Butler,"5' 8""",155,,,,2.09,0.14,6.69,0.36,0.64,0,0.00,0.50,0.50,0
Goldman Butler,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Steve Byrnes,"6' 0""",170,,Orthodox,,1.2,0.51,2.67,0.27,0.73,3,0.60,0.00,1.00,4
Alvin Cacdac,"5' 6""",125,,Orthodox,,1.21,0.66,0.61,0.00,1.00,0,0.00,0.00,1.00,0
Travis Calanoc,"5' 8""",145,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Thomas Campbell,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mike Campbell,"5' 9""",155,,Southpaw,,1.4,0.26,1.4,0.63,0.37,5.26,1.00,0.00,1.00,0
John Campetella,"5' 9""",235,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Asbel Cancio,"5' 10""",225,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Cody Canterbury,"5' 8""",155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Frank Caracci,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Remo Cardarelli,,135,,,,2.27,0.47,1.47,0.59,0.41,0,0.00,1.00,0.00,0
Edgar Cardenas,,145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ronald Carillo,,125,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Rafael Carino,"6' 8""",245,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Don Carlo-Clauss,,170,,,,1.44,0.30,7.68,0.43,0.57,0,0.00,0.66,0.34,0
Cody Carrillo,"5' 10""",155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Gabriel Carrasco,"5' 6""",135,,,,4.15,0.37,1.53,0.80,0.20,0,0.00,1.00,0.00,0
Roger Carroll,"5' 10""",170,,,,7.62,0.61,10.48,0.43,0.57,0,0.00,1.00,0.00,0
Jonny Carson,"5' 10""",155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Carson,"6' 2""",215,,,,0.62,0.66,6.22,0.23,0.77,0,0.00,0.00,1.00,0
Brandon Cash,"6' 5""",255,,Orthodox,,5.42,0.72,0.68,0.33,0.67,10.17,0.66,0.00,1.00,0
Dwayne Cason,"5' 10""",212,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Eric Castile,"5' 8""",145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Raul Castillo,"5' 11""",185,,Orthodox,,1.47,0.48,3.27,0.60,0.40,0,0.00,0.00,1.00,0
Tim Catalfo,"5' 11""",235,,Orthodox,,0.39,1.00,0.77,0.33,0.67,0,0.00,0.00,1.00,0
Donnie Chappell,"5' 11""",178,,Southpaw,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Joe Charles,"6' 1""",260,,Southpaw,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Emilio Chavez,"5' 9""",145,,,,2.73,0.48,1.53,0.54,0.46,3,0.50,0.00,1.00,0
Ion Cherdivara,,205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Murad Chunkaiev,"5' 11""",185,,Orthodox,,0.85,0.16,3.41,0.66,0.34,8.53,1.00,0.00,1.00,0
Steven Ciaccio,"6' 0""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Nikolajus Cilkinas,,,,Orthodox,,0,0.00,5.88,0.16,0.84,0,0.00,0.00,1.00,0
Mychal Clark,"6' 3""",224,,Orthodox,,5.8,0.56,2.9,0.59,0.41,0,0.00,0.00,1.00,0
RJ Clifford,,160,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Brian Cobb,"5' 11""",155,,Orthodox,,0,0.00,3.68,0.55,0.45,5.81,0.50,0.00,1.00,0
Chris Coggins,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Wayne Cole,"6' 1""",205,,Orthodox,,0.57,0.20,8.33,0.27,0.73,4.31,0.25,0.00,1.00,4.3
Chris Condo,"6' 0""",335,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jonathan Contrestano,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Mike Cook,"6' 1""",205,,Orthodox,,1.72,0.49,2.4,0.46,0.54,1.03,0.33,0.55,0.45,2.1
Dewey Cooper,,205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Bob Cook,"5' 9""",170,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Bobby Cooper,"6' 1""",155,,,,2.87,0.25,3.4,0.59,0.41,0,0.00,0.40,0.60,1
Clint Coronel,,155,,,,4.93,0.32,5.6,0.66,0.34,0,0.00,0.66,0.34,0
Henry Corrales,"5' 9""",145,,,,4.12,0.41,5.84,0.55,0.45,0,0.00,0.69,0.31,0
Chad Corvin,"6' 5""",255,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Guilherme Costa,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jadson Costa,"5' 7""",155,,Orthodox,,0.2,0.50,3.05,0.50,0.50,0,0.00,0.00,1.00,0
Miguel Cosio,"6' 4""",205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Dave Courchaine,"5' 8""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alexander Crispim,,145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alex Crispin,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jeff Crotty,,155,,,,0.93,0.35,3.33,0.54,0.46,5,0.38,0.00,1.00,1
Everett Cummings,,205,,,,0.43,0.60,4.34,0.45,0.55,0,0.00,0.00,1.00,2.2
Larry Cureton,"6' 2""",240,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Richard Dalton,"6' 1""",205,,Orthodox,,1.2,0.69,3.27,0.25,0.75,1,0.11,0.00,1.00,0
Marko Damiani,"6' 0""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Carina Damm,"5' 4""",135,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Marques Daniels,,155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Raymond Daniels,"6' 2""",185,,Southpaw,,0,0.00,2.61,0.38,0.62,0,0.00,0.33,0.67,3
Brian Davidson,"5' 6""",145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Rick Davis,"5' 9""",155,,Orthodox,,3.09,0.50,6.19,0.64,0.36,0,0.00,0.00,1.00,0
Lemont Davis,"5' 8""",170,,Orthodox,,0.87,0.54,1.27,0.55,0.45,1,0.50,0.00,1.00,1
Crezio de Souza,,170,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Issac DeJesus,,145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Johil de Oliveira,"5' 6""",170,,Orthodox,,0.51,0.34,0.73,0.58,0.42,1.1,0.50,0.44,0.56,0.6
Rafael  Del Real,"5' 11""",225,,,,5.58,0.40,0,0.00,1.00,20.93,1.00,1.00,0.00,0
Israel Delgado,"5' 10""",155,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Robert Densley,"5' 9""",155,,,,1.81,0.47,0.4,0.60,0.40,0,0.00,0.50,0.50,0
Cory Devela,"5' 0""",185,,Orthodox,,4.07,0.41,4,0.47,0.53,1.07,0.12,0.62,0.38,0
John Devine,,,,,,1.52,0.18,2.28,0.57,0.43,0,0.00,0.00,1.00,0
Michael Diaz,,260,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ryan Diaz,,145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Ralph Dillon,"6' 2""",205,,Orthodox,,0.34,0.14,0.69,0.60,0.40,0,0.00,0.00,1.00,0
Drew Dimanlig,,185,,,,3.7,0.73,3.17,0.20,0.80,0,0.00,0.00,1.00,0
Helio Dipp,"6' 5""",185,,Orthodox,,0.6,0.25,1.8,0.62,0.38,0,0.00,0.50,0.50,0
John Dixson,"6' 0""",275,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Anthony Do,"5' 4""",125,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
OJ Dominguez,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Houston Dorr,"6' 1""",210,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jordan Dowdy,,170,,,,2.11,0.44,2.63,0.50,0.50,0,0.00,0.00,1.00,0
Damion Douglas,,170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
John Dowdy,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Chris Drumm,"5' 8""",145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Antonio Duarte,"5' 7""",135,,,,4.55,0.40,4.18,0.57,0.43,0,0.00,0.60,0.40,0
Alex Dunworth,"5' 8""",155,,,,1.94,0.31,8.71,0.35,0.65,0,0.00,0.50,0.50,0
Bill Duvall,"6' 2""",185,,Southpaw,,0,0.00,2.4,0.40,0.60,0,0.00,0.00,1.00,0
Ben Earwood,"5' 8""",170,,Orthodox,,0.5,0.55,0.2,0.33,0.67,3,1.00,0.00,1.00,0
Maurice Eazel,"5' 7""",135,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tom Egan,"5' 11""",170,,Orthodox,,0,0.00,3.91,0.50,0.50,0,0.00,0.28,0.72,0
John Elam,,,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
John Paul Elias,"6' 4""",205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Per Eklund,"5' 10""",155,72,Orthodox,,2.07,0.61,2.38,0.67,0.33,2.07,0.11,0.50,0.50,3.6
Eddy Ellis,"5' 9""",170,,Orthodox,,3.4,0.69,1.53,0.68,0.32,4,0.66,0.50,0.50,2
Kevin Engel,"6' 2""",170,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Kenny Ento,"6' 2""",192,,,,8.41,0.79,0,1.00,0.00,5.49,1.00,0.00,1.00,11
Won Jin Eoh,"5' 7""",160,,Orthodox,,3.74,0.44,3.58,0.46,0.54,0,0.00,0.50,0.50,0
Tom Erikson,"6' 3""",280,,Orthodox,,0.94,0.47,1.87,0.25,0.75,4.68,0.60,1.00,0.00,6.2
Nick Ertl,"5' 9""",155,,,,1.34,0.69,1.59,0.41,0.59,1.88,0.50,0.00,1.00,0
Chel Erwin-Davis,"6' 0""",170,,,,4.06,0.54,1.13,0.61,0.39,4.25,1.00,0.50,0.50,1.4
Bobby Escalante,,130,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Pro Escobedo,,205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Evan Esguerra,,145,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Fred Ettish,"6' 0""",180,,Southpaw,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Ettling,,135,,,,0,0.00,0.54,0.83,0.17,8.04,1.00,0.00,1.00,0
Jason Fairn,"6' 1""",230,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Joao Paulo Faria,"5' 9""",155,,,,6.69,0.64,2.09,0.85,0.15,1.25,0.50,0.00,1.00,1.2
Rodney Faverus,"6' 0""",215,,Southpaw,,2.3,0.53,1.6,0.54,0.46,4.5,1.00,0.25,0.75,0
Rhadi Ferguson,"5' 7""",205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Scott Fiedler,"6' 4""",235,,Orthodox,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Anthony Figueroa,"5' 4""",135,,Orthodox,,2.37,0.48,3.77,0.49,0.51,0,0.00,0.58,0.42,0
Brady Fink,"6' 0""",183,,Orthodox,,1.69,0.41,1.69,0.61,0.39,3.63,0.25,0.00,1.00,3.6
Jan Finney,"5' 8""",135,,Orthodox,,2.16,0.28,8.75,0.42,0.58,0.77,0.11,0.25,0.75,0
Bryanna Fissori,"5' 4""",145,,,,1.4,0.46,1.2,0.57,0.43,2,0.25,0.50,0.50,0
Isi Fitikefu,"5' 10""",205,,,,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
