"","ice_ice_baby"
"3438",8.33963411410021
"3439",6.78796135512222
"3440",3.21314472774793
"3441",-2.38050788074472
"3442",-5.90786861912423
"3443",-6.74736971524837
"3444",-7.71585892268747
"3445",-8.32976739215136
"3446",-6.71539650261805
"3447",-5.75136752332997
"3448",-4.63413128764206
"3449",-2.67399305604064
"3450",-4.89104870165576
"3451",-3.68530082609384
"3452",-3.31955371201481
"3453",-3.37072983184339
"3454",-2.19179016023768
"3455",-1.85296035414628
"3456",-0.174345673003993
"3457",-0.156466717310931
"3458",-1.16835509176534
"3459",-0.6007486663735
"3460",-0.765270979739459
"3461",-1.4621055618576
"3462",-1.66190086283875
"3463",-1.97391690359017
"3464",1.24026764317458
"3465",1.75644416332284
"3466",3.53225264819489
"3467",1.99780800184633
"3468",-1.53883533086029
"3469",-2.09765541837122
"3470",-2.41670978939389
"3471",-1.94778159246771
"3472",-1.02688594778907
"3473",-2.02435989838867
"3474",-0.0731870313805391
"3475",-0.10859867962022
"3476",-0.0706104930587312
"3477",-0.233748558741929
"3478",-2.77443910147454
"3479",0.297871709246224
"3480",1.52061367929642
"3481",-1.03451236529904
"3482",-2.0833938197004
"3483",-1.57107103603891
"3484",-3.36363730965329
"3485",-4.37925373274316
"3486",-4.08382076126759
"3487",-3.25825706903022
"3488",-3.16521245050971
"3489",-3.26114472686668
"3490",-3.06635915392938
"3491",-2.5037371097889
"3492",-1.84025714287617
"3493",-1.72691664402728
"3494",-0.0844178242498383
"3495",-0.684320232678115
"3496",-1.45407241846546
"3497",-0.243410710066817
"3498",3.48396980557737
"3499",1.90008007382321
"3500",1.76085859892316
"3501",-0.0983301275544756
"3502",-5.32862909055714
"3503",-6.14178434193424
"3504",-3.4239551528264
"3505",0.432506347841794
"3506",2.78762187658589
"3507",3.17051758508909
"3508",5.93900829989758
"3509",7.11708990058411
"3510",7.25435709940167
"3511",6.38681031920845
"3512",6.5841408453116
"3513",6.56048498358455
"3514",4.49304745528658
"3515",1.95323642127966
"3516",6.13247126076599
"3517",5.52861179148814
"3518",1.91738660489063
"3519",-2.82757731492274
"3520",-4.31084141899801
"3521",-4.01300972191271
"3522",-0.765733967641992
"3523",-2.46510774207018
"3524",-3.5020520116791
"3525",-1.73350927940503
"3526",-2.10132994695258
"3527",-2.91329415871097
"3528",-5.46071053116276
"3529",-4.6556827055363
"3530",-1.06102822575197
"3531",-2.35742468178173
"3532",-1.03382212143492
"3533",-0.705631114694734
"3534",1.03997316121906
"3535",3.18268570275856
"3536",1.78183431536374
"3537",2.49079613179463
"3538",1.07612775521362
"3539",0.425290223519595
"3540",-1.60153596178992
"3541",-12.1650874794832
"3542",-9.90797416537733
"3543",-12.6608600984723
"3544",-15.1469162554115
"3545",-9.44167665890316
"3546",-0.499636356238126
"3547",1.14168554088836
"3548",1.34681497682506
"3549",1.38541244740682
"3550",1.30727261283998
"3551",1.5352502532029
"3552",3.06472202043273
"3553",4.23186929546216
"3554",4.57291240894992
"3555",3.68960638675224
"3556",5.00269076489452
"3557",3.17931674589664
"3558",2.16640904048534
"3559",1.89790250665508
"3560",0.182793514752748
"3561",-0.0788446117731668
"3562",-0.177477068528298
"3563",-0.736946054362268
"3564",-0.784357528667999
"3565",0.387336679028929
"3566",2.38952000147331
"3567",3.55361160147475
"3568",0.404895731488249
"3569",-4.02016376791394
"3570",-3.60222001029583
"3571",-0.681942233860365
"3572",0.889437715817653
"3573",-2.41179937190104
"3574",-2.46359300433859
"3575",-0.291095064092526
"3576",-2.50406747882047
"3577",3.4539339820349
"3578",4.51088665406297
"3579",2.59262243246305
"3580",2.97547924515075
"3581",3.84178332686551
"3582",2.6229904190418
"3583",7.62318632199657
"3584",9.48138679612264
"3585",9.14157389699607
"3586",10.207047355491
"3587",10.580031332901
"3588",9.84003397583844
"3589",8.76299196121693
"3590",8.91263894532466
"3591",9.74388069418365
"3592",2.27587398934063
"3593",3.56223046862404
"3594",2.99015912963642
"3595",2.21597567862168
"3596",3.37713581703095
"3597",5.33892173501011
"3598",2.18291164339694
"3599",0.833177363467118
"3600",3.46005269231678
"3601",3.32006480757962
"3602",2.49754464502503
"3603",3.89688313343329
"3604",5.00195009942183
"3605",1.6289104880008
"3606",2.0511996758951
"3607",3.85661678535829
"3608",3.54219787983037
"3609",4.27041427665977
"3610",5.63529217998592
"3611",3.68430719587501
"3612",2.1886204340481
"3613",5.61137737894546
"3614",7.09043874072404
"3615",7.79652590868205
"3616",6.46036183270819
"3617",3.94822502471196
"3618",3.64651862793185
"3619",0.503808678771736
"3620",-3.54735541814518
"3621",-5.76038788375193
"3622",-0.678519773231841
"3623",3.29321362827817
"3624",4.46676866422331
"3625",6.7796120587617
"3626",5.9375988188874
"3627",6.83046526984324
"3628",7.42319273185379
"3629",7.98132941562659
"3630",9.4550363110093
"3631",8.77438941435761
"3632",10.2157143380116
"3633",10.947989499284
"3634",12.225862452868
"3635",12.3854528921918
"3636",11.942727411056
"3637",11.7752770933642
"3638",12.329288470906
"3639",12.4019219633709
"3640",11.760925236153
"3641",9.65361062440016
"3642",9.31726900664224
"3643",8.07074672864527
"3644",4.62565381205171
"3645",5.11463607693901
"3646",9.03349041002946
"3647",5.57538918943382
"3648",0.210123884299668
"3649",-3.41497556947559
"3650",-3.76605017769585
"3651",-2.70267421246846
"3652",-2.65609249379486
"3653",-0.725540651538049
"3654",-0.174224460880746
"3655",-2.63315011821576
"3656",-2.10380563172335
"3657",-1.75127664476165
"3658",-0.319269333969161
"3659",-2.78809587076889
"3660",-2.01788261588309
"3661",-1.04250417161397
"3662",-1.41776810017084
"3663",-0.826247605680196
"3664",0.0158257316800748
"3665",0.388641970966332
"3666",1.1254489558228
"3667",1.00002295518396
"3668",1.01432802178961
"3669",-0.303115770336255
"3670",0.713787956086307
"3671",-0.564884336128569
"3672",-0.833039350753825
"3673",-0.112398648868818
"3674",-0.635266775103121
"3675",-1.6660523056047
"3676",-1.85359625256646
"3677",-0.371088554869901
"3678",-1.58817392065807
"3679",-1.49336802315404
"3680",-2.02972350314098
"3681",1.23740476423496
"3682",1.42526787482479
"3683",0.667006246539554
"3684",1.75530806711204
"3685",2.52488521287002
"3686",3.05556457136736
"3687",4.81881834857767
"3688",3.49069891495927
"3689",3.2546692616965
"3690",3.54043477338877
"3691",4.32234903192181
"3692",3.43456591438723
"3693",4.12727669710125
"3694",4.5913603961558
"3695",4.07418276922622
"3696",3.414480283386
"3697",3.81587117853911
"3698",4.38284030903425
"3699",4.93360985608203
"3700",4.79927159115089
"3701",5.27076505043526
"3702",4.69028252263004
"3703",5.00444960274556
"3704",5.19794219577123
"3705",3.87623339649464
"3706",3.73722301754143
"3707",4.41924942358466
"3708",3.549317431366
"3709",0.595998717848804
"3710",0.942318992407548
"3711",-0.0743768817945083
"3712",0.671084499991554
"3713",-1.23477001603039
"3714",-0.532663334597428
"3715",-0.689726662701657
"3716",0.385040514788289
"3717",1.070155210167
"3718",-0.598239649282895
"3719",-0.0323775005109836
"3720",2.28167378845594
"3721",0.754040880709357
"3722",1.05415744185519
"3723",5.43415784676493
"3724",9.31311125980043
"3725",7.70386382645433
"3726",7.40986008077076
"3727",7.80750913453101
"3728",7.21508450024533
"3729",7.80639472270935
"3730",6.74776273316273
"3731",7.28919229043339
"3732",11.2134409436922
"3733",11.5126967358621
"3734",9.04225495678963
"3735",5.37688600284729
"3736",5.53141589016814
"3737",3.82877787683248
"3738",6.00808096997542
"3739",4.04007926452671
"3740",5.85512560480432
"3741",5.35525189446461
"3742",7.40262912630553
"3743",7.72401040717704
"3744",6.02734757889466
"3745",4.34695605525541
"3746",5.15508269124731
"3747",6.2864586778342
"3748",6.54446766613503
"3749",6.74511455955713
"3750",5.98268939143955
"3751",7.46467274967292
"3752",9.29180683525576
"3753",9.59478983539798
"3754",10.508332847835
"3755",11.6754267375017
"3756",11.251396520936
"3757",11.4046267516408
"3758",6.83057306495779
"3759",4.22172109070316
"3760",0.904757390762437
"3761",-1.89697943950197
"3762",-3.40070751475923
"3763",-3.01288334088426
"3764",-1.41406027149486
"3765",2.29821701594558
"3766",5.00748644204667
"3767",6.24620129594132
"3768",7.1539035132347
"3769",6.82085312750589
"3770",4.58306872759851
"3771",3.65195069571059
"3772",5.53640355527656
"3773",3.74579165972549
"3774",2.2218774764303
"3775",1.04691075077202
"3776",2.78389777148529
"3777",3.68263267809119
"3778",8.46640087540356
"3779",5.78524686938459
"3780",7.04538587372318
"3781",8.52726931771907
"3782",4.63926604724556
"3783",0.239036746938056
"3784",2.59005048192356
"3785",5.66763341156438
"3786",4.90381306777525
"3787",3.36618869048148
"3788",3.60229615093655
"3789",1.60667818607424
"3790",0.86092962431823
"3791",0.998938275730213
"3792",2.42215510925475
"3793",5.81919447565806
"3794",6.926638647719
"3795",6.14378996801613
"3796",6.9761518124468
"3797",8.00038956451168
"3798",8.85847341415016
"3799",10.6627541243268
"3800",10.0150231555846
"3801",10.9139320848101
"3802",10.2985042635649
"3803",9.36935807212715
"3804",10.0677039500651
"3805",11.257602651916
"3806",9.79095266228243
"3807",9.6889269804509
"3808",10.4775025038333
"3809",9.77497007063232
"3810",5.88541142984047
"3811",4.70837050162023
"3812",3.26825176172916
"3813",2.00374543433403
"3814",0.81791674691949
"3815",1.21660450366553
"3816",2.28728339279939
"3817",1.60730834324666
"3818",0.982558301083277
"3819",2.10240869597087
"3820",2.54204055784893
"3821",1.44866050757142
"3822",2.37915080013391
"3823",2.74953416850476
"3824",3.3364642984827
"3825",3.82710437304342
"3826",2.52910166298314
"3827",3.5004502763658
"3828",5.75091577308085
"3829",5.63473640612766
"3830",8.10185931118906
"3831",6.52909420016576
"3832",8.0981314489612
"3833",8.24134751162784
"3834",8.38372560823885
"3835",9.31676623420324
"3836",11.2217523958983
"3837",8.23871234849587
"3838",5.4076729121751
"3839",4.68687425894673
"3840",5.67564818041897
"3841",5.84803858819374
"3842",9.90889374266224
"3843",9.04019438120384
"3844",8.18695223375121
"3845",11.2013626056835
"3846",9.44633235554911
"3847",10.8158785536639
"3848",6.53686335470966
"3849",5.99989134814359
"3850",4.05080924394278
"3851",3.96340969220913
"3852",2.76245612261846
"3853",3.38793769946114
"3854",8.46564717413773
"3855",8.81845942349843
"3856",10.0314284459637
"3857",9.9762962186246
"3858",10.9122278747568
"3859",10.9942942603601
"3860",11.1999788799483
"3861",4.78524105150955
"3862",3.44441059764868
"3863",3.28716548580909
"3864",1.51645261195142
"3865",1.2334263407003
"3866",0.787324636022386
"3867",1.12037283455096
"3868",0.802440541559617
"3869",3.15440124267862
"3870",5.68565042287588
"3871",6.43286953762702
"3872",7.19031751768675
"3873",6.55327771087937
"3874",6.30109232122667
"3875",7.16796923695839
"3876",5.5041658807606
"3877",7.08046587907714
"3878",7.49445149861614
"3879",7.3551074527131
"3880",4.08683253854555
"3881",4.39180527343147
"3882",4.86915753480451
"3883",4.87343413780627
"3884",4.68220837307722
"3885",5.5662490068028
"3886",6.57776349100036
"3887",6.11200353455668
"3888",5.4970619321608
"3889",3.51460889707063
"3890",3.1091919074143
"3891",3.79859284254362
"3892",4.51343902390195
"3893",5.56543823804852
"3894",8.68218768773583
"3895",9.47996861104312
"3896",7.76087373213831
"3897",6.56452195016857
"3898",4.06047076583602
"3899",2.74818405736804
"3900",3.18777085477127
"3901",4.36999737615398
"3902",4.66119413765333
"3903",7.64077829203339
"3904",10.4059463504001
"3905",10.5684908054366
"3906",11.4647844485287
"3907",11.4598276848179
"3908",10.968302720806
"3909",11.6264850529225
"3910",11.7943098152345
"3911",10.2708563847589
"3912",4.8433734633132
"3913",7.61215535078103
"3914",5.14339811329067
"3915",5.84501445364849
"3916",4.53692551348037
"3917",2.8134237210378
"3918",1.29505553607798
"3919",1.75264680631777
"3920",0.442958613602626
"3921",0.961481841357751
"3922",0.867423820498519
"3923",1.98931740010528
"3924",1.31046547680765
"3925",0.736254621212153
"3926",0.447520307173748
"3927",0.313516061523581
"3928",0.345635000492234
"3929",1.62634826634478
"3930",1.62947217417608
"3931",2.33993207974195
"3932",3.87655111172891
"3933",5.46583998461292
"3934",5.47071723308554
"3935",5.95003289900583
"3936",5.85530768269976
"3937",5.65732132297925
"3938",4.99631561049714
"3939",3.2296971179572
"3940",4.26309791120264
"3941",2.73866836111841
"3942",2.54396190284419
"3943",2.09503392230218
"3944",2.84940994844105
"3945",6.51089027969035
"3946",8.26759991919406
"3947",9.33318826702659
"3948",8.46676993002789
"3949",7.74575523431708
"3950",5.11429898271567
"3951",5.21506222613634
"3952",7.92763440210601
"3953",9.12894870041228
"3954",11.7323584396598
"3955",12.2870572198517
"3956",11.358715089184
"3957",11.9227018804594
"3958",10.8922962912299
"3959",10.714366262098
"3960",10.2075445852989
"3961",10.4556067811025
"3962",9.87635732358929
"3963",6.55871101854876
"3964",8.72734931482448
"3965",7.02630677459794
"3966",6.08343900174976
"3967",5.76556577147559
"3968",7.71145579656749
"3969",6.98738836188815
"3970",8.60555321212787
"3971",9.13674793648679
"3972",8.95223869191821
"3973",9.99602935578609
"3974",8.47636803519546
"3975",7.18019308046796
"3976",6.81672775810903
"3977",4.80520041405701
"3978",3.06302848825625
"3979",7.13052290650747
"3980",8.48477485485615
"3981",10.0902232661175
"3982",10.8940385647066
"3983",11.0381047658529
"3984",10.1250838648096
"3985",10.105721765011
"3986",10.893638556395
"3987",10.5413913330542
"3988",10.2561296281613
"3989",8.74678432513691
"3990",6.47577801721146
"3991",7.11481779272267
"3992",4.68271899313495
"3993",4.82568948587705
"3994",5.16411544076801
"3995",6.73732048519789
"3996",8.69273943767992
"3997",9.99626554348524
"3998",8.92616350019124
"3999",11.0368800975287
"4000",9.81616808794117
"4001",11.4736493055011
"4002",8.95821491606023
"4003",7.63102063323449
"4004",9.18640682761378
"4005",8.71793752242082
"4006",11.4422157312877
"4007",12.1136641287142
"4008",11.9566025701051
"4009",12.034810407114
"4010",11.7931263470389
"4011",11.9598620946888
"4012",9.16658419777772
"4013",9.7893240317325
"4014",7.61221189678472
"4015",7.71179740059753
"4016",7.92843686904714
"4017",5.44060162395778
"4018",4.99227211388023
"4019",3.23625785834115
"4020",4.18041130402065
"4021",3.22675452758646
"4022",3.26243119154428
"4023",3.13343415666372
"4024",2.40042219886567
"4025",2.42848372192672
"4026",-0.916778570382066
"4027",-0.877565716206552
"4028",-1.62687966665277
"4029",-0.872647418194436
"4030",0.814246987538244
"4031",-0.105991402333898
"4032",0.791338178628392
"4033",1.94009588887366
"4034",1.90644380308359
"4035",3.18524432410768
"4036",4.45618126775436
"4037",6.49591569911277
"4038",6.19739876329146
"4039",7.31723796387352
"4040",8.78297947309593
"4041",8.68985090483794
"4042",8.94334761776145
"4043",9.46318153505491
"4044",7.96753403810854
"4045",6.02794043562223
"4046",7.37110297656587
"4047",8.44149722073238
"4048",9.79958890451464
"4049",10.4719516998549
"4050",11.013834868016
"4051",10.2163877494221
"4052",10.2095724424135
"4053",11.1843161686661
"4054",12.0459119813801
"4055",11.2790348323723
"4056",11.4269788514779
"4057",10.8912623388528
"4058",9.50383181901685
"4059",10.9198245904843
"4060",11.5873865515564
"4061",10.7051094710387
"4062",9.1192588172397
"4063",4.82668426821341
"4064",0.518381914948387
"4065",-2.46981361816964
"4066",-2.36372514050484
"4067",0.845734853978761
"4068",-0.41286343515968
"4069",3.0102133003865
"4070",0.563500332488685
"4071",-1.59624389461483
"4072",-0.924401582462124
"4073",0.334467948577613
"4074",-1.85914018143529
"4075",-0.184884087884815
"4076",1.27813162424962
"4077",2.26867004646797
"4078",4.4184033894298
"4079",2.8358171356225
"4080",3.23398255696792
"4081",2.96470109617118
"4082",4.85306915157959
"4083",5.96609770470052
"4084",4.46482802509225
"4085",3.25311126959058
"4086",2.86217282306695
"4087",3.92500423643436
"4088",3.2442058185903
"4089",3.08025776429513
"4090",2.79347834888325
"4091",2.14626145862391
"4092",2.47321164236156
"4093",1.8982062133457
"4094",0.198048073640604
"4095",1.06600319681484
"4096",-1.00425540750145
"4097",-2.16020127237772
"4098",-0.362776420614296
"4099",-1.84608600866805
"4100",-3.18029761943666
"4101",-3.17514142637753
"4102",-2.7084084740882
"4103",-1.77697509013674
"4104",-2.61359267673215
"4105",-3.20098558166377
"4106",-3.35225368367804
"4107",-3.56141267866175
"4108",-3.93925821951224
"4109",-3.508442053376
"4110",-1.76110360644699
"4111",-1.6626765001029
"4112",0.244192075832253
"4113",0.481181524337432
"4114",1.50996124467252
"4115",4.47846105825411
"4116",4.52427672914313
"4117",4.85214760961335
"4118",5.72410016871131
"4119",6.09895227948313
"4120",4.69355195765122
"4121",3.90739913108513
"4122",0.867721822417481
"4123",0.837552304376298
"4124",-0.303795683729901
"4125",-0.0249261507805464
"4126",0.840458087701231
"4127",-1.66960618951548
"4128",-2.47708752313413
"4129",-1.95098365902087
"4130",-1.40889733857244
"4131",-0.852554758672149
"4132",-0.406613146735662
"4133",0.864935869259815
"4134",1.42145370613101
"4135",1.63669487121441
"4136",2.86893938876003
"4137",2.77071297296158
"4138",3.74221487324924
"4139",4.23097936345503
"4140",5.4580552847401
"4141",6.34855784597572
"4142",6.72886570113022
"4143",8.53970849275455
"4144",8.61327688628319
"4145",6.63779566351534
"4146",4.96947953095785
"4147",2.26224672688301
"4148",2.29728794375396
"4149",0.720546011207143
"4150",1.4737341415905
"4151",1.2094248594017
"4152",1.36462121401346
"4153",1.67923507985519
"4154",1.20874995600408
"4155",0.473836066479696
"4156",5.44076919513338
"4157",5.40180926125235
"4158",2.97242000567771
"4159",-2.1917698139904
"4160",-1.78113824974896
"4161",-0.407308024091202
"4162",2.14002000526066
"4163",3.70254605327936
"4164",3.88208769583633
"4165",4.5323269355119
"4166",6.67953092096446
"4167",7.43948959132804
"4168",4.65905277438407
"4169",1.32298541454122
"4170",4.61483503164939
"4171",5.00571322147841
"4172",5.08463914295534
"4173",4.37075180558413
"4174",3.50376196177152
"4175",1.72572603410608
"4176",0.441386114657361
"4177",0.896563629998482
"4178",0.589126328822274
"4179",0.352445811837534
"4180",0.294613208730232
"4181",1.15850969523317
"4182",1.87791863184276
"4183",3.37851807520636
"4184",3.25849372919862
"4185",2.0373262269043
"4186",0.326615067064674
"4187",1.2875383495688
"4188",2.70451836951362
"4189",4.39145035914692
"4190",5.43747927467854
"4191",6.49917123204001
"4192",8.14352315493995
"4193",7.31975103335155
"4194",7.28401639550921
"4195",6.8648469176937
"4196",6.17138261061357
"4197",4.83225499437369
"4198",4.475146730823
"4199",3.24431077957493
"4200",3.16955525459604
"4201",4.38262345711548
"4202",6.4964174951528
"4203",7.87789849809327
"4204",9.26924375914397
"4205",9.95291108167243
"4206",10.5508173606797
"4207",8.64480371077176
"4208",7.47999488223107
"4209",8.09257393349378
"4210",9.33660265961034
"4211",11.3202646861399
"4212",12.0184599238511
"4213",10.95833602608
"4214",11.0752342741881
"4215",10.0053591030262
"4216",9.40549866036213
"4217",8.53580072930273
"4218",5.67573921622273
"4219",6.24100195984167
"4220",4.25194056653357
"4221",3.98558245190678
"4222",3.44924121282851
"4223",3.04669623898525
"4224",1.07585052050204
"4225",0.402669505187563
"4226",-1.60262546917605
"4227",-0.828488610642263
"4228",-0.66287550771567
"4229",-0.736161604111973
"4230",0.491643152731766
"4231",-0.670057165118329
"4232",-0.626922799159414
"4233",0.128427253923931
"4234",1.30301594429081
"4235",1.54147530795554
"4236",2.30832819522687
"4237",2.27743218739381
"4238",2.93905163941799
"4239",3.71933167212786
"4240",2.84612697087198
"4241",2.49196818248555
"4242",2.60267565520626
"4243",5.511321646007
"4244",5.00258583003367
"4245",6.29467777556644
"4246",7.34191302164392
"4247",5.47009604064915
"4248",6.8386860952228
"4249",4.63537202743779
"4250",2.21750772211727
"4251",2.5537976056849
"4252",2.14709973594875
"4253",2.63249746155057
"4254",5.68265800511564
"4255",6.57516438214978
"4256",8.81103677811318
"4257",8.84181132820807
"4258",10.2492867763589
"4259",7.39695932226859
"4260",5.45470533175075
"4261",3.99729092084271
"4262",2.97268924468744
"4263",2.55866545798933
"4264",0.78175209063724
"4265",2.5233358616926
"4266",1.23945022850002
"4267",1.32635535928964
"4268",2.66026840697823
"4269",3.25405385811056
"4270",5.31926615339014
"4271",6.62945731193754
"4272",9.4134450437232
"4273",8.94492294546015
"4274",6.83189268355793
"4275",6.47786259571652
"4276",5.24342220888333
"4277",2.77514117513147
"4278",1.19234689026152
"4279",-0.286569075015484
"4280",0.515399560634783
"4281",-0.540653257398518
"4282",-0.540273673495947
"4283",0.818896607218933
"4284",2.49984785514946
"4285",4.02753839893136
"4286",1.76518065381847
"4287",0.800705705360674
"4288",2.76599398690184
"4289",2.92420888994839
"4290",3.35713948199184
"4291",2.50899484859408
"4292",2.92302503473739
"4293",5.03063062184902
"4294",6.04041185943033
"4295",5.97201558380132
"4296",6.91229336442684
"4297",7.61668716520612
"4298",6.53215075148341
"4299",8.52718985653012
"4300",6.87733095291875
"4301",3.69636624205506
"4302",-0.176609920839382
"4303",-0.20524011519808
"4304",0.242330110908708
"4305",0.595341424897424
"4306",-0.894523600032069
"4307",-0.790253920356133
"4308",0.770759825397624
"4309",0.962971001868443
"4310",2.87432798503691
"4311",6.59366511240073
"4312",6.62701476066793
"4313",5.99868623589292
"4314",7.29234693441509
"4315",7.14783107599142
"4316",5.84278812728093
"4317",7.57883156826635
"4318",7.18368538585787
"4319",6.97134054858526
"4320",8.01894074686454
"4321",5.66447316366737
"4322",7.72383625667796
"4323",7.78395967545699
"4324",5.23298386783294
"4325",4.39552571342441
"4326",2.10029600743046
"4327",0.79774283548301
"4328",1.22734598109559
"4329",0.341193114627091
"4330",1.74566773178602
"4331",-0.0784224218150937
"4332",-0.0238099368376355
"4333",-0.26863356935484
"4334",-1.78982744784699
"4335",-0.874233074148738
"4336",-1.4364555279121
"4337",-3.89453297974848
"4338",-2.9692676336642
"4339",-3.1552804532834
"4340",-0.401398935401685
"4341",-3.77111119092109
"4342",-0.722473353811974
"4343",-1.51133978151227
"4344",1.53476900687034
"4345",-0.357186930234333
"4346",3.78862132707329
"4347",2.80936704665763
"4348",1.49251999894808
"4349",1.81839255556394
"4350",1.22704426272806
"4351",-0.320633904723819
"4352",2.84628722760857
"4353",4.44467185608603
"4354",3.45820974566981
"4355",3.45804143777704
"4356",1.95866950409832
"4357",1.39784022628456
"4358",4.68508170137601
"4359",5.23790033232338
"4360",8.29686469279626
"4361",5.61412074564176
"4362",5.83412342105756
"4363",4.99876497959475
"4364",4.86041871725162
"4365",6.56388712040059
"4366",7.60340806401634
"4367",6.74538726808436
"4368",7.40869435459412
"4369",8.93490184049651
"4370",9.87092889840393
"4371",10.7773091624044
"4372",8.76884060882204
"4373",9.77292626255152
"4374",9.07190793038296
"4375",9.26649100958052
"4376",4.63442290833741
"4377",3.67623589533076
"4378",0.752380945924214
"4379",-1.63730612398239
"4380",-3.27039357148722
"4381",-2.03868035765581
"4382",-1.87548671016093
"4383",1.83680526981328
"4384",-1.21769156159559
"4385",-1.65492262496561
"4386",-3.38146659965141
"4387",-2.58244370331716
"4388",-0.885142996408501
"4389",2.69954619586442
"4390",2.73755720571417
"4391",4.40122674458553
"4392",3.79497230231157
"4393",4.56190429566289
"4394",3.07501167705141
"4395",3.7968852509736
"4396",3.56315552281866
"4397",5.1582652352221
"4398",4.44582828125583
"4399",5.77085820974266
"4400",2.55697614450708
"4401",2.90307771580242
"4402",3.55841530225588
"4403",5.81027548547
"4404",9.15488220890444
"4405",5.95382394605169
"4406",6.40546680531931
"4407",6.36945575430148
"4408",7.23048463789355
"4409",8.46170477901028
"4410",7.43346252842119
"4411",3.88967306791971
"4412",3.68000553291798
"4413",6.27675277936173
"4414",6.38517682813264
"4415",6.12778642376561
"4416",7.86684501670953
"4417",8.3982866164077
"4418",7.64037475674075
"4419",9.27069182036379
"4420",12.18955143626
"4421",11.8975814020798
"4422",12.1310315136651
"4423",11.9893686443442
"4424",12.72751405899
"4425",12.7617145699107
"4426",12.1673283483199
"4427",7.93308958348311
"4428",3.80728196584822
"4429",3.49584742570253
"4430",1.95792434157407
"4431",2.26117639333815
"4432",1.58367042721097
"4433",2.42662684548355
"4434",1.94344333814308
"4435",3.01666728824376
"4436",2.72216209635642
"4437",3.40760529104054
"4438",3.6762253357002
"4439",4.06645431210206
"4440",4.0392667636112
"4441",3.52641609597722
"4442",3.21521087274178
"4443",4.41216252148301
"4444",4.35026534756053
"4445",6.50362900066809
"4446",3.68255554245059
"4447",4.57468474745253
"4448",3.66877948293082
"4449",6.83841055305435
"4450",5.90456549367995
"4451",6.74755818082444
"4452",6.5625860432188
"4453",7.63938995193018
"4454",5.13830693848849
"4455",4.17560647060759
"4456",6.16584630899658
"4457",2.83161844623232
"4458",3.28347121260555
"4459",4.60391104558285
"4460",5.07014559521744
"4461",4.49438028137105
"4462",3.49634450069261
"4463",4.04772837584304
"4464",5.14320413319883
"4465",9.81766256859855
"4466",11.1524981972099
"4467",10.1728812562046
"4468",9.35333125722402
"4469",9.37720693116119
"4470",9.28758615988604
"4471",10.3605587745406
"4472",9.34483717635436
"4473",10.3769673420271
"4474",10.6465076810929
"4475",8.66038347660746
"4476",9.28980217035383
"4477",9.84115831617221
"4478",8.89446308456185
"4479",7.63074067757431
"4480",4.5930967715693
"4481",6.75248319249412
"4482",6.59643556537092
"4483",5.53331097364307
"4484",5.90882206636491
"4485",6.60832827826336
"4486",7.07646957294526
"4487",9.01695416496573
"4488",10.0246107692706
"4489",10.1571366974856
"4490",10.7103078249355
"4491",8.3024479750488
"4492",9.69200371489205
"4493",9.79129129720628
"4494",8.70026262766849
"4495",7.87243050303151
"4496",7.12387434673566
"4497",6.53627614364365
"4498",5.87008057280592
"4499",5.76647196596458
"4500",6.72097167303079
"4501",7.84430187890546
"4502",9.92458645950564
"4503",10.8008738069988
"4504",11.5581493457455
"4505",10.3349424949183
"4506",9.68710587082938
"4507",8.68418251636465
"4508",6.85814591303623
"4509",3.42729598247119
"4510",3.41190057184288
"4511",4.36105816590384
"4512",6.24954550683328
"4513",8.52526459351424
"4514",12.8595383204946
"4515",13.8102340922777
"4516",13.3688497544639
"4517",13.5340878751125
"4518",12.7062092243823
"4519",12.5148431217679
"4520",10.9389733597666
"4521",11.4658178108407
"4522",13.0366928690693
"4523",12.0980093715895
"4524",11.8733928568026
"4525",10.6297858431317
"4526",10.9939927819438
"4527",10.2060463522064
"4528",9.35859710858428
"4529",9.17437559167883
"4530",8.64914636228706
"4531",7.87567077330261
"4532",4.97665144568851
"4533",3.71820809689702
"4534",2.71705058564654
"4535",0.710592866778013
"4536",-0.245384358838782
"4537",-0.999171170909439
"4538",-2.68115479462958
"4539",-3.31072348879657
"4540",-2.87812837828563
"4541",-3.52812958319543
"4542",-3.09429625951198
"4543",-2.43406535019707
"4544",0.34116975828939
"4545",1.71546631779449
"4546",1.45782808265156
"4547",-1.07047244963208
"4548",-1.09916787110509
"4549",-0.312643531264797
"4550",-0.278854514179009
"4551",0.093404688649715
"4552",1.75743937095841
"4553",3.29901174532689
"4554",4.54826866006154
"4555",5.80177820340111
"4556",5.96073932598792
"4557",7.28857958840869
"4558",8.61174937577845
"4559",7.5638726955457
"4560",3.72123718257785
"4561",2.80278915303169
"4562",2.96725061577059
"4563",2.99874157158033
"4564",4.68338730143065
"4565",4.17266681163469
"4566",5.23737189670201
"4567",5.76218582572022
"4568",7.04527151871964
"4569",8.08089573786458
"4570",8.02195847421809
"4571",7.63253997957469
"4572",8.69159439080522
"4573",6.88901990057677
"4574",5.77307115897653
"4575",4.47889420401767
"4576",4.04233180434632
"4577",6.34334333428272
"4578",8.71522736963076
"4579",9.58367968069662
"4580",10.0948995990422
"4581",12.6175509724516
"4582",10.7440975086095
"4583",11.3378366202627
"4584",10.4928591294313
"4585",4.97403337472124
"4586",1.1426355011405
