"","ice_ice_baby"
"291",-6.29595414457266
"292",-6.5257211040022
"293",-5.25198370448889
"294",-5.42042992167953
"295",-6.28458074336705
"296",-4.23424140479205
"297",-5.54736430868875
"298",-6.08683317955417
"299",-6.84457208712805
"300",-5.31219090580818
"301",-3.83810536576442
"302",-6.7918945765188
"303",-11.4392965127461
"304",-10.9203085694708
"305",-10.3947825754669
"306",-11.309207769215
"307",-12.0393642539265
"308",-9.01982978625792
"309",-8.24416256770422
"310",-12.9518420226571
"311",-9.29850690647655
"312",-10.7586024741761
"313",-12.0501997239709
"314",-10.9677159631146
"315",-10.7701546129508
"316",-12.7872041524993
"317",-8.28904867264907
"318",-12.1517358519299
"319",-11.2892063717432
"320",-10.7162342766855
"321",-11.464232922647
"322",-9.80403975881943
"323",-10.8411761550588
"324",-11.7053643176182
"325",-10.1126997366783
"326",-10.6064187537587
"327",-11.1721760693307
"328",-11.2321792113435
"329",-11.8809079366142
"330",-12.0785327545526
"331",-11.4495958393245
"332",-11.9007324799262
"333",-9.89940694169353
"334",-9.63560528138271
"335",-10.22804318794
"336",-8.70730354225941
"337",-8.9207659530903
"338",-8.96943761528535
"339",-9.05562657878515
"340",-9.09597875074307
"341",-11.3455044614047
"342",-11.0680177701717
"343",-8.70540518251613
"344",-11.4945941996804
"345",-10.1956868447683
"346",-9.40674232995594
"347",-9.46245891658857
"348",-6.59809897154818
"349",-8.74421261874201
"350",-8.35290927935537
"351",-6.55626551097166
"352",-2.60848412155807
"353",0.12043869547949
"354",-0.309751633052074
"355",0.11548445873042
"356",0.694785635765861
"357",1.14128105445379
"358",3.61396279436733
"359",4.04991686496427
"360",5.38198126408277
"361",4.20300154875539
"362",4.00216048317683
"363",3.63779975704689
"364",2.93378632152206
"365",4.14466926122777
"366",2.60912661028361
"367",3.19268500635847
"368",4.39810683909632
"369",4.22441449120768
"370",4.39339258567486
"371",5.06767125426964
"372",4.85041568102753
"373",4.81074533075205
"374",4.36327032058183
"375",5.05754540314927
"376",6.06518610286598
"377",4.53397448086924
"378",5.21283536694006
"379",6.6091326675145
"380",6.22495624793377
"381",3.40041182364484
"382",2.82898225739754
"383",3.67648242491681
"384",3.92465566188701
"385",6.36017241782412
"386",4.91822595361617
"387",5.45354854324383
"388",6.25102297321067
"389",6.26688740013808
"390",7.27377404204152
"391",5.28226233155327
"392",2.73675018605726
"393",4.7441394384137
"394",7.37030442786935
"395",6.95327359073904
"396",7.09482159703918
"397",7.17688581478653
"398",7.73626366661098
"399",8.43437606407264
"400",7.12847376591235
"401",9.06630481457693
"402",8.28239955942017
"403",5.77706455340546
"404",1.11220155573845
"405",-4.76512178755154
"406",-6.80611995011132
"407",-7.93473723527526
"408",-5.71183059386158
"409",-6.25518248458372
"410",-6.7780092490368
"411",-4.24712883081319
"412",-3.74659450338885
"413",-4.62876068715289
"414",-5.24192298563518
"415",-2.77240099030124
"416",-2.66262727056176
"417",-1.91325564866991
"418",-2.5317400463419
"419",-2.24316030087359
"420",-0.981919601073885
"421",0.260314271001441
"422",-1.05582172685615
"423",-0.102480571608525
"424",-0.601888299097573
"425",-0.464160025121331
"426",0.683459349156491
"427",0.219251057427692
"428",1.11826296183643
"429",-1.12356558094638
"430",-2.7233386336561
"431",-0.413908473402637
"432",0.083408558462892
"433",-1.87560015798286
"434",0.668992096368055
"435",1.35353622808442
"436",-0.12124400744426
"437",-1.56323734980879
"438",-1.47988133955872
"439",-1.79292201230008
"440",-1.92776084976534
"441",-3.40144224728432
"442",-1.63661130529441
"443",3.01415528004405
"444",5.93088058146832
"445",6.314449615882
"446",6.32815019250871
"447",6.36092165863127
"448",6.27900546625474
"449",5.897544860035
"450",6.09063689415469
"451",6.45940630821022
"452",7.34685947307369
"453",5.73685660441576
"454",3.53378236682597
"455",3.25614853444569
"456",5.86781114146025
"457",6.5003234952559
"458",2.73345883540008
"459",2.07206747865107
"460",1.85428379895111
"461",2.90504890271544
"462",1.49537707933805
"463",2.60682803324591
"464",5.1036154652442
"465",5.1046574208981
"466",3.97526584568381
"467",3.63664346289882
"468",4.65388838245954
"469",5.63379431292454
"470",5.06930038982124
"471",5.57990134834326
"472",5.69519709535725
"473",6.74064945055903
"474",6.47400425199563
"475",6.84301937138143
"476",6.81832981465964
"477",7.42764884722233
"478",5.66618321738981
"479",5.30198424922412
"480",4.5667061537301
"481",6.61524902522845
"482",8.05209408373027
"483",4.51931778086795
"484",1.495586129312
"485",-1.1140111678636
"486",-2.16414580372391
"487",0.369071738623729
"488",3.63868157295408
"489",4.20042838965722
"490",3.54086621717631
"491",4.90319852097206
"492",3.47727301417542
"493",4.30884070123784
"494",5.53940766220714
"495",4.43150172052355
"496",4.12637699401267
"497",5.63513526375976
"498",7.09784935155126
"499",6.74730393722447
"500",7.63368013071556
"501",6.81947110405002
"502",6.14409919285354
"503",4.93400955754449
"504",-0.0340352399034839
"505",-6.25531944282906
"506",-12.4035024244321
"507",-12.434080336642
"508",-14.5648774481232
"509",-16.3729611890835
"510",-15.0486272145059
"511",-13.5446587594359
"512",-14.1389163221695
"513",-14.67981165129
"514",-12.9728460752028
"515",-9.77050094966558
"516",-8.88753183676749
"517",-9.78377368944143
"518",-10.5160492688686
"519",-9.27287934942461
"520",-8.08787794918227
"521",-7.02596115318128
"522",-7.58038514716575
"523",-7.09060862642117
"524",-6.75184678091485
"525",-7.07822378424655
"526",-6.19284085255531
"527",-5.75561199895602
"528",-4.9365710903161
"529",-4.71132103516408
"530",-5.56983234741619
"531",-5.33109083868608
"532",-4.47142973343758
"533",1.91939482981396
"534",2.69589355816938
"535",1.78353128977953
"536",0.749200634632521
"537",1.54024441337081
"538",0.0847746372271152
"539",2.08564458779119
"540",3.18224558316257
"541",2.89815783467852
"542",3.23242120606405
"543",3.08012335227048
"544",3.57030593883452
"545",3.36339210443856
"546",3.59109870209723
"547",5.0088552743941
"548",4.71968514586817
"549",4.94234641264097
"550",4.97064183895043
"551",4.80599715862294
"552",5.68317166619894
"553",4.51200585238234
"554",5.61019414634572
"555",4.96457089041477
"556",3.58019925051244
"557",1.36082236151716
"558",0.494885494015898
"559",3.96310613150436
"560",1.47747986643033
"561",0.0896401313600107
"562",0.216908947002565
"563",0.463780884317737
"564",2.53272130716625
"565",2.7606853045845
"566",4.05321241427622
"567",5.0469926829318
"568",4.35887806938024
"569",3.9625821440714
"570",5.08095215147052
"571",4.04983820090552
"572",4.98436504152376
"573",4.72914352059626
"574",5.6609713344488
"575",5.78070406079643
"576",6.71931537685447
"577",6.60259187619288
"578",6.02934038576256
"579",5.05259932575664
"580",6.02912791067726
"581",7.04922057822159
"582",8.22672251417948
"583",3.87147559245315
"584",3.76139774991915
"585",4.83237850174505
"586",4.67958752519599
"587",4.66324419703891
"588",3.02264674960594
"589",4.47832594132466
"590",4.16058697491907
"591",5.20220043251312
"592",8.20340925706791
"593",8.79768880569285
"594",9.02282389154574
"595",8.25602308047194
"596",7.44213021337628
"597",6.76433081883689
"598",5.84100654503141
"599",4.85357900284846
"600",7.27231019270581
"601",7.89907917876558
"602",8.53316497518245
"603",9.90126871588062
"604",10.3359304845869
"605",9.76876644353182
"606",8.02137634003975
"607",8.32546384900727
"608",9.49047680849766
"609",4.98007158514268
"610",0.861560984414286
"611",-3.76409743409144
"612",-5.78855419144336
"613",-7.82297124228039
"614",-5.18356418129297
"615",-5.50637910431847
"616",-6.06569820693509
"617",-5.57381259234913
"618",-4.08971846250975
"619",-4.97154076544783
"620",-3.97858868282993
"621",-2.21766578109091
"622",-2.38472022267437
"623",-1.23317907938317
"624",-0.98569350576787
"625",-0.725655672151394
"626",0.137749455575125
"627",2.15794565445726
"628",2.06010576537044
"629",3.02618820800702
"630",2.25587205917739
"631",1.54931128081011
"632",1.23978897722861
"633",2.00079152335933
"634",3.48377137877076
"635",1.45765809332369
"636",-0.384352504410808
"637",-0.679317345579647
"638",2.32997996210724
"639",1.09808949327111
"640",3.01641020795444
"641",2.84435372136132
"642",2.04773406477403
"643",0.86752508058643
"644",0.481498896385051
"645",-0.80190969292858
"646",-0.74706368823824
"647",-0.944208303113064
"648",-1.70478433753207
"649",1.83661388099671
"650",6.06223365407264
"651",11.1095686824165
"652",9.4794330677575
"653",9.28013703304148
"654",8.83385345225496
"655",7.57066266948935
"656",7.90510977468142
"657",7.98078476327894
"658",7.07612148011471
"659",6.8477919355902
"660",5.14070345323158
"661",3.07798168825818
"662",4.97219130730049
"663",6.83508461834642
"664",3.55020175905937
"665",2.40118889129127
"666",3.67183277693758
"667",3.36829453638392
"668",3.17480818846088
"669",4.78102715184567
"670",6.72297203142769
"671",7.77872572263565
"672",6.66478865027687
"673",4.69015995183611
"674",4.53506238518858
"675",6.98045931898785
"676",7.58887062708132
"677",8.52685506473083
"678",8.63031994150755
"679",8.05619035896155
"680",9.11331590215905
"681",8.43711166884718
"682",8.42028129339686
"683",9.26623075174367
"684",6.94497007055313
"685",4.92137426657388
"686",4.92356176098783
"687",4.18300031041229
"688",8.42981405678994
"689",3.77332922863645
"690",1.94922734036333
"691",0.175627948610631
"692",-2.04899983811985
"693",-0.111135471582344
"694",1.08485429034836
"695",6.63005774240594
"696",5.92552242715929
"697",5.78291410093048
"698",6.22488336986343
"699",7.46560546464527
"700",5.6539382154034
"701",7.58430388769703
"702",7.21966204342197
"703",7.02420807008058
"704",8.40301037669198
"705",7.38769388130185
"706",7.39203114650698
"707",6.78471453356259
"708",5.7715270728532
"709",4.90940289190199
"710",3.7084608777956
"711",-4.47464407992614
"712",-11.8355895774834
"713",-14.1607100711217
"714",-16.8366433767374
"715",-18.4014607865544
"716",-16.5008839844134
"717",-14.9274655278155
"718",-13.4131637663775
"719",-15.7518415577997
"720",-13.2670132232775
"721",-11.5170016515212
"722",-8.56625573712417
"723",-7.69109648084159
"724",-9.25031251630638
"725",-7.80479757045842
"726",-7.26804805422243
"727",-6.18794712478837
"728",-5.45743833351786
"729",-6.30449855129618
"730",-4.7644951648657
"731",-5.34129590128566
"732",-6.40805426663248
"733",-4.76326695166078
"734",-4.38325623311283
"735",-4.79074375370561
"736",-4.80534831487226
"737",-4.48792345185501
"738",-4.46053740925874
"739",-3.5940724276211
"740",-3.0175332158576
"741",-6.10217506743554
"742",-9.09480848809815
"743",-8.43346323219715
"744",-7.23880588053667
"745",-6.04001704550121
"746",-4.45494236296305
"747",-2.60170067984075
"748",-3.98953775843119
"749",-4.41734437816036
"750",-6.12736639037295
"751",-5.31197680457002
"752",-6.13386407317494
"753",-4.90531982661947
"754",-5.28815817181853
"755",-3.60744429288984
"756",-3.59865856497892
"757",-4.44167003676911
"758",-2.3246228940317
"759",-4.89062375910844
"760",-6.6297300550772
"761",-6.01720459238122
"762",-5.50831871548681
"763",-5.76358100751767
"764",-4.27066466108516
"765",1.13285160665685
"766",1.14514205646366
"767",-0.0922697805186827
"768",-0.0404365902682632
"769",1.0889774187648
"770",1.13560503249344
"771",4.02802726495762
"772",5.08895735850725
"773",6.1908083144704
"774",5.09431767857607
"775",5.2274249066826
"776",6.46646861021684
"777",6.82016902268473
"778",6.11553098186367
"779",5.7953556500761
"780",6.82029377732529
"781",6.22564562464909
"782",6.94602148051777
"783",6.92658738276604
"784",6.51337035229874
"785",6.1743721197528
"786",5.30261571281403
"787",6.1531247777607
"788",6.94996060802654
"789",8.04849194402558
"790",3.25125974635418
"791",5.44486592507316
"792",5.28044738198927
"793",4.8185221648845
"794",2.9344951458514
"795",4.34430822255003
"796",3.80204420308684
"797",5.9528267389957
"798",8.1922666269012
"799",8.00808035233176
"800",8.5042453802365
"801",8.58337850548293
"802",7.66743250350432
"803",5.00220874575157
"804",5.94979042289402
"805",4.11071467083865
"806",6.62949234643271
"807",7.604907261222
"808",8.19837128613371
"809",8.19235034933345
"810",7.29741604937811
"811",7.32832748215511
"812",5.84646910236739
"813",5.59375520129227
"814",6.82742803145525
"815",3.60632094636712
"816",-2.6582200843552
"817",-3.17515068889139
"818",-5.73631323694661
"819",-7.37385000828886
"820",-5.25194566802664
"821",-4.71883783727909
"822",-3.03937347522008
"823",-3.47934037715203
"824",-2.91802798034666
"825",-3.16032824381562
"826",-2.68809639405653
"827",-2.45759625838911
"828",-0.719434460907572
"829",-0.476417231063341
"830",0.455952635924479
"831",-0.0108324840045491
"832",0.0508775726595507
"833",1.23301337542129
"834",2.43807391565967
"835",3.25171067746459
"836",4.48393042432436
"837",5.70864032065431
"838",5.01928504661556
"839",3.72297858543659
"840",4.42589248952206
"841",3.67914675812598
"842",2.68306494017921
"843",-0.807746110992452
"844",-0.186045414290143
"845",-0.0472073274415551
"846",2.25678307206427
"847",2.52784644677334
"848",1.76345175291275
"849",0.614572932832249
"850",-0.0861524029705303
"851",-0.924001388130614
"852",-0.688233415165626
"853",-0.979304666158497
"854",-0.900350250761155
"855",-0.663074323876205
"856",0.558402424546967
"857",1.57191423629478
"858",1.80843275160134
"859",-1.45542961073451
"860",-1.7019712494962
"861",-0.140559129657753
"862",2.45300372919034
"863",2.21563642392395
"864",0.967308760573121
"865",0.378966635414789
"866",-0.851404044528379
"867",-1.69861597642818
"868",-0.278681599972445
"869",1.48324847740202
"870",3.49753926702459
"871",0.72140384431953
"872",-0.780008878019853
"873",-2.06532549029456
"874",-1.55314121292017
"875",-1.83575482071573
"876",0.86744589413915
"877",7.96837046555059
"878",5.83265113833986
"879",5.8905114029563
"880",5.12134330471479
"881",7.68276237876518
"882",7.37753745671072
"883",9.00243220060713
"884",8.41995527423317
"885",6.70412474790533
"886",3.96325225137876
"887",2.12441238061071
"888",-0.268505926611898
"889",0.572720266152047
"890",-2.3926603011003
"891",-1.21310815630864
"892",-1.11488058489003
"893",-0.345516054511595
"894",0.398933324979866
"895",-3.18664661646229
"896",-2.96875600452543
"897",-0.906197061443111
"898",-1.84513623168803
"899",-3.23345785330385
"900",-4.04003483956436
"901",-3.3570316463811
"902",-3.837839827708
"903",-3.56982576691349
"904",-3.75926200356577
"905",-2.78028615877709
"906",-3.30288583967043
"907",-1.78473497889717
"908",-1.21087865634683
"909",-0.385203115337228
"910",2.36343074055645
"911",2.14931061506676
"912",1.48329461673487
"913",3.63423693230359
"914",3.25639317546682
"915",2.76921377838177
"916",2.44100775985065
"917",-1.61010507972323
"918",-8.65010974141643
"919",-11.7129120925157
"920",-12.1750794132662
"921",-14.5212164662253
"922",-15.268628161756
"923",-14.8451560721953
"924",-12.5306610286883
"925",-12.6428404028542
"926",-11.8248561189519
"927",-11.1224304735158
"928",-8.69383879077032
"929",-6.11963318474597
"930",-6.0764789352229
"931",-5.6719037184531
"932",-4.9944403999325
"933",-5.04445346503697
"934",-4.18162156679959
"935",-4.34891270314826
"936",-3.36555878884147
"937",-3.54826369995439
"938",-3.30015265631417
"939",-3.13841962629531
"940",-1.99010061535939
"941",-2.60460618829313
"942",-1.72244589706433
"943",-3.02487005140516
"944",-2.98968594357941
"945",-0.450170389519171
"946",2.22275113754847
"947",1.85901995223055
"948",1.31100508061146
"949",1.93843316749966
"950",1.38344809786111
"951",2.02572282822055
"952",3.07517438928189
"953",2.71782337402979
"954",3.7448692734608
"955",5.3833641414034
"956",4.32654588133022
"957",5.21330057751849
"958",5.61481898500734
"959",4.50292789755404
"960",4.90260525966096
"961",5.2717143804356
"962",6.11086967422703
"963",5.60166534049831
"964",6.25087103799316
"965",5.84264855865755
"966",5.72038928371868
"967",6.67613813945714
"968",6.24339172583957
"969",2.51439483419917
"970",5.92674215299455
"971",4.32219024265362
"972",2.91389817129531
"973",0.383669306960031
"974",-0.0821141212912713
"975",0.860412244266216
"976",1.37283571091095
"977",2.29420237653455
"978",4.75137442554911
"979",5.09916348091165
"980",5.60847624119936
"981",4.95511602508713
"982",4.76129706885048
"983",5.98634800544056
"984",5.12325186482959
"985",5.32837889109786
"986",5.81752828554131
"987",6.06397835054641
"988",6.18156732016384
"989",7.09679137016033
"990",7.36158170919073
"991",6.42650630609107
"992",6.87671890779543
"993",5.89756974301563
"994",7.0847311369582
"995",9.03576743190377
"996",5.51782537954714
"997",4.56984060530361
"998",6.12346058361431
"999",4.64392290152675
"1000",2.68930655398586
"1001",3.62023416409828
"1002",3.98806560315098
"1003",5.01227118103845
"1004",7.40793878992945
"1005",8.8534570906046
"1006",9.26134951007865
"1007",9.20430339123882
"1008",8.33726504997295
"1009",5.51175624563585
"1010",5.39496507013824
"1011",3.67130626053896
"1012",5.39128997871122
"1013",7.45942031179632
"1014",8.32664702122642
"1015",8.97548349932951
"1016",9.84342813489201
"1017",10.2459940950389
"1018",9.60772502921975
"1019",8.68255185082851
"1020",9.97366373025822
"1021",10.203467755018
"1022",2.77992476041426
"1023",-1.81415615613871
"1024",-6.11460483046562
"1025",-7.26293601995248
"1026",-7.26727102441262
"1027",-5.57607771520203
"1028",-4.74887101115458
"1029",-5.34098233803786
"1030",-3.48360175913935
"1031",-3.19007940521299
"1032",-4.27163924298894
"1033",-4.19362852083178
"1034",-2.0355347007111
"1035",-1.90142313768509
"1036",-1.32553651932294
"1037",-1.46787752553731
"1038",0.185660229721481
"1039",1.42211024413492
"1040",3.20421670361888
"1041",2.43799512286151
"1042",3.9249722625839
"1043",3.28115062014542
"1044",1.26682171365727
"1045",2.03926529969537
"1046",3.05814572341939
"1047",3.79401074398666
"1048",2.26519513025124
"1049",-0.542493341644462
"1050",0.419826823144254
"1051",1.11500605294245
"1052",1.52387241728143
"1053",2.58563048477732
"1054",3.05720233258986
"1055",1.0039985132447
"1056",1.10741945140817
"1057",1.20289123718418
"1058",1.43613648645791
"1059",0.88178705679829
"1060",-0.79449268958177
"1061",0.417883539539671
"1062",3.46899105990299
"1063",8.44654671392289
"1064",11.1264630055703
"1065",10.3082452551455
"1066",9.58122026369379
"1067",9.70521954796268
"1068",9.86916674553479
"1069",9.17025449888679
"1070",6.54741050728358
"1071",8.27109624054814
"1072",6.50934833270279
"1073",2.36925863018163
"1074",4.17525402618702
"1075",6.04135824935867
"1076",4.75663243747716
"1077",3.13985384320889
"1078",2.70386043404544
"1079",1.61342141144329
"1080",3.83895570118488
"1081",4.85680115185999
"1082",7.17216556628351
"1083",8.47158881145509
"1084",7.21414152471275
"1085",6.14115001190179
"1086",4.66230772618143
"1087",5.62105361290752
"1088",6.38694121642647
"1089",8.82021302443232
"1090",8.07952738899564
"1091",8.50552592557434
"1092",7.07652328322987
"1093",7.70666477056519
"1094",2.01613389517521
"1095",-0.158688275444788
"1096",-2.86865863551602
"1097",-2.96222994701029
"1098",-3.88668995834933
"1099",-5.54292023695173
"1100",-2.09844090923521
"1101",-1.10555152098128
"1102",0.822134892347954
"1103",-0.425021210306626
"1104",0.990173997139035
"1105",0.990957280750199
"1106",3.28243287141787
"1107",2.00823285910872
"1108",3.73541354260134
"1109",3.4321250492539
"1110",1.49454801677828
"1111",3.48905661880543
"1112",6.57459831366123
"1113",4.98768230985453
"1114",5.26960366719405
"1115",5.99510742373847
"1116",3.73647114736085
"1117",5.65776804200034
"1118",6.24914226382603
"1119",4.86481258642918
"1120",2.58940304036513
"1121",-6.52494183275951
"1122",-9.61132370587891
"1123",-10.8477741702962
"1124",-11.6633920140338
"1125",-13.2909019972211
"1126",-12.6753953260606
"1127",-15.2063079491852
"1128",-12.5289205067807
"1129",-6.40381027756631
"1130",-6.23988322748531
"1131",-6.97118026141301
"1132",-8.38841880098051
"1133",-9.06411737554443
"1134",-7.87765420310516
"1135",-8.71206829866452
"1136",-6.59302036116281
"1137",-5.14863662879292
"1138",-3.44841007448232
"1139",-2.38475081139099
"1140",-2.43013798922412
"1141",-3.228240322315
"1142",-3.95776053690597
"1143",-5.47598088209258
"1144",-7.10703930399131
"1145",-3.79872558506374
"1146",-2.74639147792831
"1147",-5.59539062314262
"1148",-5.81605176382161
"1149",-7.9485260467844
"1150",-8.18124525142497
"1151",-5.87853907033957
"1152",-1.71493538556657
"1153",-5.02192318676012
"1154",-6.03110235354004
"1155",-6.46059519719231
"1156",-5.70611251140802
"1157",-3.97256788923564
"1158",-4.66764462175955
"1159",-3.0769810341369
"1160",-2.39841667059078
"1161",-1.07010822805011
"1162",-2.2401838561769
"1163",-2.23427269948392
"1164",-3.09870612503649
"1165",-4.33838950271405
"1166",-4.62711012721591
"1167",-4.14928728275856
"1168",-3.96165826169327
"1169",-4.2819747801968
"1170",-3.37879386175771
"1171",-2.81094794929605
"1172",-4.55958766928273
"1173",-4.31259819524101
"1174",-4.29488097086143
"1175",-4.02284099940513
"1176",-5.81996799756063
"1177",-6.4099719366803
"1178",3.04665426858942
"1179",4.46219983917166
"1180",1.77366154439165
"1181",4.6736209316531
"1182",3.64376623239607
"1183",2.99308527524971
"1184",7.33967290540206
"1185",5.8457480822155
"1186",5.75673215191214
"1187",7.04011578136734
"1188",6.09521591318775
"1189",7.35800980531249
"1190",8.12477289025318
"1191",8.74421845906602
"1192",7.70294831637559
