ID,Course,Age,Dept,Treatment,Score,,
964323890,34893,18,MATH,Control,0,,
680169032,34518,19,BUSN,Control,0,,
322181355,34305,20,ARTH,Control,68,,
571737360,33209,21,BUSN,Instructor Incentives,69,,
671873910,42045,20,MATH,Instructor Incentives,53,,
554300544,35986,46,BUSN,Control,90,,
735347509,35801,45,CRIM,Control,0,,
943204186,35160,20,ENGL,Instructor Incentives,100,,
273664213,34690,21,BUSN,Control,38,,
567859943,46256,20,HLHS,Instructor Incentives,64,,
897754865,34664,24,COMM,Control,42,,
947706285,49596,51,NRSG,Control,72,,
134209093,45268,56,BUSN,Instructor Incentives,83,,
913020646,33582,19,SOCI,Control,82,,
616674603,20081,19,SOCI,Control,56,,
826105888,45946,25,HLHS,Control,96,,
586653091,44323,20,PSYC,Instructor Incentives,52,,
902653099,44041,19,MATH,Control,57,,
363368450,35394,21,MATH,Instructor Incentives,0,,
218285953,46710,19,SOCI,Control,0,,
131586894,45068,20,ENGL,Control,100,,
690628302,34526,26,ENGL,Instructor Incentives,0,,
494634191,20020,19,ARTH,Instructor Incentives,84,,
273784739,20238,46,MATH,Control,97,,
288153972,34487,19,ENGL,Instructor Incentives,0,,
671093693,40167,18,ENGL,Instructor Incentives,60,,
276193087,33541,19,ENGL,Control,44,,
928846166,44008,41,SOCI,Control,87,,
378727154,44002,49,PSYC,Instructor Incentives,0,,
394008749,35991,29,BUSN,Instructor Incentives,68,,
611741017,20083,19,COMM,Control,68,,
756124372,34664,19,COMM,Control,38,,
188379527,42166,20,APHY,Instructor Incentives,53,,
879350720,34680,19,BUSN,Control,0,,
531926600,44206,20,APHY,Control,58,,
949413235,20084,19,COMM,Instructor Incentives,0,,
769291297,44198,18,APHY,Control,85,,
209454971,36056,21,ENGL,Control,84,,
481597021,36064,20,ENGL,Instructor Incentives,72,,
539278427,46474,19,BUSN,Instructor Incentives,79,,
578050508,47148,26,BUSN,Instructor Incentives,72,,
453617095,20076,20,PSYC,Control,84,,
396108768,53220,25,ENGL,Control,68,,
402730313,34690,50,BUSN,Control,0,,
200447918,42037,19,COMM,Instructor Incentives,0,,
472678510,34475,19,ENGL,Control,76,,
961586805,45085,20,ENGL,Control,84,,
561171236,39089,19,SOCI,Control,76,,
950657707,35973,20,BUSN,Instructor Incentives,0,,
850381206,27936,21,MATH,Control,77,,
795061812,36056,19,ENGL,Control,0,,
586749197,20084,22,COMM,Instructor Incentives,82,,
532163164,44240,20,ENGL,Control,0,,
122206303,33907,23,PSYC,Control,70,,
487810639,45222,20,CRIM,Instructor Incentives,87,,
654995930,46897,42,PSYC,Instructor Incentives,78,,
229697057,34305,19,ARTH,Control,63,,
120850715,42153,48,APHY,Control,66,,
426585073,45068,18,ENGL,Control,84,,
878665649,35893,21,ENGL,Control,76,,
489398604,20027,22,COMM,Control,42,,
361773754,34887,22,MATH,Control,70,,
605673276,44014,20,COMM,Control,34,,
525998322,34305,34,ARTH,Control,72,,
419493883,34506,19,ENGL,Control,92,,
292149193,20238,21,MATH,Control,0,,
301532375,34673,18,ENGL,Control,0,,
958872813,46710,19,SOCI,Control,22,,
455373799,36055,19,ENGL,Control,0,,
707373387,44014,21,COMM,Control,50,,
611741017,34547,19,BUSN,Control,80,,
651541052,45222,19,CRIM,Instructor Incentives,45,,
780507120,44014,19,COMM,Control,52,,
185568606,20067,19,MATH,Control,43,,
119916677,35467,39,SDEV,Instructor Incentives,74,,
638911671,34663,18,COMM,Control,0,,
808977964,34954,20,MATH,Control,77,,
306963526,34582,32,HLHS,Instructor Incentives,56,,
521207718,35894,22,ENGL,Control,84,,
412620267,43005,21,ARTH,Control,48,,
531831682,46474,19,BUSN,Instructor Incentives,51,,
425835534,33905,19,PSYC,Control,66,,
165516699,34300,32,PSYC,Instructor Incentives,72,,
257693929,35894,17,ENGL,Control,0,,
933082381,35251,31,NRSG,Instructor Incentives,91,,
420868294,35395,21,MATH,Control,0,,
650406234,35395,52,MATH,Control,93,,
440296604,35149,18,HLHS,Instructor Incentives,0,,
396362607,20245,18,PSYC,Instructor Incentives,0,,
153286362,34625,21,APHY,Control,65,,
845169530,34706,19,ENGL,Control,0,,
550807422,33905,18,PSYC,Control,48,,
833682218,20087,32,COMM,Instructor Incentives,0,,
985586346,20019,60,ARTH,Instructor Incentives,87,,
353631694,36685,24,ENGL,Instructor Incentives,84,,
980728651,34636,19,BUSN,Control,43,,
984791159,20066,43,MATH,Control,70,,
607203948,39089,20,SOCI,Control,0,,
632325440,30495,18,APHY,Control,0,,
152802169,33907,17,PSYC,Control,0,,
942150452,20087,23,COMM,Instructor Incentives,66,,
499673507,35497,21,BIOL,Instructor Incentives,0,,
673751454,45684,34,HLHS,Instructor Incentives,78,,
766594290,20027,22,COMM,Control,62,,
922138331,42037,53,COMM,Instructor Incentives,90,,
169183652,36675,19,COMM,Control,66,,
565484627,20030,19,ENGL,Control,0,,
317926015,35986,25,BUSN,Control,0,,
140061022,35178,19,ENGL,Instructor Incentives,72,,
566043265,34303,22,PSYC,Instructor Incentives,78,,
488136489,20083,19,COMM,Control,32,,
696357610,35400,31,MATH,Instructor Incentives,77,,
837926805,36675,20,COMM,Control,54,,
529525254,46457,24,ACCT,Instructor Incentives,52,,
365331622,33209,57,BUSN,Instructor Incentives,69,,
904997525,44062,43,ENGL,Control,72,,
934468761,44325,19,SOCI,Control,71,,
938883912,36685,19,ENGL,Instructor Incentives,92,,
793333814,35991,42,BUSN,Instructor Incentives,76,,
886933384,35104,25,HLHS,Instructor Incentives,95,,
860861592,34153,47,ACCT,Instructor Incentives,60,,
889586644,35401,29,MATH,Instructor Incentives,90,,
969171938,45085,19,ENGL,Control,84,,
542962883,20082,18,SOCI,Control,62,,
817185326,20119,18,BIOL,Control,61,,
612877474,44012,24,COMM,Control,0,,
610234207,20245,47,PSYC,Instructor Incentives,0,,
401888766,34301,39,PSYC,Control,68,,
194432190,42153,18,APHY,Control,0,,
393175328,42037,21,COMM,Instructor Incentives,0,,
466135927,33206,41,BUSN,Instructor Incentives,76,,
535087154,20066,20,MATH,Control,83,,
870477947,34625,23,APHY,Control,67,,
907225984,45074,20,ENGL,Control,84,,
904749764,39686,28,MATH,Control,80,,
611741017,20103,19,PSYC,Instructor Incentives,90,,
301532375,34993,18,MATH,Control,0,,
736368211,35973,23,BUSN,Instructor Incentives,56,,
819082655,47145,37,BUSN,Control,65,,
406967727,45688,22,HLHS,Instructor Incentives,61,,
684547635,35767,26,SDEV,Control,0,,
652850592,39417,19,HLHS,Control,81,,
500364516,34706,18,ENGL,Control,72,,
358721126,34614,21,APHY,Control,0,,
214971675,42876,39,MATH,Instructor Incentives,0,,
419518687,33541,20,ENGL,Control,68,,
141288363,20105,25,PSYC,Instructor Incentives,86,,
172588930,44206,20,APHY,Control,0,,
672362909,35161,17,ENGL,Control,92,,
522568534,44002,19,PSYC,Instructor Incentives,66,,
236671250,30495,19,APHY,Control,0,,
131926313,36055,19,ENGL,Control,60,,
877069737,34303,25,PSYC,Instructor Incentives,78,,
380738911,35991,27,BUSN,Instructor Incentives,62,,
940760980,35492,19,APHY,Instructor Incentives,64,,
453112788,46931,34,NRSG,Instructor Incentives,91,,
988461752,20105,35,PSYC,Instructor Incentives,82,,
996449404,34663,19,COMM,Control,72,,
808689835,44041,20,MATH,Control,40,,
607178040,35167,24,ENGL,Instructor Incentives,96,,
344913345,23096,55,SDEV,Control,0,,
380156225,42893,19,MATH,Instructor Incentives,73,,
825406861,34581,26,HLHS,Instructor Incentives,81,,
530703729,44019,19,COMM,Control,28,,
238143547,52274,23,APHY,Control,64,,
479613003,45066,19,COMM,Instructor Incentives,88,,
583976506,34475,18,ENGL,Control,0,,
328656758,42158,23,APHY,Control,51,,
869672029,44234,32,APHY,Control,69,,
169183652,44325,19,SOCI,Control,0,,
153960964,32136,18,COMM,Instructor Incentives,88,,
849550388,45043,20,COMM,Instructor Incentives,96,,
388443642,36678,23,COMM,Control,0,,
427193107,35745,18,HLHS,Control,0,,
859924660,36683,19,ENGL,Instructor Incentives,88,,
715334557,20087,19,COMM,Instructor Incentives,56,,
658298484,34627,19,APHY,Control,69,,
331904583,34547,20,BUSN,Control,68,,
348396453,35767,34,SDEV,Control,83,,
585001408,34665,19,COMM,Instructor Incentives,92,,
154140400,42893,25,MATH,Instructor Incentives,97,,
916023616,34518,20,BUSN,Control,49,,
380224378,46182,25,PSYC,Control,60,,
448801894,44014,19,COMM,Control,60,,
472850302,45948,21,HLHS,Control,0,,
671873910,35065,20,MATH,Instructor Incentives,13,,
388639151,42045,21,MATH,Instructor Incentives,70,,
506424054,34614,31,APHY,Control,0,,
702554056,20082,29,SOCI,Control,62,,
479613003,35172,19,ENGL,Instructor Incentives,0,,
118985055,46586,24,PSYC,Instructor Incentives,46,,
329679305,36683,20,ENGL,Instructor Incentives,0,,
564836857,34668,21,COMM,Instructor Incentives,66,,
690628302,42153,26,APHY,Control,67,,
217270049,35065,18,MATH,Instructor Incentives,0,,
945213067,20134,22,MATH,Instructor Incentives,60,,
700483036,33905,20,PSYC,Control,76,,
648895545,36669,23,COMM,Control,0,,
714574024,34680,22,BUSN,Control,0,,
962576743,46710,20,SOCI,Control,84,,
916323407,36684,21,ENGL,Instructor Incentives,0,,
993197130,34964,41,MATH,Instructor Incentives,73,,
596934254,32136,17,COMM,Instructor Incentives,90,,
621764140,34663,25,COMM,Control,52,,
522771842,35675,19,CRIM,Instructor Incentives,91,,
750432802,42158,24,APHY,Control,94,,
439221376,46931,23,NRSG,Instructor Incentives,88,,
196030731,44062,26,ENGL,Control,72,,
143849782,32702,24,ACCT,Control,66,,
949567421,34648,20,SCIN,Instructor Incentives,53,,
224987866,46931,42,NRSG,Instructor Incentives,96,,
992940314,34690,23,BUSN,Control,54,,
359577973,34964,45,MATH,Instructor Incentives,53,,
352587320,49596,51,NRSG,Control,73,,
601962884,20055,21,ENGL,Instructor Incentives,96,,
467915604,36684,18,ENGL,Instructor Incentives,0,,
509830336,34673,19,ENGL,Control,0,,
671885595,34993,20,MATH,Control,43,,
381172638,34627,21,APHY,Control,38,,
574246285,36064,19,ENGL,Instructor Incentives,72,,
906335956,46897,19,PSYC,Instructor Incentives,64,,
319408140,42166,21,APHY,Instructor Incentives,55,,
640413268,42045,32,MATH,Instructor Incentives,80,,
365805965,45684,18,HLHS,Instructor Incentives,78,,
954239356,32136,18,COMM,Instructor Incentives,88,,
931314309,45949,24,HLHS,Control,94,,
398423886,20086,22,COMM,Instructor Incentives,50,,
288785481,34547,19,BUSN,Control,54,,
234573463,34110,21,ACCT,Instructor Incentives,62,,
388337101,44323,23,PSYC,Instructor Incentives,68,,
472602428,34599,20,ENGL,Instructor Incentives,80,,
152041822,30495,19,APHY,Control,0,,
945245847,35094,17,COMM,Instructor Incentives,86,,
704654164,53410,21,ENGL,Control,0,,
222388635,20104,19,PSYC,Instructor Incentives,50,,
500493666,45043,19,COMM,Instructor Incentives,98,,
114359898,30517,27,BIOL,Control,68,,
787318512,32577,19,BOAT,Instructor Incentives,0,,
288785481,20103,19,PSYC,Instructor Incentives,80,,
206276011,35401,24,MATH,Instructor Incentives,63,,
754754338,34609,34,APHY,Control,38,,
152774675,20144,19,ARTH,Control,61,,
826992344,34301,22,PSYC,Control,62,,
217540394,34706,20,ENGL,Control,80,,
128924471,35897,32,ENGL,Control,0,,
678124467,42045,20,MATH,Instructor Incentives,70,,
420563605,35172,23,ENGL,Instructor Incentives,96,,
443824140,46256,18,HLHS,Instructor Incentives,86,,
122217707,35675,22,CRIM,Instructor Incentives,79,,
967981834,20103,51,PSYC,Instructor Incentives,76,,
324997446,46931,40,NRSG,Instructor Incentives,89,,
885159126,44335,29,ENGL,Control,0,,
877700926,52274,50,APHY,Control,66,,
865091893,20083,19,COMM,Control,0,,
654598967,33905,19,PSYC,Control,80,,
682116715,44240,19,ENGL,Control,76,,
200342769,35497,19,BIOL,Instructor Incentives,71,,
432182444,44062,19,ENGL,Control,76,,
937526750,36055,20,ENGL,Control,64,,
548461854,20081,19,SOCI,Control,0,,
247861537,44237,21,APHY,Control,85,,
540457184,39600,18,ENGL,Instructor Incentives,80,,
136324482,34606,36,APHY,Control,79,,
705328209,34725,43,ENGL,Control,84,,
849550388,20244,20,PSYC,Instructor Incentives,60,,
949820617,44198,23,APHY,Control,67,,
766432243,47145,28,BUSN,Control,0,,
425111519,20103,19,PSYC,Instructor Incentives,66,,
966686245,42068,34,ENGL,Control,0,,
296521107,35251,42,NRSG,Instructor Incentives,91,,
981896072,42787,19,MATH,Control,90,,
561171236,33905,19,PSYC,Control,74,,
551703355,46475,37,BUSN,Control,66,,
245662346,34665,18,COMM,Instructor Incentives,0,,
129440008,35894,18,ENGL,Control,96,,
377339505,39591,18,COMM,Instructor Incentives,100,,
528728479,35161,19,ENGL,Control,68,,
216686437,45176,30,ACCT,Control,90,,
619369439,46256,23,HLHS,Instructor Incentives,60,,
112624987,42030,20,COMM,Instructor Incentives,76,,
863140715,36683,23,ENGL,Instructor Incentives,96,,
472195943,44327,19,PSYC,Control,0,,
654995930,44030,42,MATH,Instructor Incentives,87,,
518332513,35161,25,ENGL,Control,0,,
792059649,45176,33,ACCT,Control,65,,
509855096,45068,33,ENGL,Control,88,,
506951701,49596,33,NRSG,Control,74,,
152697860,36360,19,ARTH,Control,63,,
696329275,46897,27,PSYC,Instructor Incentives,66,,
859517595,44265,19,MATH,Control,57,,
825779045,42491,28,APHY,Instructor Incentives,0,,
450495558,34890,23,MATH,Instructor Incentives,67,,
628307712,47145,41,BUSN,Control,76,,
688623733,36685,19,ENGL,Instructor Incentives,72,,
443427007,42880,20,MATH,Instructor Incentives,37,,
759998567,35178,18,ENGL,Instructor Incentives,32,,
789274662,46304,21,HLHS,Instructor Incentives,91,,
191445480,44014,21,COMM,Control,0,,
615573880,47184,20,BUSN,Control,61,,
456233852,33914,51,SOCI,Control,76,,
128558711,42037,19,COMM,Instructor Incentives,56,,
299023078,34502,35,BOAT,Control,88,,
389241665,34509,17,ENGL,Instructor Incentives,0,,
380503476,44325,27,SOCI,Control,0,,
812585403,40167,17,ENGL,Instructor Incentives,72,,
106167290,45097,28,ENGL,Instructor Incentives,0,,
716776999,44198,24,APHY,Control,85,,
424841542,46474,25,BUSN,Instructor Incentives,58,,
786274231,20066,20,MATH,Control,70,,
689888651,34581,20,HLHS,Instructor Incentives,75,,
889528149,34627,18,APHY,Control,0,,
286045688,35167,20,ENGL,Instructor Incentives,88,,
185258858,44198,19,APHY,Control,69,,
134078862,20091,21,ENGL,Control,96,,
518778946,34506,24,ENGL,Control,0,,
430785222,40167,17,ENGL,Instructor Incentives,76,,
397102995,35169,37,ENGL,Instructor Incentives,0,,
641064429,35745,20,HLHS,Control,91,,
517339731,20092,19,ENGL,Control,92,,
515083691,34043,21,ACCT,Instructor Incentives,62,,
842676574,33905,20,PSYC,Control,46,,
515008368,35094,21,COMM,Instructor Incentives,0,,
887317475,34582,51,HLHS,Instructor Incentives,0,,
454628980,44019,23,COMM,Control,30,,
286419497,46710,19,SOCI,Control,71,,
460398395,44323,20,PSYC,Instructor Incentives,50,,
723373158,20081,19,SOCI,Control,0,,
415569022,33907,43,PSYC,Control,60,,
306475148,43005,31,ARTH,Control,59,,
282274548,35493,20,APHY,Instructor Incentives,52,,
151101303,45684,20,HLHS,Instructor Incentives,0,,
424394346,45063,35,COMM,Instructor Incentives,70,,
522753208,35497,49,BIOL,Instructor Incentives,73,,
370392554,35467,19,SDEV,Instructor Incentives,82,,
330666918,43007,18,ARTH,Control,0,,
393323232,44206,19,APHY,Control,0,,
531831682,20106,19,PSYC,Instructor Incentives,42,,
633796213,44041,39,MATH,Control,60,,
949745809,34609,22,APHY,Control,62,,
766266851,35178,20,ENGL,Instructor Incentives,0,,
133898507,20076,20,PSYC,Control,90,,
510973283,20082,18,SOCI,Control,69,,
757155684,34650,20,SCIN,Instructor Incentives,53,,
379264501,34609,19,APHY,Control,80,,
425083162,35251,31,NRSG,Instructor Incentives,92,,
683640660,42053,31,ENGL,Instructor Incentives,92,,
577973201,46182,20,PSYC,Control,92,,
406795059,33206,33,BUSN,Instructor Incentives,0,,
323225186,33386,20,ENGL,Control,64,,
935479714,45948,22,HLHS,Control,0,,
607271717,35767,24,SDEV,Control,65,,
455136791,45949,37,HLHS,Control,87,,
497290134,34648,20,SCIN,Instructor Incentives,62,,
198570982,34482,18,ENGL,Control,60,,
353408785,20053,20,ENGL,Instructor Incentives,92,,
399929393,35545,24,ACCT,Instructor Incentives,48,,
792349443,20082,19,SOCI,Control,82,,
689789964,47162,28,BUSN,Control,73,,
469615335,34673,29,ENGL,Control,80,,
318607758,20085,19,COMM,Control,44,,
988853789,53220,19,ENGL,Control,0,,
186442691,35394,18,MATH,Instructor Incentives,0,,
432182444,35394,19,MATH,Instructor Incentives,40,,
867515302,34110,60,ACCT,Instructor Incentives,67,,
870477947,20105,23,PSYC,Instructor Incentives,74,,
236828521,20020,21,ARTH,Instructor Incentives,0,,
426462326,20091,18,ENGL,Control,92,,
888306848,44008,38,SOCI,Control,89,,
339739292,33580,20,SOCI,Control,87,,
960176118,32136,18,COMM,Instructor Incentives,76,,
431704115,40037,18,APHY,Instructor Incentives,62,,
133155568,39089,20,SOCI,Control,93,,
217540394,20104,20,PSYC,Instructor Incentives,48,,
952095820,20027,25,COMM,Control,56,,
549838361,34664,20,COMM,Control,64,,
312654459,35081,44,HLHS,Control,73,,
905831136,20103,20,PSYC,Instructor Incentives,84,,
130906221,35104,19,HLHS,Instructor Incentives,71,,
473864110,44018,34,COMM,Control,36,,
155918323,44323,23,PSYC,Instructor Incentives,0,,
975738595,33905,20,PSYC,Control,74,,
894313776,20105,19,PSYC,Instructor Incentives,84,,
886657361,44213,36,APHY,Control,0,,
366276323,35172,19,ENGL,Instructor Incentives,88,,
607203948,36685,20,ENGL,Instructor Incentives,0,,
263567546,44323,21,PSYC,Instructor Incentives,84,,
423114580,44198,36,APHY,Control,58,,
885673120,27862,18,ENGL,Control,80,,
967651109,44198,36,APHY,Control,79,,
559798803,45097,35,ENGL,Instructor Incentives,56,,
495403810,33907,24,PSYC,Control,86,,
862262659,35109,21,HLHS,Control,80,,
436754527,45063,20,COMM,Instructor Incentives,100,,
340862085,34509,31,ENGL,Instructor Incentives,88,,
531926600,42037,20,COMM,Instructor Incentives,64,,
482046529,44070,19,ENGL,Control,92,,
487810639,34509,20,ENGL,Instructor Incentives,48,,
608164261,35161,19,ENGL,Control,72,,
200070888,36685,20,ENGL,Instructor Incentives,88,,
551792198,35801,21,CRIM,Control,0,,
462936993,35495,21,APHY,Instructor Incentives,59,,
927093159,20082,21,SOCI,Control,71,,
541519653,44049,19,MATH,Control,43,,
233838943,43007,19,ARTH,Control,57,,
724434175,35251,39,NRSG,Instructor Incentives,89,,
564836857,52274,21,APHY,Control,79,,
766594290,46710,22,SOCI,Control,78,,
874116296,35737,23,HLHS,Control,73,,
133898507,20055,20,ENGL,Instructor Incentives,0,,
214769759,20105,19,PSYC,Instructor Incentives,64,,
651541368,20085,38,COMM,Control,84,,
432811126,45068,19,ENGL,Control,0,,
524848598,46710,19,SOCI,Control,73,,
939455313,44062,21,ENGL,Control,64,,
794521005,20067,21,MATH,Control,83,,
752122097,34725,20,ENGL,Control,80,,
482591383,49596,33,NRSG,Control,82,,
313969332,35467,26,SDEV,Instructor Incentives,88,,
386477449,35394,19,MATH,Instructor Incentives,47,,
238082095,20112,25,SOCI,Control,78,,
685183119,47198,20,BUSN,Control,0,,
750126743,45074,26,ENGL,Control,96,,
186970226,49596,24,NRSG,Control,80,,
381389498,52274,18,APHY,Control,48,,
948526401,34518,32,BUSN,Control,65,,
513007412,20019,20,ARTH,Instructor Incentives,0,,
432811126,46897,19,PSYC,Instructor Incentives,0,,
629137327,20019,43,ARTH,Instructor Incentives,83,,
652033906,34303,19,PSYC,Instructor Incentives,76,,
344567255,42053,19,ENGL,Instructor Incentives,76,,
513007412,27862,20,ENGL,Control,0,,
370656999,44008,27,SOCI,Control,84,,
501762064,20238,18,MATH,Control,0,,
341290702,36684,23,ENGL,Instructor Incentives,0,,
670474180,35050,23,APHY,Instructor Incentives,38,,
403080186,35767,19,SDEV,Control,0,,
406915554,44030,38,MATH,Instructor Incentives,70,,
388717293,36067,18,ENGL,Control,0,,
140863214,39286,20,COMM,Control,0,,
756064078,34890,53,MATH,Instructor Incentives,70,,
564836857,35003,21,MATH,Instructor Incentives,77,,
313336784,20106,23,PSYC,Instructor Incentives,82,,
731956323,35251,27,NRSG,Instructor Incentives,93,,
333182041,35161,27,ENGL,Control,0,,
619390839,46710,21,SOCI,Control,64,,
802339623,34666,39,COMM,Control,54,,
653212865,20076,19,PSYC,Control,80,,
530337399,36675,20,COMM,Control,56,,
930163447,46710,24,SOCI,Control,78,,
336474570,20128,18,ARTH,Control,71,,
447267837,38577,21,APHY,Control,56,,
396777492,20081,20,SOCI,Control,73,,
102845256,20067,27,MATH,Control,77,,
733976506,34725,18,ENGL,Control,0,,
607349334,20085,18,COMM,Control,70,,
770443271,35675,21,CRIM,Instructor Incentives,90,,
886120222,40037,22,APHY,Instructor Incentives,40,,
651541052,34523,19,ENGL,Instructor Incentives,52,,
468688389,46182,35,PSYC,Control,86,,
844716997,46474,19,BUSN,Instructor Incentives,42,,
198570982,35394,18,MATH,Instructor Incentives,30,,
866286453,33914,21,SOCI,Control,0,,
898952345,35894,18,ENGL,Control,0,,
638781182,20112,21,SOCI,Control,62,,
850526031,38591,30,ENGL,Control,0,,
234637696,34305,21,ARTH,Control,48,,
428392621,40037,28,APHY,Instructor Incentives,91,,
180994366,44206,20,APHY,Control,0,,
311307170,46457,27,ACCT,Instructor Incentives,34,,
212825630,33539,19,ENGL,Control,80,,
750789098,45688,40,HLHS,Instructor Incentives,47,,
152376326,36360,23,ARTH,Control,0,,
519453311,20129,19,BIOL,Control,60,,
317262529,34110,20,ACCT,Instructor Incentives,0,,
835853313,35182,19,PSYC,Control,92,,
974173777,45222,19,CRIM,Instructor Incentives,79,,
393175328,44091,21,MATH,Control,0,,
557087122,44262,47,MATH,Instructor Incentives,70,,
643848813,34993,19,MATH,Control,83,,
672982114,44237,40,APHY,Control,62,,
426591956,20128,19,ARTH,Control,71,,
633201118,46182,22,PSYC,Control,62,,
281828037,34599,19,ENGL,Instructor Incentives,96,,
952010290,34300,57,PSYC,Instructor Incentives,68,,
495246953,27936,24,MATH,Control,0,,
743875696,46702,38,SOCI,Control,96,,
293671045,42865,24,MATH,Instructor Incentives,67,,
706742388,42158,59,APHY,Control,0,,
767329760,35169,34,ENGL,Instructor Incentives,56,,
736157969,35178,45,ENGL,Instructor Incentives,60,,
962253833,20144,19,ARTH,Control,69,,
376589954,34581,19,HLHS,Instructor Incentives,65,,
655325619,35897,21,ENGL,Control,88,,
884222826,42031,27,COMM,Control,62,,
231091965,49089,28,BOAT,Control,73,,
245054192,35395,29,MATH,Control,57,,
720325003,34599,39,ENGL,Instructor Incentives,0,,
228021701,42053,36,ENGL,Instructor Incentives,0,,
629420177,35947,20,BUSN,Control,0,,
752743373,47371,23,ACCT,Instructor Incentives,48,,
204822262,36685,18,ENGL,Instructor Incentives,60,,
160154907,33914,20,SOCI,Control,69,,
586971543,33554,23,MATH,Control,0,,
197228774,44335,19,ENGL,Control,60,,
899263620,34887,21,MATH,Control,0,,
340514156,34665,20,COMM,Instructor Incentives,70,,
982551991,34076,20,ACCT,Instructor Incentives,36,,
169395564,42045,18,MATH,Instructor Incentives,77,,
871499638,33374,18,ARTH,Control,0,,
329555673,45684,24,HLHS,Instructor Incentives,64,,
539240567,42068,19,ENGL,Control,76,,
693529303,34301,43,PSYC,Control,74,,
118985055,42153,24,APHY,Control,53,,
300301675,34680,31,BUSN,Control,82,,
717032345,35489,18,APHY,Instructor Incentives,0,,
775678614,45684,21,HLHS,Instructor Incentives,52,,
266162861,35973,21,BUSN,Instructor Incentives,0,,
462222758,33209,18,BUSN,Instructor Incentives,0,,
549336694,34526,19,ENGL,Instructor Incentives,72,,
993443292,34610,19,APHY,Control,65,,
332961649,39089,22,SOCI,Control,80,,
477889414,34581,29,HLHS,Instructor Incentives,99,,
662897779,34523,19,ENGL,Instructor Incentives,88,,
645482676,34625,37,APHY,Control,68,,
871499638,33539,18,ENGL,Control,64,,
225211170,20238,26,MATH,Control,60,,
558251837,34475,20,ENGL,Control,0,,
556533756,33209,23,BUSN,Instructor Incentives,54,,
999644361,20103,33,PSYC,Instructor Incentives,88,,
161534306,34159,37,ACCT,Instructor Incentives,57,,
993023047,34664,20,COMM,Control,50,,
930439944,34043,20,ACCT,Instructor Incentives,47,,
239824539,20104,19,PSYC,Instructor Incentives,54,,
336689479,20019,21,ARTH,Instructor Incentives,0,,
410518162,34591,23,APHY,Instructor Incentives,72,,
521183779,44018,21,COMM,Control,72,,
366958243,46586,28,PSYC,Instructor Incentives,50,,
959006456,33905,19,PSYC,Control,72,,
256204592,32698,51,ACCT,Instructor Incentives,84,,
750817074,34630,36,APHY,Control,0,,
715334557,34303,19,PSYC,Instructor Incentives,64,,
282888423,35395,21,MATH,Control,57,,
129844532,33535,19,ENGL,Control,64,,
212957015,47184,26,BUSN,Control,0,,
298490059,35492,18,APHY,Instructor Incentives,89,,
920052199,34475,21,ENGL,Control,76,,
594545326,45085,19,ENGL,Control,0,,
369905242,40166,18,ENGL,Instructor Incentives,72,,
516507103,46710,21,SOCI,Control,0,,
849134559,20019,19,ARTH,Instructor Incentives,0,,
268806187,33905,28,PSYC,Control,56,,
629420177,34665,20,COMM,Instructor Incentives,64,,
759983094,36669,21,COMM,Control,38,,
358079158,35800,22,CRIM,Instructor Incentives,73,,
817885730,35005,18,MATH,Control,47,,
166406597,35896,18,ENGL,Control,0,,
636365876,47145,19,BUSN,Control,0,,
645487484,44030,20,MATH,Instructor Incentives,60,,
357816326,34606,49,APHY,Control,59,,
916023616,20030,20,ENGL,Control,0,,
269733452,34153,23,ACCT,Instructor Incentives,0,,
502893145,44018,41,COMM,Control,0,,
879049770,46457,20,ACCT,Instructor Incentives,0,,
113125525,39417,21,HLHS,Control,0,,
723382421,44012,28,COMM,Control,0,,
748450033,33386,22,ENGL,Control,68,,
575430841,20128,18,ARTH,Control,61,,
210224216,33582,19,SOCI,Control,69,,
496681972,44323,19,PSYC,Instructor Incentives,0,,
175435984,33554,23,MATH,Control,77,,
219704524,36677,20,COMM,Instructor Incentives,70,,
805299017,34680,31,BUSN,Control,82,,
740038492,46182,21,PSYC,Control,56,,
907193851,35986,20,BUSN,Control,80,,
959006456,20053,19,ENGL,Instructor Incentives,60,,
297326461,49089,31,BOAT,Control,90,,
370226792,46457,20,ACCT,Instructor Incentives,0,,
661304942,47371,20,ACCT,Instructor Incentives,34,,
779196182,39591,17,COMM,Instructor Incentives,96,,
483873602,40167,18,ENGL,Instructor Incentives,80,,
207550003,35737,33,HLHS,Control,0,,
280857590,46182,20,PSYC,Control,0,,
363621614,40167,18,ENGL,Instructor Incentives,0,,
555501386,34475,21,ENGL,Control,56,,
223284696,34487,19,ENGL,Instructor Incentives,84,,
327901921,35745,21,HLHS,Control,91,,
624525503,49596,27,NRSG,Control,74,,
589976502,38591,23,ENGL,Control,84,,
564253689,35104,22,HLHS,Instructor Incentives,76,,
828360473,40167,18,ENGL,Instructor Incentives,88,,
815956583,38577,20,APHY,Control,54,,
626534018,39686,20,MATH,Control,33,,
444629233,32134,18,COMM,Instructor Incentives,98,,
456233852,34487,51,ENGL,Instructor Incentives,88,,
186233040,33907,18,PSYC,Control,68,,
235920521,20087,21,COMM,Instructor Incentives,68,,
107389010,20091,59,ENGL,Control,72,,
918500791,44008,26,SOCI,Control,69,,
126179269,44008,19,SOCI,Control,84,,
327901921,40037,21,APHY,Instructor Incentives,48,,
