"","under_pressure"
"421",10.1142084147347
"422",9.65960467309191
"423",9.24293042919411
"424",8.04938760401393
"425",6.88605384939372
"426",7.02099795130325
"427",6.33271017843458
"428",3.23870175527779
"429",1.76610034312832
"430",2.7103449366389
"431",6.4535940553591
"432",8.04639025704319
"433",8.45794882973497
"434",9.54010601454351
"435",8.88070262594935
"436",8.91781145545852
"437",9.77860456579647
"438",9.70524593729124
"439",10.0018310092204
"440",9.11309158593923
"441",10.3412444643571
"442",10.053157516451
"443",10.0930809827189
"444",11.1026104307396
"445",10.7106604251744
"446",10.9534842864331
"447",10.420212314539
"448",10.9202935177841
"449",10.9709575837846
"450",10.7600120631113
"451",10.1152885383275
"452",9.72935939769834
"453",9.66384270094053
"454",11.2704985684199
"455",9.96343992400672
"456",5.79075504620782
"457",2.57233476926254
"458",7.18014539487616
"459",10.7428024451834
"460",8.41816192524138
"461",8.16421303514791
"462",8.70419452150201
"463",8.23333803046769
"464",8.58422871894532
"465",7.89895203353773
"466",8.01228753327449
"467",7.96564725175189
"468",8.1561013030519
"469",8.54101916374484
"470",8.86170316915741
"471",9.3783160270117
"472",9.14606042878384
"473",9.17926797906025
"474",9.7655561802887
"475",9.78508380808942
"476",9.5568876642759
"477",9.81580414812256
"478",6.87915503585277
"479",7.99090957229087
"480",3.37501769911413
"481",-6.935062657812
"482",-8.97894525754375
"483",-10.9784724212484
"484",-11.82188406185
"485",-12.2880705009217
"486",-10.4050369849613
"487",-9.69175532000753
"488",-7.23495771497727
"489",-7.65342882094125
"490",-7.08539622670492
"491",-7.12753783634262
"492",-7.55110138146755
"493",-6.78030641265821
"494",-7.60157003492211
"495",-7.56888314209095
"496",-8.18301675434228
"497",-8.58576285107759
"498",-8.13923358565915
"499",-8.73603225328102
"500",-9.90647127720292
"501",-9.42769648278509
"502",-10.8774432396283
"503",-10.6636252460144
"504",-10.8978058077866
"505",-10.5842083683124
"506",-8.51146057417285
"507",-8.9523774862152
"508",-9.01635981983511
"509",-9.26326927687327
"510",-9.26468496949202
"511",-9.18709808393658
"512",-11.3866686147402
"513",-8.88293354474863
"514",-7.66182321246786
"515",-6.97988282138798
"516",-8.81426423557293
"517",-8.11231523526992
"518",-7.20095258712625
"519",-7.58457178167485
"520",-8.22103377879859
"521",-6.23035515803243
"522",-6.56792754731749
"523",-7.45867936916116
"524",-8.92015963751155
"525",-8.16883229461266
"526",-8.69218795515821
"527",-6.23668968034521
"528",-5.73850796691254
"529",-3.54855076706338
"530",-2.27250773974497
"531",-1.91069652010789
"532",-3.97387442950565
"533",-4.57279102898168
"534",-3.52996118709637
"535",-7.28840085189957
"536",-4.97708472229671
"537",1.59299291106964
"538",4.71086894272177
"539",2.98154058909985
"540",4.69172420896701
"541",3.85464055209117
"542",3.8315526340263
"543",6.99186673385467
"544",6.31177200536457
"545",5.46426699049725
"546",5.7315345155606
"547",6.42476314623625
"548",6.71264609453508
"549",6.87449305678837
"550",6.53298987329909
"551",7.08568168964369
"552",7.35493295786423
"553",7.89259344422816
"554",7.71380390629144
"555",7.80156464267817
"556",6.34186942425724
"557",6.99257652381207
"558",7.28805598132957
"559",8.0467227172783
"560",7.82038803845184
"561",8.52760385223932
"562",5.07205492936946
"563",3.09274022979512
"564",2.49982938432491
"565",5.89581244975699
"566",9.84640313199931
"567",9.73132829611021
"568",8.93318487618062
"569",8.24841215441421
"570",8.15719629248444
"571",8.71290717944715
"572",9.46786747565144
"573",8.67615937909481
"574",9.22515262503498
"575",9.29511462374705
"576",7.80757412180209
"577",8.03459335686288
"578",9.07160035872988
"579",8.53785768275048
"580",8.5571294491169
"581",9.16978217561499
"582",9.68951622297027
"583",11.3258712906361
"584",11.3375026975996
"585",9.66090321951766
"586",7.88267163732965
"587",1.60104164499921
"588",-4.98366185127589
"589",-11.1930735827982
"590",-9.17185568783996
"591",-6.21871546430082
"592",-2.72386795493433
"593",-2.55511869601805
"594",-2.40392231475787
"595",-2.27960663277539
"596",-0.357251943369434
"597",-0.988602974549528
"598",-0.884196633498131
"599",0.716134161469776
"600",0.185196699300594
"601",0.344985353836175
"602",0.798964856669303
"603",2.38571425464989
"604",2.73529485072226
"605",2.92057805021514
"606",4.18875346697254
"607",4.5496163609619
"608",3.16872903295155
"609",4.44977636065559
"610",3.76722648525107
"611",3.40103816431509
"612",3.51013537696993
"613",4.60329580844328
"614",3.95630144830074
"615",4.1222368217844
"616",2.11083878010947
"617",3.05800348580729
"618",6.2961329546914
"619",7.91893622025853
"620",7.9086984476146
"621",7.54019443327832
"622",7.29854277609344
"623",6.4625754796443
"624",5.96045164410064
"625",5.96551459727599
"626",3.46755760520643
"627",2.05656854412181
"628",2.32750971076729
"629",3.84791320588221
"630",7.13436322738867
"631",6.48339583318062
"632",7.56970713951601
"633",7.95508027537563
"634",7.41043315539523
"635",8.0653161692172
"636",7.40962810048118
"637",8.04769789739789
"638",8.39638613442521
"639",7.28276256144434
"640",4.33524709797802
"641",1.91007130804976
"642",4.06864318980345
"643",5.73900104315203
"644",6.51252511382491
"645",7.58783357486446
"646",8.14104250164664
"647",8.14982490552548
"648",7.36065307913612
"649",8.10550823812535
"650",8.84433489153789
"651",8.94688860603626
"652",8.74372624030346
"653",9.91242530976475
"654",9.52362950743066
"655",9.73629827034769
"656",9.82165376995187
"657",10.0065234591813
"658",11.0278873628476
"659",10.8423697245043
"660",10.4728233103515
"661",10.4350492245461
"662",10.8252635893552
"663",10.5850142467282
"664",11.5368090029307
"665",10.8888926798227
"666",8.55586269950107
"667",8.13619239455116
"668",7.04681196564927
"669",6.12195944041954
"670",0.259309858271969
"671",2.341779592596
"672",10.4513734283624
"673",10.0130880312781
"674",8.82866490433228
"675",9.15368168114845
"676",9.31578456192233
"677",10.8426613558984
"678",9.82644436968011
"679",9.62610136530771
"680",9.74006712836386
"681",11.2383646292999
"682",11.369187183733
"683",10.8421392519631
"684",10.4539460480527
"685",10.1229348856546
"686",10.3777474449726
"687",9.88047370995703
"688",8.92092960111172
"689",9.13178198662175
"690",8.24648959383916
"691",7.11397284549668
"692",6.43944057658047
"693",-1.08557877641224
"694",-9.8764976137166
"695",-10.957251710181
"696",-15.6484952609163
"697",-17.2889534611515
"698",-17.7918223853235
"699",-17.6664077942268
"700",-15.3179730185299
"701",-14.1811811875028
"702",-15.0839037246903
"703",-12.4923836947977
"704",-14.8773709352128
"705",-14.9125190063357
"706",-12.8953529792715
"707",-13.602888714898
"708",-12.4037721774853
"709",-11.9048295522431
"710",-10.486606670765
"711",-12.1832541429308
"712",-12.3453406414742
"713",-8.75462708976214
"714",-7.98093409330567
"715",-9.51881713636446
"716",-10.0329468252732
"717",-10.120891382261
"718",-10.8974897929828
"719",-9.20504123657978
"720",-9.041874810935
"721",-11.0189870905212
"722",-11.6934829015658
"723",-9.84495102541073
"724",-8.35986367357566
"725",-6.2459394895721
"726",-8.42652622157039
"727",-6.92220741891851
"728",-7.01990510139059
"729",-7.01351011357457
"730",-7.11827518463713
"731",-7.82829606455202
"732",-6.89335479231254
"733",-6.4686026772382
"734",-5.88146158744111
"735",-5.26850626420034
"736",-5.2645402726088
"737",-5.81306609117902
"738",-5.25513160979783
"739",-5.97315935564882
"740",-6.3238009653474
"741",-3.10913782260372
"742",-3.35451501943743
"743",-3.40478715790595
"744",1.14967203629045
"745",2.98779984682014
"746",1.80541422954596
"747",1.90653179527995
"748",1.29410856281877
"749",-0.354342723148396
"750",1.04875164047033
"751",5.57130618901423
"752",10.8386793160615
"753",10.1144115938446
"754",10.8127680373279
"755",9.37768671166269
"756",10.0942094069389
"757",10.670014733507
"758",11.9681778899048
"759",11.5877597475188
"760",11.4493528102392
"761",12.4094757227301
"762",11.6917736305402
"763",12.0586755410469
"764",12.9833713322083
"765",12.8424347170943
"766",13.176430256866
"767",12.809176887162
"768",11.7116128917828
"769",12.798700750228
"770",11.8028116523576
"771",13.2478706938852
"772",12.6183800658313
"773",11.0248625500941
"774",11.0329601282042
"775",8.71653470673041
"776",5.10113431259461
"777",6.27573666363537
"778",2.25658505328302
"779",4.91629678112662
"780",12.4895203150697
"781",13.0020045001902
"782",14.4510124958229
"783",14.9317375982299
"784",15.7669825939076
"785",16.4223030597952
"786",15.381885412602
"787",15.3573541892396
"788",15.26794420525
"789",15.8236973040451
"790",16.2121310030748
"791",15.7149632301378
"792",16.9240667867217
"793",16.7631342884634
"794",16.3993002292277
"795",16.0067399545108
"796",15.6135923618442
"797",16.7954659193515
"798",16.6645029926256
"799",15.0002955681377
"800",2.30565306578206
"801",-1.31786815236207
"802",-6.74394890107126
"803",-10.1026236912592
"804",-9.1754711258679
"805",-5.17681526052039
"806",-4.41684012257027
"807",-4.24431051691575
"808",-3.00856212882492
"809",-3.72726548107677
"810",-2.75583765172814
"811",-2.03834997446486
"812",-0.541247883619577
"813",-0.8112824579141
"814",-0.0224946851527397
"815",-0.483801545170224
"816",-0.249103629825838
"817",0.353422752132675
"818",0.853294832735472
"819",2.13067843808696
"820",3.06956428524871
"821",2.57760626003187
"822",2.77270248059033
"823",2.61161472658279
"824",2.92121030194365
"825",3.68505816719532
"826",2.23377645846418
"827",3.35407417969963
"828",3.96684251008297
"829",1.5552406872289
"830",0.325618236263935
"831",1.07789107302319
"832",3.7854045831594
"833",5.50470798522163
"834",5.96637432617309
"835",6.00161932134446
"836",6.29731949909219
"837",6.0682392493679
"838",5.61462366222676
"839",6.17508559023483
"840",4.99451736979946
"841",3.67214658351276
"842",1.56226795181659
"843",4.0035530497717
"844",7.58958859716445
"845",8.24253580638531
"846",9.16435306024722
"847",9.46515802470111
"848",9.62832550377239
"849",9.24006163182259
"850",7.97188072379051
"851",8.57346890043585
"852",7.79963684830602
"853",6.63637236619284
"854",5.19483019649082
"855",3.60138328025093
"856",3.72913684993336
"857",4.89430029269411
"858",6.39815196872666
"859",6.0140759002894
"860",7.48862200812611
"861",7.62116301039657
"862",7.99944710488461
"863",8.21083419939916
"864",7.74189125801895
"865",7.8515243938955
"866",8.37160228645362
"867",8.23851279319664
"868",9.15331266299046
"869",8.6463492279827
"870",8.77230112822301
"871",8.86977782958845
"872",8.44741001739806
"873",8.12709859351382
"874",8.26608759792051
"875",7.38032001638495
"876",9.09991769776382
"877",8.90836634134226
"878",8.25168078883211
"879",8.62412791177094
"880",7.21330843893448
"881",5.7358306940763
"882",3.97670752587071
"883",1.85781906795205
"884",5.33367584531624
"885",9.54726964969449
"886",8.54983168091329
"887",7.26895377802956
"888",5.12186104133538
"889",6.15379023678186
"890",5.85648569675595
"891",4.1860959476873
"892",5.9616846147893
"893",6.47237562849025
"894",7.17241029955117
"895",8.04856281591868
"896",8.27260925690216
"897",8.94260352872761
"898",9.54156968618121
"899",10.2144425063623
"900",9.58572649040124
"901",7.2436246780043
"902",7.98711109207667
"903",6.82673232834764
"904",3.81086210965007
"905",-4.5817831040724
"906",-9.43632054459082
"907",-10.2515155817399
"908",-10.0547709496317
"909",-11.3206808084545
"910",-11.2299255559271
"911",-11.4340921190058
"912",-12.294336414223
"913",-11.4718432722692
"914",-11.5126970472089
"915",-10.2103450630629
"916",-9.10137337138339
"917",-9.58126299731578
"918",-8.8114620627719
"919",-8.97250725522189
"920",-9.77691437306664
"921",-9.93352761263905
"922",-10.2675630154545
"923",-9.77688657233437
"924",-9.50468222743867
"925",-8.72934366569225
"926",-8.34395451060948
"927",-9.66663544088504
"928",-9.21782889068085
"929",-8.63992291350587
"930",-8.96566179487682
"931",-8.93237622071255
"932",-10.4181896910851
"933",-13.1300378126937
"934",-14.1130459362575
"935",-15.9597615537031
"936",-12.7157009332404
"937",-13.5559802914931
"938",-12.585258553012
"939",-13.3913917968974
"940",-12.8581627309929
"941",-13.5754432877588
"942",-13.1982346287695
"943",-12.4735853613048
"944",-13.4759644421888
"945",-12.4657099252629
"946",-10.7068987771892
"947",-11.1146333957591
"948",-11.6265116133228
"949",-12.4124453534825
"950",-11.5844386203671
"951",-10.3317989576699
"952",-10.3723814642034
"953",-12.0892091368978
"954",-10.8483110412618
"955",-10.6902873173879
"956",-8.25054330225622
"957",-8.999727582743
"958",-9.49705211621311
"959",-6.90130080070602
"960",-6.15637950305149
"961",-7.48736225752957
"962",-6.95385440570345
"963",0.0234959626744117
"964",2.29960209855761
"965",3.20291555152854
"966",4.17116185579231
"967",4.37348429817231
"968",3.16939696399393
"969",3.27417196679681
"970",4.10323224105411
"971",3.81701258705722
"972",5.00056920653322
"973",5.81785190544198
"974",6.67525613314143
"975",5.73041906404574
"976",6.00186731805288
"977",5.32091974511715
"978",5.78911632672057
"979",6.26053093411335
"980",5.70055756368178
"981",5.39375356799975
"982",5.46872354532647
"983",5.5158187349485
"984",5.8202961917225
"985",6.76481082593042
"986",5.73150468672857
"987",4.47482610644766
"988",3.00098495200117
"989",1.37056494005451
"990",-0.0238627149028417
"991",1.47532795637668
"992",5.04069216565985
"993",9.34824775857429
"994",8.91294649543854
"995",9.17173532982305
"996",8.09574835772467
"997",7.31970559456465
"998",7.28628138818568
"999",6.76256730898284
"1000",6.87710676481884
"1001",6.84025445638955
"1002",7.0616917133967
"1003",7.34355137683793
"1004",6.94690118658967
"1005",7.61318093863886
"1006",7.7616819003133
"1007",7.93322955761456
"1008",7.49544804326001
"1009",6.96851269657459
"1010",7.47706879203734
"1011",7.66219932350314
"1012",3.63023741496596
"1013",-0.8448811197752
"1014",-6.4365083228746
"1015",-8.82997485824129
"1016",-7.47306594771419
"1017",-3.66434040635802
"1018",-3.22829113365777
"1019",-2.71627224129364
"1020",-2.87080817983847
"1021",-1.42589392378182
"1022",-1.33601622310939
"1023",-0.437743229810137
"1024",-2.19481968897664
"1025",-1.1255036652846
"1026",-0.504586923101143
"1027",0.697268417260733
"1028",1.53770930783704
"1029",2.71936731766987
"1030",2.42732644003063
"1031",3.91468061895061
"1032",3.81238845506606
"1033",3.45657089709888
"1034",4.5225167390552
"1035",4.58232691089252
"1036",4.20392574344041
"1037",4.01677251913076
"1038",4.53053230135283
"1039",4.70948107051064
"1040",3.391027818699
"1041",2.59448214219924
"1042",3.11921006755457
"1043",6.19185745328535
"1044",8.64600407159718
"1045",8.32998205834419
"1046",7.79448260365621
"1047",7.18921959533385
"1048",7.64529997013505
"1049",8.00847972261761
"1050",7.68510291474887
"1051",6.82848006548137
"1052",5.79450735691027
"1053",4.26650036753845
"1054",2.46380561084627
"1055",4.81830068266944
"1056",7.96918093213576
"1057",9.2289729278015
"1058",9.65337334299913
"1059",9.60717733884332
"1060",8.46770895571861
"1061",8.83786548498967
"1062",9.70762844710254
"1063",8.61668740339815
"1064",8.36159358605676
"1065",6.94047641271138
"1066",3.07173130295114
"1067",1.21374729353038
"1068",1.19359135151504
"1069",4.55283730580259
"1070",7.36587343875637
"1071",6.71343217925114
"1072",7.26335043618567
"1073",8.1240165363298
"1074",7.3853904184664
"1075",8.39823224598396
"1076",8.92633288674601
"1077",8.3542651539852
"1078",8.99384105359463
"1079",10.2475714897065
"1080",10.1544214695371
"1081",9.60356920290424
"1082",10.202639294085
"1083",9.80760129081282
"1084",9.90657494769873
"1085",9.97808632659161
"1086",10.9400202960254
"1087",10.810557514494
"1088",10.5354247673081
"1089",10.5529965798892
"1090",11.3716733703059
"1091",10.8853976022331
"1092",9.96717799936254
"1093",9.75867392640988
"1094",6.21541783796202
"1095",2.6914997217437
"1096",-0.71699454856902
"1097",0.864602224714489
"1098",10.5235189573936
"1099",9.20304522907846
"1100",7.86058246991499
"1101",8.86445640752151
"1102",7.89437857924196
"1103",8.89124367414413
"1104",8.13815304331078
"1105",8.78697341255228
"1106",8.22785186863425
"1107",9.77056153698212
"1108",9.54224982989963
"1109",10.4648116495581
"1110",9.42459746046535
"1111",9.45683311370613
"1112",9.89392741860241
"1113",9.67330026320162
"1114",9.88094691514219
"1115",8.88975166015501
"1116",7.03037787769758
"1117",7.73213132855259
"1118",7.51218782691396
"1119",-1.13465669798143
"1120",-11.6428563790221
"1121",-11.5091691587761
"1122",-14.8699659137963
"1123",-16.3434992473712
"1124",-15.345870968341
"1125",-14.8582102768962
"1126",-13.7832342540309
"1127",-14.8246744848239
"1128",-14.2861133424522
"1129",-15.1848491445264
"1130",-12.5144509718023
"1131",-11.2734368966453
"1132",-12.5987691168874
"1133",-13.0072535775311
"1134",-10.3209081855482
"1135",-9.37979573107036
"1136",-10.296380256323
"1137",-11.4769298042355
"1138",-9.5063943274438
"1139",-9.7253645334352
"1140",-9.05532587936295
"1141",-9.80351936164906
"1142",-9.13584049358042
"1143",-8.45569076598155
"1144",-10.286681346451
"1145",-10.0449146855234
"1146",-8.92555211537366
"1147",-8.53974258718691
"1148",-8.04961819313887
"1149",-7.96047566418686
"1150",-5.88424805087486
"1151",-6.58168638244322
"1152",-7.14016507587321
"1153",-7.53982923656296
"1154",-7.53750785343173
"1155",-6.58962354283036
"1156",-8.56080151880261
"1157",-8.80201341965323
"1158",-7.59229293978557
"1159",-7.61136264970041
"1160",-7.45506043623476
"1161",-7.16350725505198
"1162",-6.66151868755197
"1163",-5.21203779518287
"1164",-4.73681053098024
"1165",-3.21850070350408
"1166",-2.21935663132343
"1167",-2.32825268635644
"1168",2.30958633248845
"1169",2.31593684107889
"1170",1.39649526661033
"1171",0.451007666534374
"1172",1.4922806371731
"1173",2.30752620777562
"1174",1.33409123055235
"1175",4.90929639214651
"1176",8.53668988060417
"1177",8.64694797396755
"1178",7.88102072973149
"1179",8.93218851272574
"1180",10.034262884032
"1181",10.0300109609722
"1182",11.2851949352143
"1183",12.0732454171405
"1184",11.0137834314925
"1185",11.4641619125488
"1186",11.783113663817
"1187",11.9821695377092
"1188",12.8938464340324
"1189",13.3341483369791
"1190",13.2018680014416
"1191",15.0641539811366
"1192",12.9725707056001
"1193",13.9099374031549
"1194",14.1410127957267
"1195",14.8076065802525
"1196",13.6831718216218
"1197",12.3206050893867
"1198",10.8085666275761
"1199",7.0219930822588
"1200",4.21048506108393
"1201",3.78266810294662
"1202",0.600957591866729
"1203",2.82644301855213
"1204",12.1715663003703
"1205",14.0283968421019
"1206",13.8913378540194
"1207",14.5048952078975
"1208",14.7973407258616
"1209",15.0932974294579
"1210",16.0706064107475
"1211",15.3897220615658
"1212",15.6578569817698
"1213",15.6967945865409
"1214",15.7698969594333
"1215",16.2209974450403
