cert,year,name,BCC,SB,hhi,boone,csent,nfci,finregunc,leverage
7946,2022,"BNY MELLON, NATIONAL ASSOCIATION",0.543527811,0.430605809,468.09,-0.0218,59,-0.280173341,181.824374,6.841760912
17266,2022,UMPQUA BANK,0.908268015,0.745816894,468.09,-0.0218,59,-0.280173341,181.824374,10.08415923
18714,2022,FIRSTBANK,0.856483195,0.676203085,468.09,-0.0218,59,-0.280173341,181.824374,6.806756855
58177,2022,SALLIE MAE BANK,0.943020123,0.908777993,468.09,-0.0218,59,-0.280173341,181.824374,11.2236798
8728,2022,ARVEST BANK,0.629057783,0.652067559,468.09,-0.0218,59,-0.280173341,181.824374,8.60576392
5452,2022,FIRST NATIONAL BANK OF OMAHA,0.950423656,0.799347574,468.09,-0.0218,59,-0.280173341,181.824374,10.75717215
17985,2022,FIRST HAWAIIAN BANK,0.631617087,0.601099471,468.09,-0.0218,59,-0.280173341,181.824374,7.501127494
7551,2022,"FULTON BANK, NATIONAL ASSOCIATION",0.610881058,0.567266298,468.09,-0.0218,59,-0.280173341,181.824374,10.15901373
32541,2022,"FLAGSTAR BANK, FSB",0.690365971,0.551155133,468.09,-0.0218,59,-0.280173341,181.824374,11.87736202
18053,2022,BANK OF HAWAII,0.520459726,0.49826198,468.09,-0.0218,59,-0.280173341,181.824374,7.217151904
20234,2022,CITY NATIONAL BANK OF FLORIDA,0.464934001,0.280593101,468.09,-0.0218,59,-0.280173341,181.824374,9.751197172
32773,2022,EASTERN BANK,0.59399803,0.569893079,468.09,-0.0218,59,-0.280173341,181.824374,11.7132255
18503,2022,CATHAY BANK,0.541463032,0.216582346,468.09,-0.0218,59,-0.280173341,181.824374,10.47361699
33826,2022,COLUMBIA STATE BANK,0.725426814,0.459217867,468.09,-0.0218,59,-0.280173341,181.824374,8.857158068
17838,2022,"WILMINGTON SAVINGS FUND SOCIETY, FSB",0.578457717,0.561897685,468.09,-0.0218,59,-0.280173341,181.824374,10.02238909
9712,2022,ROCKLAND TRUST COMPANY,0.708796017,0.528269993,468.09,-0.0218,59,-0.280173341,181.824374,10.46009542
4365,2022,FIRST MERCHANTS BANK,0.409295251,0.323104565,468.09,-0.0218,59,-0.280173341,181.824374,9.01576384
4988,2022,TRUSTMARK NATIONAL BANK,0.517850377,0.565612907,468.09,-0.0218,59,-0.280173341,181.824374,8.996750806
35095,2022,TOWNE BANK,0.477439737,0.530325294,468.09,-0.0218,59,-0.280173341,181.824374,9.189652457
21716,2022,CITIZENS BUSINESS BANK,0.861617668,0.575534491,468.09,-0.0218,59,-0.280173341,181.824374,8.56103398
803,2022,"WESBANCO BANK, INC.",0.480148689,0.432811532,468.09,-0.0218,59,-0.280173341,181.824374,9.578745948
12437,2022,RENASANT BANK,0.452679413,0.450176992,468.09,-0.0218,59,-0.280173341,181.824374,10.12961076
16068,2022,APPLE BANK FOR SAVINGS,0.322855631,0.060660615,468.09,-0.0218,59,-0.280173341,181.824374,7.446705334
6600,2022,FIRST FINANCIAL BANK,0.542652525,0.556764185,468.09,-0.0218,59,-0.280173341,181.824374,9.866550682
30012,2022,THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND,0.420956922,0.074047301,468.09,-0.0218,59,-0.280173341,181.824374,10.62920653
6989,2022,"COMMUNITY BANK, NATIONAL ASSOCIATION",0.469968054,0.462802795,468.09,-0.0218,59,-0.280173341,181.824374,6.897063591
28178,2022,NORTHWEST BANK,0.425794068,0.410315478,468.09,-0.0218,59,-0.280173341,181.824374,9.878167788
17491,2022,PLAINSCAPITAL BANK,0.618359457,0.543126921,468.09,-0.0218,59,-0.280173341,181.824374,9.667549798
12010,2022,PROVIDENT BANK,0.452737604,0.303771514,468.09,-0.0218,59,-0.280173341,181.824374,9.131364175
19977,2022,ISRAEL DISCOUNT BANK OF NEW YORK,0.405615398,0.259437451,468.09,-0.0218,59,-0.280173341,181.824374,9.483191138
35141,2022,BMW BANK OF NORTH AMERICA,1,1,468.09,-0.0218,59,-0.280173341,181.824374,13.72402613
1225,2022,FARMERS AND MERCHANTS BANK OF LONG BEACH,0.434673868,0.122131681,468.09,-0.0218,59,-0.280173341,181.824374,10.93611941
7230,2022,"NBT BANK, NATIONAL ASSOCIATION",0.574845298,0.55501387,468.09,-0.0218,59,-0.280173341,181.824374,9.5299005
34967,2022,POPULAR BANK,0.398193293,0.102852193,468.09,-0.0218,59,-0.280173341,181.824374,12.96076691
1281,2022,WASHINGTON TRUST BANK,0.456532961,0.362854154,468.09,-0.0218,59,-0.280173341,181.824374,7.887788607
27476,2022,BANCFIRST,0.605857903,0.649950869,468.09,-0.0218,59,-0.280173341,181.824374,9.099819731
32245,2022,"DOLLAR BANK, FEDERAL SAVINGS BANK",0.34530148,0.155782869,468.09,-0.0218,59,-0.280173341,181.824374,10.19013483
6653,2022,THE PARK NATIONAL BANK,0.534352682,0.540217061,468.09,-0.0218,59,-0.280173341,181.824374,8.830967692
7468,2022,FIRST COMMONWEALTH BANK,0.530026422,0.502462848,468.09,-0.0218,59,-0.280173341,181.824374,9.256619086
27981,2022,CAPITOL FEDERAL SAVINGS BANK,0.565206486,0.230611963,468.09,-0.0218,59,-0.280173341,181.824374,9.446872866
26876,2022,SAFRA NATIONAL BANK OF NEW YORK,0.25391671,0.23642601,468.09,-0.0218,59,-0.280173341,181.824374,8.927383491
28834,2022,COLUMBIA BANK,0.477239979,0.183115798,468.09,-0.0218,59,-0.280173341,181.824374,10.75753693
19629,2022,INTERNATIONAL BANK OF COMMERCE,0.593892166,0.521076802,468.09,-0.0218,59,-0.280173341,181.824374,11.66916309
32526,2022,"AMERICAN SAVINGS BANK, FSB",0.56407089,0.477046493,468.09,-0.0218,59,-0.280173341,181.824374,7.714773105
11124,2022,S&T BANK,0.501178104,0.390694621,468.09,-0.0218,59,-0.280173341,181.824374,9.971113055
22953,2022,"AMERANT BANK, NATIONAL ASSOCIATION",0.340970102,0.18577199,468.09,-0.0218,59,-0.280173341,181.824374,10.23282132
9087,2022,1ST SOURCE BANK,0.535017686,0.49751543,468.09,-0.0218,59,-0.280173341,181.824374,11.35664722
