cert,year,name,BCC,SB,hhi,boone,csent,nfci,finregunc,leverage
628,2010,"JPMorgan Chase Bank, National Association",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,3.740032314
3510,2010,"Bank of America, National Association",0.94974571,0.956027878,448.26,-0.453,71.8,-0.534353811,197.6960136,9.424538711
7213,2010,"Citibank, National Association",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,9.1416122
3511,2010,"Wells Fargo Bank, National Association",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,8.007373072
6548,2010,U.S. Bank National Association,0.987997941,0.982602199,448.26,-0.453,71.8,-0.534353811,197.6960136,7.634285328
6384,2010,"PNC Bank, National Association",0.701123334,0.710099246,448.26,-0.453,71.8,-0.534353811,197.6960136,9.064897906
57890,2010,"HSBC Bank USA, National Association",0.699147737,0.674713926,448.26,-0.453,71.8,-0.534353811,197.6960136,9.961097904
18409,2010,"TD Bank, National Association",0.503069251,0.497159202,448.26,-0.453,71.8,-0.534353811,197.6960136,13.88909403
9846,2010,Branch Banking and Trust Company,0.540410438,0.561182885,448.26,-0.453,71.8,-0.534353811,197.6960136,-0.423605732
12368,2010,Regions Bank,0.533902169,0.551936695,448.26,-0.453,71.8,-0.534353811,197.6960136,9.509721736
4297,2010,"Capital One, National Association",0.589629307,0.592582475,448.26,-0.453,71.8,-0.534353811,197.6960136,8.109703942
6672,2010,Fifth Third Bank,0.677648043,0.652543123,448.26,-0.453,71.8,-0.534353811,197.6960136,12.57338421
57957,2010,"RBS Citizens, National Association",0.416710961,0.411757541,448.26,-0.453,71.8,-0.534353811,197.6960136,15.59633028
33124,2010,Goldman Sachs Bank USA,1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,20.03457485
17534,2010,KeyBank National Association,0.548847403,0.54297534,448.26,-0.453,71.8,-0.534353811,197.6960136,8.705224829
22826,2010,"Union Bank, National Association",0.431329134,0.432330238,448.26,-0.453,71.8,-0.534353811,197.6960136,9.095513997
29950,2010,Sovereign Bank,0.59271155,0.532858512,448.26,-0.453,71.8,-0.534353811,197.6960136,9.097782873
33954,2010,"Capital One Bank (USA), National Association",0.788312087,0.818599949,448.26,-0.453,71.8,-0.534353811,197.6960136,3.809559911
57803,2010,Ally Bank,0.569062157,0.477338394,448.26,-0.453,71.8,-0.534353811,197.6960136,10.32383334
32992,2010,"Morgan Stanley Bank, National Association",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,9.214991702
588,2010,Manufacturers and Traders Trust Company,0.631171708,0.663163726,448.26,-0.453,71.8,-0.534353811,197.6960136,11.94181194
5649,2010,Discover Bank,0.874804172,0.822034145,448.26,-0.453,71.8,-0.534353811,197.6960136,8.376886869
3514,2010,Bank of the West,0.356636092,0.323307498,448.26,-0.453,71.8,-0.534353811,197.6960136,9.90357267
983,2010,Comerica Bank,0.541332834,0.605569151,448.26,-0.453,71.8,-0.534353811,197.6960136,20.55331871
6560,2010,The Huntington National Bank,0.473167822,0.527979945,448.26,-0.453,71.8,-0.534353811,197.6960136,9.496383392
16571,2010,Harris National Association,0.375253324,0.403591058,448.26,-0.453,71.8,-0.534353811,197.6960136,7.909106559
623,2010,Deutsche Bank Trust Company Americas,0.941563233,0.601656936,448.26,-0.453,71.8,-0.534353811,197.6960136,25.53313118
32188,2010,USAA Federal Savings Bank,0.688726124,0.623889224,448.26,-0.453,71.8,-0.534353811,197.6960136,8.020044364
16022,2010,New York Community Bank,0.542131292,0.464805621,448.26,-0.453,71.8,-0.534353811,197.6960136,9.117106847
27471,2010,American Express Centurion Bank,1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,6.190376967
873,2010,Synovus Bank,0.199536306,0.122685372,448.26,-0.453,71.8,-0.534353811,197.6960136,14.57738449
34968,2010,Banco Popular de Puerto Rico,0.381059957,0.4471551,448.26,-0.453,71.8,-0.534353811,197.6960136,9.168725563
4977,2010,"First Tennessee Bank, National Association",0.523080485,0.480947737,448.26,-0.453,71.8,-0.534353811,197.6960136,11.04559748
27314,2010,GE Money Bank,0.861025673,0.876080991,448.26,-0.453,71.8,-0.534353811,197.6960136,15.14356283
59017,2010,First Republic Bank,0.362051164,0.218012841,448.26,-0.453,71.8,-0.534353811,197.6960136,9.057525806
5296,2010,"Associated Bank, National Association",0.422971157,0.446737554,448.26,-0.453,71.8,-0.534353811,197.6960136,19.71603655
17281,2010,City National Bank,0.419205827,0.468770483,448.26,-0.453,71.8,-0.534353811,197.6960136,13.12062192
24998,2010,"Commerce Bank, National Association",0.54915955,0.530228132,448.26,-0.453,71.8,-0.534353811,197.6960136,5.934551488
18221,2010,"Webster Bank, National Association",0.321355346,0.341072406,448.26,-0.453,71.8,-0.534353811,197.6960136,5.610764044
11063,2010,First-Citizens Bank & Trust Company,0.493240896,0.501137271,448.26,-0.453,71.8,-0.534353811,197.6960136,9.580385905
5510,2010,The Frost National Bank,0.521868881,0.507227477,448.26,-0.453,71.8,-0.534353811,197.6960136,8.97342964
4214,2010,"Bank of Oklahoma, National Association",0.607898075,0.487596004,448.26,-0.453,71.8,-0.534353811,197.6960136,9.050982046
24735,2010,Silicon Valley Bank,0.672484515,0.492847808,448.26,-0.453,71.8,-0.534353811,197.6960136,6.576628463
2270,2010,Zions First National Bank,0.353300033,0.360373859,448.26,-0.453,71.8,-0.534353811,197.6960136,8.444146205
17985,2010,First Hawaiian Bank,0.567598109,0.509833748,448.26,-0.453,71.8,-0.534353811,197.6960136,21.12172745
57203,2010,Barclays Bank Delaware,0.474517204,0.531805457,448.26,-0.453,71.8,-0.534353811,197.6960136,11.24187144
9396,2010,Valley National Bank,0.287804374,0.252781113,448.26,-0.453,71.8,-0.534353811,197.6960136,2.820842274
32541,2010,"Flagstar Bank, FSB",0.429457211,0.309175628,448.26,-0.453,71.8,-0.534353811,197.6960136,7.449829834
11813,2010,BancorpSouth Bank,0.415324323,0.393035931,448.26,-0.453,71.8,-0.534353811,197.6960136,11.08507422
18053,2010,Bank of Hawaii,0.52779694,0.444320068,448.26,-0.453,71.8,-0.534353811,197.6960136,7.832496832
5452,2010,First National Bank of Omaha,0.685524231,0.582554541,448.26,-0.453,71.8,-0.534353811,197.6960136,10.75093216
33306,2010,The PrivateBank and Trust Company,0.349162923,0.298804235,448.26,-0.453,71.8,-0.534353811,197.6960136,5.554080074
7946,2010,"BNY Mellon, National Association",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,9.571904228
34775,2010,EverBank,0.406323593,0.399742024,448.26,-0.453,71.8,-0.534353811,197.6960136,7.960951971
57053,2010,Signature Bank,0.312833699,0.147066381,448.26,-0.453,71.8,-0.534353811,197.6960136,9.735011067
17266,2010,Umpqua Bank,0.285082246,0.200222551,448.26,-0.453,71.8,-0.534353811,197.6960136,8.602206625
8728,2010,Arvest Bank,0.530865598,0.373501971,448.26,-0.453,71.8,-0.534353811,197.6960136,10.07427531
30012,2010,Third Federal Savings and Loan Association of Cleveland,0.252764421,0.183491057,448.26,-0.453,71.8,-0.534353811,197.6960136,7.419930325
58979,2010,BankUnited,0.562445044,0.468168222,448.26,-0.453,71.8,-0.534353811,197.6960136,8.048002685
4063,2010,MidFirst Bank,0.407057552,0.403996715,448.26,-0.453,71.8,-0.534353811,197.6960136,9.257432718
18503,2010,Cathay Bank,0.229662687,0.006681122,448.26,-0.453,71.8,-0.534353811,197.6960136,7.910352689
8273,2010,"UMB Bank, National Association",0.601003534,0.381500586,448.26,-0.453,71.8,-0.534353811,197.6960136,8.121473472
18714,2010,FirstBank,0.461572044,0.418021707,448.26,-0.453,71.8,-0.534353811,197.6960136,7.099150443
19629,2010,International Bank of Commerce,0.434747846,0.344115284,448.26,-0.453,71.8,-0.534353811,197.6960136,9.478258495
27981,2010,Capitol Federal Savings Bank,0.286371983,0.159572117,448.26,-0.453,71.8,-0.534353811,197.6960136,15.8146602
16835,2010,Prosperity Bank,0.439138452,0.358436072,448.26,-0.453,71.8,-0.534353811,197.6960136,9.385755076
4988,2010,Trustmark National Bank,0.481211567,0.382162628,448.26,-0.453,71.8,-0.534353811,197.6960136,8.665702273
19977,2010,Israel Discount Bank of New York,0.322289893,0.279515462,448.26,-0.453,71.8,-0.534353811,197.6960136,13.62086974
35141,2010,BMW Bank of North America,0.401732616,0.366539731,448.26,-0.453,71.8,-0.534353811,197.6960136,33.99903017
34967,2010,Banco Popular North America,0.218339428,0.160930811,448.26,-0.453,71.8,-0.534353811,197.6960136,18.1827064
7551,2010,"Fulton Bank, National Association",0.459736561,0.372175075,448.26,-0.453,71.8,-0.534353811,197.6960136,17.40379285
7888,2010,First National Bank of Pennsylvania,0.417969068,0.330489712,448.26,-0.453,71.8,-0.534353811,197.6960136,6.04065572
28178,2010,Northwest Savings Bank,0.317547106,0.273321835,448.26,-0.453,71.8,-0.534353811,197.6960136,11.65705429
58177,2010,Sallie Mae Bank,0.54989787,0.407080549,448.26,-0.453,71.8,-0.534353811,197.6960136,10.13193009
33893,2010,"Raymond James Bank, FSB",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,8.283542403
34221,2010,"Morgan Stanley Private Bank, National Association",1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,8.722824472
1105,2010,First Interstate Bank,0.448020547,0.335950366,448.26,-0.453,71.8,-0.534353811,197.6960136,8.202259737
3832,2010,Old National Bank,0.393943817,0.286325383,448.26,-0.453,71.8,-0.534353811,197.6960136,8.163903117
12010,2010,The Provident Bank,0.369236433,0.213823014,448.26,-0.453,71.8,-0.534353811,197.6960136,8.087567252
16068,2010,Apple Bank for Savings,0.505432857,0.149153256,448.26,-0.453,71.8,-0.534353811,197.6960136,7.234078291
32773,2010,Eastern Bank,0.603483326,0.370017477,448.26,-0.453,71.8,-0.534353811,197.6960136,8.732231132
6653,2010,The Park National Bank,0.491682551,0.390767375,448.26,-0.453,71.8,-0.534353811,197.6960136,8.946836722
22953,2010,"MERCANTIL COMMERCEBANK, NATIONAL ASSOCIATION",0.510750214,0.284936373,448.26,-0.453,71.8,-0.534353811,197.6960136,7.999509189
34383,2010,"Texas Capital Bank, National Association",0.47132894,0.207176743,448.26,-0.453,71.8,-0.534353811,197.6960136,15.99911751
21716,2010,Citizens Business Bank,0.393944653,0.260848218,448.26,-0.453,71.8,-0.534353811,197.6960136,10.33768947
6600,2010,"First Financial Bank, National Association",0.523789469,0.368964101,448.26,-0.453,71.8,-0.534353811,197.6960136,8.78087713
32245,2010,"Dollar Bank, Federal Savings Bank",0.435770425,0.225397165,448.26,-0.453,71.8,-0.534353811,197.6960136,11.05831635
7468,2010,First Commonwealth Bank,0.439044434,0.324055321,448.26,-0.453,71.8,-0.534353811,197.6960136,9.720280301
24045,2010,Pacific Western Bank,0.481794818,0.288721119,448.26,-0.453,71.8,-0.534353811,197.6960136,8.434995606
6989,2010,"Community Bank, National Association",0.433201241,0.305382796,448.26,-0.453,71.8,-0.534353811,197.6960136,6.679216808
803,2010,"Wesbanco Bank, Inc.",0.427191475,0.295563604,448.26,-0.453,71.8,-0.534353811,197.6960136,6.597247622
7230,2010,"NBT Bank, National Association",0.469660925,0.324501019,448.26,-0.453,71.8,-0.534353811,197.6960136,10.27457064
17491,2010,PlainsCapital Bank,0.800866489,0.325890321,448.26,-0.453,71.8,-0.534353811,197.6960136,10.56957649
12441,2010,Hancock Bank,0.468430725,0.24772077,448.26,-0.453,71.8,-0.534353811,197.6960136,3.474367585
35583,2010,Pinnacle National Bank,0.430866919,0.066589313,448.26,-0.453,71.8,-0.534353811,197.6960136,11.99481934
27476,2010,BancFirst,0.647636078,0.322045164,448.26,-0.453,71.8,-0.534353811,197.6960136,7.629444322
32526,2010,"American Savings Bank, FSB",0.708887832,0.391553354,448.26,-0.453,71.8,-0.534353811,197.6960136,12.96328437
9712,2010,Rockland Trust Company,0.533916645,0.309556134,448.26,-0.453,71.8,-0.534353811,197.6960136,10.72120381
28834,2010,Columbia Bank,0.440100521,0.138849429,448.26,-0.453,71.8,-0.534353811,197.6960136,5.691046958
9087,2010,1st Source Bank,0.554463291,0.312793803,448.26,-0.453,71.8,-0.534353811,197.6960136,10.59024936
12437,2010,Renasant Bank,0.553619274,0.308759708,448.26,-0.453,71.8,-0.534353811,197.6960136,6.341286307
1225,2010,Farmers and Merchants Bank of Long Beach,1,1,448.26,-0.453,71.8,-0.534353811,197.6960136,22.76668001
33826,2010,Columbia State Bank,0.6666329,0.34425358,448.26,-0.453,71.8,-0.534353811,197.6960136,12.41942576
4365,2010,First Merchants Bank National Association,0.482095437,0.292012163,448.26,-0.453,71.8,-0.534353811,197.6960136,10.96385264
26876,2010,Safra National Bank of New York,0.987892489,0.900138084,448.26,-0.453,71.8,-0.534353811,197.6960136,10.55159304
11124,2010,S&T Bank,0.630914175,0.373412606,448.26,-0.453,71.8,-0.534353811,197.6960136,7.91666407
1281,2010,Washington Trust Bank,0.571239484,0.302282359,448.26,-0.453,71.8,-0.534353811,197.6960136,3.074417879
17838,2010,"Wilmington Savings Fund Society, FSB",0.562202189,0.30615242,448.26,-0.453,71.8,-0.534353811,197.6960136,12.93763793
35095,2010,Towne Bank,0.549514449,0.276044286,448.26,-0.453,71.8,-0.534353811,197.6960136,11.76452862
20234,2010,City National Bank of Florida,0.751431298,0.063865253,448.26,-0.453,71.8,-0.534353811,197.6960136,16.72279198
628,2011,"JPMorgan Chase Bank, National Association",1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,5.501136266
3510,2011,"Bank of America, National Association",0.952896028,0.930107935,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.593068977
7213,2011,"Citibank, National Association",1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.660753457
3511,2011,"Wells Fargo Bank, National Association",1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.298914403
6548,2011,U.S. Bank National Association,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.082303023
6384,2011,"PNC Bank, National Association",0.70024175,0.736451201,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.04596359
57890,2011,"HSBC Bank USA, National Association",0.489616885,0.49612261,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.966209588
18409,2011,"TD Bank, National Association",0.549609412,0.447071656,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.505590958
9846,2011,Branch Banking and Trust Company,0.525854707,0.530201638,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.544367654
4297,2011,"Capital One, National Association",0.606029632,0.640601431,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.697163298
12368,2011,Regions Bank,0.56088052,0.572653237,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.76160057
6672,2011,Fifth Third Bank,0.691044113,0.699438403,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.29989639
57957,2011,"RBS Citizens, National Association",0.514794094,0.483755742,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.06511019
33124,2011,Goldman Sachs Bank USA,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,18.48764513
16571,2011,BMO Harris Bank National Association,0.460526185,0.434171992,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.909371451
22826,2011,"Union Bank, National Association",0.450626356,0.393486974,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.2486801
17534,2011,KeyBank National Association,0.575701122,0.594113513,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.87138302
57803,2011,Ally Bank,0.751026223,0.615378024,468.18,-0.4481,67.4,-0.064049161,190.0510153,15.50489045
29950,2011,Sovereign Bank,0.540527969,0.376362967,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.14969341
588,2011,Manufacturers and Traders Trust Company,0.635836563,0.653977446,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.54361641
33954,2011,"Capital One Bank (USA), National Association",0.716186182,0.739289767,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.23457392
5649,2011,Discover Bank,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.18726937
32992,2011,"Morgan Stanley Bank, National Association",0.978552786,0.975262774,468.18,-0.4481,67.4,-0.064049161,190.0510153,13.19704575
3514,2011,Bank of the West,0.489606672,0.39421054,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.5685
983,2011,Comerica Bank,0.593269863,0.598013767,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.9189373
6560,2011,The Huntington National Bank,0.485917083,0.493377039,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.88994933
32188,2011,USAA Federal Savings Bank,0.660914754,0.648636688,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.365330148
623,2011,Deutsche Bank Trust Company Americas,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,18.45856648
16022,2011,New York Community Bank,0.816690806,0.512141167,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.456606802
27471,2011,American Express Centurion Bank,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,19.05068325
34968,2011,Banco Popular de Puerto Rico,0.498806337,0.431152698,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.113847185
59017,2011,First Republic Bank,0.423400783,0.251009319,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.812654597
873,2011,Synovus Bank,0.320294458,0.23728106,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.82020436
4214,2011,"BOKF, National Association",0.467502687,0.525095839,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.107314206
27314,2011,GE Capital Retail Bank,0.818789398,0.706630904,468.18,-0.4481,67.4,-0.064049161,190.0510153,16.03887151
4977,2011,"First Tennessee Bank, National Association",0.431447074,0.494124123,468.18,-0.4481,67.4,-0.064049161,190.0510153,12.7338577
17281,2011,City National Bank,0.363423814,0.429430157,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.069909561
5296,2011,"Associated Bank, National Association",0.371985035,0.43019478,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.55769252
11063,2011,First-Citizens Bank & Trust Company,0.476171307,0.549909694,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.516091118
24998,2011,Commerce Bank,0.580104573,0.62363326,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.364330468
5510,2011,The Frost National Bank,0.514223569,0.562973681,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.088808007
24735,2011,Silicon Valley Bank,0.791392542,0.612013068,468.18,-0.4481,67.4,-0.064049161,190.0510153,6.868300079
18221,2011,"Webster Bank, National Association",0.31077465,0.330255324,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.401275822
2270,2011,Zions First National Bank,0.374849248,0.417783551,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.59164647
17985,2011,First Hawaiian Bank,0.580391427,0.550223744,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.61403346
57203,2011,Barclays Bank Delaware,0.511489377,0.513581388,468.18,-0.4481,67.4,-0.064049161,190.0510153,12.91054489
7946,2011,"BNY Mellon, National Association",0.967317468,0.486834962,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.266373377
57053,2011,Signature Bank,0.324308307,0.125557132,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.668291847
9396,2011,Valley National Bank,0.291055343,0.229621836,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.683546159
18053,2011,Bank of Hawaii,0.495961437,0.458757602,468.18,-0.4481,67.4,-0.064049161,190.0510153,6.317805182
32541,2011,"Flagstar Bank, FSB",0.421927891,0.330356416,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.948442737
5452,2011,First National Bank of Omaha,0.400879419,0.467822011,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.832228566
34775,2011,EverBank,0.303270675,0.337775155,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.012895561
11813,2011,BancorpSouth Bank,0.386784926,0.409870209,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.668369533
8728,2011,Arvest Bank,0.551920472,0.442935271,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.825947828
33306,2011,The PrivateBank and Trust Company,0.368627951,0.300924901,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.850400046
34221,2011,"Morgan Stanley Private Bank, National Association",0.494303817,0.286814777,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.23002972
18714,2011,FirstBank,0.44639761,0.394585048,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.868458536
17266,2011,Umpqua Bank,0.278850994,0.188038753,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.781129186
8273,2011,"UMB Bank, National Association",0.607177829,0.423589935,468.18,-0.4481,67.4,-0.064049161,190.0510153,6.3182076
58979,2011,BankUnited,0.358283933,0.30362286,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.76739839
30012,2011,Third Federal Savings and Loan Association of Cleveland,0.244103192,0.09362621,468.18,-0.4481,67.4,-0.064049161,190.0510153,13.7831
18503,2011,Cathay Bank,0.274595605,0.117968827,468.18,-0.4481,67.4,-0.064049161,190.0510153,12.65565697
16835,2011,Prosperity Bank,0.479973074,0.374751675,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.748141706
4063,2011,MidFirst Bank,0.391892404,0.410944448,468.18,-0.4481,67.4,-0.064049161,190.0510153,13.55908676
19629,2011,International Bank of Commerce,0.460003166,0.39234493,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.64560442
4988,2011,Trustmark National Bank,0.481139278,0.418197574,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.17846783
7888,2011,First National Bank of Pennsylvania,0.412286609,0.350375758,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.272153349
19977,2011,Israel Discount Bank of New York,0.340274982,0.246514712,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.425926718
27981,2011,Capitol Federal Savings Bank,0.376290103,0.218495973,468.18,-0.4481,67.4,-0.064049161,190.0510153,15.03919931
7551,2011,"Fulton Bank, National Association",0.47327765,0.418103373,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.833536997
35141,2011,BMW Bank of North America,0.630883867,0.581489767,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.04871906
33893,2011,"Raymond James Bank, FSB",1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.42777314
34967,2011,Banco Popular North America,0.294596128,0.233256203,468.18,-0.4481,67.4,-0.064049161,190.0510153,14.40749719
3832,2011,Old National Bank,0.413495191,0.344764977,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.424107939
34383,2011,"Texas Capital Bank, National Association",0.59070892,0.241241097,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.374619819
28178,2011,Northwest Savings Bank,0.331682007,0.244199842,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.81396246
32773,2011,Eastern Bank,0.605471872,0.419593757,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.352817732
58177,2011,Sallie Mae Bank,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,14.87484834
16068,2011,Apple Bank for Savings,0.532353076,0.13585266,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.519972195
1105,2011,First Interstate Bank,0.482375004,0.35715035,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.243097064
12010,2011,The Provident Bank,0.388837934,0.217641513,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.423920893
6600,2011,"First Financial Bank, National Association",0.584763414,0.433346343,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.128566284
22953,2011,"MERCANTIL COMMERCEBANK, NATIONAL ASSOCIATION",0.534738082,0.302824942,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.002264463
21716,2011,Citizens Business Bank,0.489897702,0.345987475,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.92030258
6989,2011,"Community Bank, National Association",0.418058432,0.305832731,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.598169748
32245,2011,"Dollar Bank, Federal Savings Bank",0.399229981,0.206223252,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.41614407
6653,2011,The Park National Bank,0.491338905,0.383991599,468.18,-0.4481,67.4,-0.064049161,190.0510153,6.57742399
7468,2011,First Commonwealth Bank,0.44467832,0.289097719,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.44385237
17491,2011,PlainsCapital Bank,0.7641186,0.352488125,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.765572146
7230,2011,"NBT Bank, National Association",0.472677499,0.322495018,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.349673776
803,2011,"Wesbanco Bank, Inc.",0.487872957,0.325602101,468.18,-0.4481,67.4,-0.064049161,190.0510153,7.962795374
24045,2011,Pacific Western Bank,0.419544968,0.213759013,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.730234421
27476,2011,BancFirst,0.61993977,0.310984677,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.072547807
26876,2011,Safra National Bank of New York,0.86693866,0.365433196,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.01373637
12441,2011,Hancock Bank,0.5470828,0.313610798,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.153239094
9712,2011,Rockland Trust Company,0.544725775,0.312187472,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.122143489
32526,2011,"American Savings Bank, FSB",0.725732133,0.358146142,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.043062359
35583,2011,Pinnacle National Bank,0.453111443,0.194126168,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.2929168
33826,2011,Columbia State Bank,0.558249422,0.301675596,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.45038018
1225,2011,Farmers and Merchants Bank of Long Beach,1,1,468.18,-0.4481,67.4,-0.064049161,190.0510153,14.26319004
28834,2011,Columbia Bank,0.459925191,0.144355589,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.36347243
9087,2011,1st Source Bank,0.59340391,0.321893617,468.18,-0.4481,67.4,-0.064049161,190.0510153,11.52150647
17838,2011,"Wilmington Savings Fund Society, FSB",0.569275177,0.303757481,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.290441293
12437,2011,Renasant Bank,0.519811951,0.297201405,468.18,-0.4481,67.4,-0.064049161,190.0510153,9.263170663
1281,2011,Washington Trust Bank,0.62066693,0.317846452,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.299979
4365,2011,First Merchants Bank National Association,0.51526101,0.293539243,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.96461801
11124,2011,S&T Bank,0.641868462,0.347502787,468.18,-0.4481,67.4,-0.064049161,190.0510153,8.304250763
35095,2011,Towne Bank,0.569198829,0.287107896,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.23640737
20234,2011,City National Bank of Florida,0.899920766,0.326498646,468.18,-0.4481,67.4,-0.064049161,190.0510153,10.73464255
628,2012,"JPMorgan Chase Bank, National Association",1,1,469.123,-0.2432,76.5,-0.59646176,106.1547069,6.158498438
3510,2012,"Bank of America, National Association",0.976349771,0.902332962,469.123,-0.2432,76.5,-0.59646176,106.1547069,8.574697629
7213,2012,"Citibank, National Association",1,1,469.123,-0.2432,76.5,-0.59646176,106.1547069,8.970227896
3511,2012,"Wells Fargo Bank, National Association",1,1,469.123,-0.2432,76.5,-0.59646176,106.1547069,8.467142787
6548,2012,U.S. Bank National Association,1,1,469.123,-0.2432,76.5,-0.59646176,106.1547069,8.98636065
6384,2012,"PNC Bank, National Association",0.729196507,0.683079194,469.123,-0.2432,76.5,-0.59646176,106.1547069,10.07745333
4297,2012,"Capital One, National Association",0.619988912,0.660041963,469.123,-0.2432,76.5,-0.59646176,106.1547069,9.128972586
18409,2012,"TD Bank, National Association",0.625801813,0.439485604,469.123,-0.2432,76.5,-0.59646176,106.1547069,7.234647139
57890,2012,"HSBC Bank USA, National Association",0.314539136,0.412328566,469.123,-0.2432,76.5,-0.59646176,106.1547069,8.426675467
